,FR_Confirmed,FR_Deaths,FR_Recovered,FR_Active,Date
507,158636,22214,42715,93707,2020-04-24 00:00:00+00:00
508,111,1,87,23,2020-04-24 00:00:00+00:00
509,57,0,41,16,2020-04-24 00:00:00+00:00
510,149,12,82,55,2020-04-24 00:00:00+00:00
511,170,14,77,79,2020-04-24 00:00:00+00:00
512,354,4,144,206,2020-04-24 00:00:00+00:00
513,18,0,17,1,2020-04-24 00:00:00+00:00
514,412,0,300,112,2020-04-24 00:00:00+00:00
515,6,0,6,0,2020-04-24 00:00:00+00:00
516,1,0,0,1,2020-04-24 00:00:00+00:00
517,38,3,24,11,2020-04-24 00:00:00+00:00
518,160292,22583,43816,93893,2020-04-25 00:00:00+00:00
519,111,1,87,23,2020-04-25 00:00:00+00:00
520,57,0,41,16,2020-04-25 00:00:00+00:00
521,149,12,82,55,2020-04-25 00:00:00+00:00
522,175,14,77,84,2020-04-25 00:00:00+00:00
523,380,4,144,232,2020-04-25 00:00:00+00:00
524,18,0,17,1,2020-04-25 00:00:00+00:00
525,417,0,300,117,2020-04-25 00:00:00+00:00
526,6,0,6,0,2020-04-25 00:00:00+00:00
527,1,0,0,1,2020-04-25 00:00:00+00:00
528,38,3,24,11,2020-04-25 00:00:00+00:00
529,160847,22825,44125,93897,2020-04-26 00:00:00+00:00
530,111,1,87,23,2020-04-26 00:00:00+00:00
531,57,0,41,16,2020-04-26 00:00:00+00:00
532,149,12,82,55,2020-04-26 00:00:00+00:00
533,175,14,77,84,2020-04-26 00:00:00+00:00
534,401,4,144,253,2020-04-26 00:00:00+00:00
535,18,0,17,1,2020-04-26 00:00:00+00:00
536,417,0,300,117,2020-04-26 00:00:00+00:00
537,6,0,6,0,2020-04-26 00:00:00+00:00
538,1,0,0,1,2020-04-26 00:00:00+00:00
539,38,3,24,11,2020-04-26 00:00:00+00:00
540,164589,23262,44733,96594,2020-04-27 00:00:00+00:00
541,111,1,87,23,2020-04-27 00:00:00+00:00
542,57,0,43,14,2020-04-27 00:00:00+00:00
543,149,12,82,55,2020-04-27 00:00:00+00:00
544,175,14,77,84,2020-04-27 00:00:00+00:00
545,401,4,144,253,2020-04-27 00:00:00+00:00
546,18,0,17,1,2020-04-27 00:00:00+00:00
547,418,0,300,118,2020-04-27 00:00:00+00:00
548,6,0,6,0,2020-04-27 00:00:00+00:00
549,1,0,0,1,2020-04-27 00:00:00+00:00
550,38,3,24,11,2020-04-27 00:00:00+00:00
551,167605,23629,45997,97979,2020-04-28 00:00:00+00:00
552,125,1,93,31,2020-04-28 00:00:00+00:00
553,58,0,49,9,2020-04-28 00:00:00+00:00
554,149,12,82,55,2020-04-28 00:00:00+00:00
555,175,14,83,78,2020-04-28 00:00:00+00:00
556,460,4,235,221,2020-04-28 00:00:00+00:00
557,18,0,17,1,2020-04-28 00:00:00+00:00
558,418,0,300,118,2020-04-28 00:00:00+00:00
559,6,0,6,0,2020-04-28 00:00:00+00:00
560,1,0,0,1,2020-04-28 00:00:00+00:00
561,38,3,24,11,2020-04-28 00:00:00+00:00
562,165093,24056,47338,93699,2020-04-29 00:00:00+00:00
563,125,1,93,31,2020-04-29 00:00:00+00:00
564,58,0,50,8,2020-04-29 00:00:00+00:00
565,149,12,82,55,2020-04-29 00:00:00+00:00
566,175,14,83,78,2020-04-29 00:00:00+00:00
567,460,4,235,221,2020-04-29 00:00:00+00:00
568,18,0,17,1,2020-04-29 00:00:00+00:00
569,420,0,300,120,2020-04-29 00:00:00+00:00
570,6,0,6,0,2020-04-29 00:00:00+00:00
571,1,0,0,1,2020-04-29 00:00:00+00:00
572,38,3,24,11,2020-04-29 00:00:00+00:00
573,165764,24345,48572,92847,2020-04-30 00:00:00+00:00
574,126,1,94,31,2020-04-30 00:00:00+00:00
575,58,0,50,8,2020-04-30 00:00:00+00:00
576,151,12,95,44,2020-04-30 00:00:00+00:00
577,178,14,83,81,2020-04-30 00:00:00+00:00
578,539,4,235,300,2020-04-30 00:00:00+00:00
579,18,0,17,1,2020-04-30 00:00:00+00:00
580,420,0,300,120,2020-04-30 00:00:00+00:00
581,6,0,6,0,2020-04-30 00:00:00+00:00
582,1,0,0,1,2020-04-30 00:00:00+00:00
583,38,3,24,11,2020-04-30 00:00:00+00:00
584,165764,24563,49300,91901,2020-05-01 00:00:00+00:00
585,128,1,98,29,2020-05-01 00:00:00+00:00
586,58,0,51,7,2020-05-01 00:00:00+00:00
587,152,12,95,45,2020-05-01 00:00:00+00:00
588,179,14,83,82,2020-05-01 00:00:00+00:00
589,539,4,235,300,2020-05-01 00:00:00+00:00
590,18,0,17,1,2020-05-01 00:00:00+00:00
591,422,0,300,122,2020-05-01 00:00:00+00:00
592,6,0,6,0,2020-05-01 00:00:00+00:00
593,1,0,0,1,2020-05-01 00:00:00+00:00
594,38,3,27,8,2020-05-01 00:00:00+00:00
595,166976,24729,49751,92496,2020-05-02 00:00:00+00:00
596,128,1,98,29,2020-05-02 00:00:00+00:00
597,58,0,51,7,2020-05-02 00:00:00+00:00
598,152,12,95,45,2020-05-02 00:00:00+00:00
599,179,14,83,82,2020-05-02 00:00:00+00:00
600,539,4,235,300,2020-05-02 00:00:00+00:00
601,18,0,17,1,2020-05-02 00:00:00+00:00
602,423,0,300,123,2020-05-02 00:00:00+00:00
603,6,0,6,0,2020-05-02 00:00:00+00:00
604,1,0,0,1,2020-05-02 00:00:00+00:00
605,38,3,27,8,2020-05-02 00:00:00+00:00
606,167272,24864,49973,92435,2020-05-03 00:00:00+00:00
607,128,1,98,29,2020-05-03 00:00:00+00:00
608,58,0,51,7,2020-05-03 00:00:00+00:00
609,152,12,95,45,2020-05-03 00:00:00+00:00
610,179,14,83,82,2020-05-03 00:00:00+00:00
611,650,6,235,409,2020-05-03 00:00:00+00:00
612,18,0,17,1,2020-05-03 00:00:00+00:00
613,423,0,300,123,2020-05-03 00:00:00+00:00
614,6,0,6,0,2020-05-03 00:00:00+00:00
615,1,0,0,1,2020-05-03 00:00:00+00:00
616,38,3,27,8,2020-05-03 00:00:00+00:00
617,167886,25168,50438,92280,2020-05-04 00:00:00+00:00
618,133,1,100,32,2020-05-04 00:00:00+00:00
619,58,0,53,5,2020-05-04 00:00:00+00:00
620,152,12,98,42,2020-05-04 00:00:00+00:00
621,181,14,83,84,2020-05-04 00:00:00+00:00
622,686,6,352,328,2020-05-04 00:00:00+00:00
623,18,0,17,1,2020-05-04 00:00:00+00:00
624,424,0,300,124,2020-05-04 00:00:00+00:00
625,6,0,6,0,2020-05-04 00:00:00+00:00
626,1,0,0,1,2020-05-04 00:00:00+00:00
627,38,3,29,6,2020-05-04 00:00:00+00:00
628,168935,25498,51803,91634,2020-05-05 00:00:00+00:00
629,133,1,100,32,2020-05-05 00:00:00+00:00
630,60,0,54,6,2020-05-05 00:00:00+00:00
631,152,12,98,42,2020-05-05 00:00:00+00:00
632,181,14,83,84,2020-05-05 00:00:00+00:00
633,739,9,352,378,2020-05-05 00:00:00+00:00
634,18,0,17,1,2020-05-05 00:00:00+00:00
635,424,0,300,124,2020-05-05 00:00:00+00:00
636,6,0,6,0,2020-05-05 00:00:00+00:00
637,1,0,0,1,2020-05-05 00:00:00+00:00
638,38,3,29,6,2020-05-05 00:00:00+00:00
639,172465,25772,53022,93671,2020-05-06 00:00:00+00:00
640,138,1,111,26,2020-05-06 00:00:00+00:00
641,60,0,54,6,2020-05-06 00:00:00+00:00
642,152,13,104,35,2020-05-06 00:00:00+00:00
643,182,14,83,85,2020-05-06 00:00:00+00:00
644,739,9,352,378,2020-05-06 00:00:00+00:00
645,18,0,18,0,2020-05-06 00:00:00+00:00
646,425,0,300,125,2020-05-06 00:00:00+00:00
647,6,0,6,0,2020-05-06 00:00:00+00:00
648,1,0,0,1,2020-05-06 00:00:00+00:00
649,38,3,29,6,2020-05-06 00:00:00+00:00
650,173040,25949,54076,93015,2020-05-07 00:00:00+00:00
651,138,1,112,25,2020-05-07 00:00:00+00:00
652,60,0,56,4,2020-05-07 00:00:00+00:00
653,153,13,104,36,2020-05-07 00:00:00+00:00
654,183,14,83,86,2020-05-07 00:00:00+00:00
655,854,10,352,492,2020-05-07 00:00:00+00:00
656,18,0,18,0,2020-05-07 00:00:00+00:00
657,427,0,354,73,2020-05-07 00:00:00+00:00
658,6,0,6,0,2020-05-07 00:00:00+00:00
659,1,0,0,1,2020-05-07 00:00:00+00:00
660,38,3,30,5,2020-05-07 00:00:00+00:00
661,174318,26192,54770,93356,2020-05-08 00:00:00+00:00
662,141,1,119,21,2020-05-08 00:00:00+00:00
663,60,0,56,4,2020-05-08 00:00:00+00:00
664,154,13,104,37,2020-05-08 00:00:00+00:00
665,186,14,83,89,2020-05-08 00:00:00+00:00
666,854,10,352,492,2020-05-08 00:00:00+00:00
667,18,0,18,0,2020-05-08 00:00:00+00:00
668,426,0,354,72,2020-05-08 00:00:00+00:00
669,6,0,6,0,2020-05-08 00:00:00+00:00
670,1,0,0,1,2020-05-08 00:00:00+00:00
671,38,3,30,5,2020-05-08 00:00:00+00:00
672,174758,26271,54886,93601,2020-05-09 00:00:00+00:00
673,141,1,119,21,2020-05-09 00:00:00+00:00
674,60,0,56,4,2020-05-09 00:00:00+00:00
675,154,13,104,37,2020-05-09 00:00:00+00:00
676,186,14,83,89,2020-05-09 00:00:00+00:00
677,988,11,492,485,2020-05-09 00:00:00+00:00
678,18,0,18,0,2020-05-09 00:00:00+00:00
679,431,0,354,77,2020-05-09 00:00:00+00:00
680,6,0,6,0,2020-05-09 00:00:00+00:00
681,1,0,0,1,2020-05-09 00:00:00+00:00
682,39,3,30,6,2020-05-09 00:00:00+00:00
683,175027,26341,55062,93624,2020-05-10 00:00:00+00:00
684,144,1,122,21,2020-05-10 00:00:00+00:00
685,60,0,56,4,2020-05-10 00:00:00+00:00
686,154,13,104,37,2020-05-10 00:00:00+00:00
687,186,14,83,89,2020-05-10 00:00:00+00:00
688,1023,11,492,520,2020-05-10 00:00:00+00:00
689,18,0,18,0,2020-05-10 00:00:00+00:00
690,436,0,354,82,2020-05-10 00:00:00+00:00
691,6,0,6,0,2020-05-10 00:00:00+00:00
692,1,0,0,1,2020-05-10 00:00:00+00:00
693,39,3,30,6,2020-05-10 00:00:00+00:00
694,175479,26604,55569,93306,2020-05-11 00:00:00+00:00
695,144,1,122,21,2020-05-11 00:00:00+00:00
696,60,0,56,4,2020-05-11 00:00:00+00:00
697,154,13,104,37,2020-05-11 00:00:00+00:00
698,187,14,83,90,2020-05-11 00:00:00+00:00
699,1023,11,492,520,2020-05-11 00:00:00+00:00
700,18,0,18,0,2020-05-11 00:00:00+00:00
701,436,0,354,82,2020-05-11 00:00:00+00:00
702,6,0,6,0,2020-05-11 00:00:00+00:00
703,1,0,1,0,2020-05-11 00:00:00+00:00
704,39,3,30,6,2020-05-11 00:00:00+00:00
705,176207,26951,56617,92639,2020-05-12 00:00:00+00:00
706,144,1,122,21,2020-05-12 00:00:00+00:00
707,60,0,58,2,2020-05-12 00:00:00+00:00
708,155,13,109,33,2020-05-12 00:00:00+00:00
709,187,14,91,82,2020-05-12 00:00:00+00:00
710,1095,12,492,591,2020-05-12 00:00:00+00:00
711,18,0,18,0,2020-05-12 00:00:00+00:00
712,437,0,354,83,2020-05-12 00:00:00+00:00
713,6,0,6,0,2020-05-12 00:00:00+00:00
714,1,0,1,0,2020-05-12 00:00:00+00:00
715,39,3,30,6,2020-05-12 00:00:00+00:00
716,175981,27032,57368,91581,2020-05-13 00:00:00+00:00
717,153,1,124,28,2020-05-13 00:00:00+00:00
718,60,0,58,2,2020-05-13 00:00:00+00:00
719,155,13,109,33,2020-05-13 00:00:00+00:00
720,189,14,91,84,2020-05-13 00:00:00+00:00
721,1143,14,627,502,2020-05-13 00:00:00+00:00
722,18,0,18,0,2020-05-13 00:00:00+00:00
723,439,0,354,85,2020-05-13 00:00:00+00:00
724,6,0,6,0,2020-05-13 00:00:00+00:00
725,1,0,1,0,2020-05-13 00:00:00+00:00
726,39,3,30,6,2020-05-13 00:00:00+00:00
727,176712,27381,58300,91031,2020-05-14 00:00:00+00:00
728,164,1,124,39,2020-05-14 00:00:00+00:00
729,60,0,59,1,2020-05-14 00:00:00+00:00
730,155,13,109,33,2020-05-14 00:00:00+00:00
731,189,14,91,84,2020-05-14 00:00:00+00:00
732,1210,16,627,567,2020-05-14 00:00:00+00:00
733,18,0,18,0,2020-05-14 00:00:00+00:00
734,440,0,354,86,2020-05-14 00:00:00+00:00
735,6,0,6,0,2020-05-14 00:00:00+00:00
736,1,0,1,0,2020-05-14 00:00:00+00:00
737,39,3,30,6,2020-05-14 00:00:00+00:00
738,177319,27485,59143,90691,2020-05-15 00:00:00+00:00
739,189,1,124,64,2020-05-15 00:00:00+00:00
740,60,0,59,1,2020-05-15 00:00:00+00:00
741,155,13,109,33,2020-05-15 00:00:00+00:00
742,192,14,91,87,2020-05-15 00:00:00+00:00
743,1210,16,627,567,2020-05-15 00:00:00+00:00
744,18,0,18,0,2020-05-15 00:00:00+00:00
745,441,0,354,87,2020-05-15 00:00:00+00:00
746,6,0,6,0,2020-05-15 00:00:00+00:00
747,1,0,1,0,2020-05-15 00:00:00+00:00
748,39,3,30,6,2020-05-15 00:00:00+00:00
749,177207,27483,59142,90582,2020-05-16 00:00:00+00:00
750,197,1,125,71,2020-05-16 00:00:00+00:00
751,60,0,59,1,2020-05-16 00:00:00+00:00
752,155,13,109,33,2020-05-16 00:00:00+00:00
753,192,14,91,87,2020-05-16 00:00:00+00:00
754,1312,18,627,667,2020-05-16 00:00:00+00:00
755,18,0,18,0,2020-05-16 00:00:00+00:00
756,443,0,354,89,2020-05-16 00:00:00+00:00
757,6,0,6,0,2020-05-16 00:00:00+00:00
758,1,0,1,0,2020-05-16 00:00:00+00:00
759,39,3,30,6,2020-05-16 00:00:00+00:00
760,177240,28062,59907,89271,2020-05-17 00:00:00+00:00
761,197,1,125,71,2020-05-17 00:00:00+00:00
762,60,0,59,1,2020-05-17 00:00:00+00:00
763,155,13,109,33,2020-05-17 00:00:00+00:00
764,192,14,91,87,2020-05-17 00:00:00+00:00
765,1342,18,627,697,2020-05-17 00:00:00+00:00
766,18,0,18,0,2020-05-17 00:00:00+00:00
767,443,0,354,89,2020-05-17 00:00:00+00:00
768,6,0,6,0,2020-05-17 00:00:00+00:00
769,1,0,1,0,2020-05-17 00:00:00+00:00
770,39,3,30,6,2020-05-17 00:00:00+00:00
771,177554,28193,60416,88945,2020-05-18 00:00:00+00:00
772,210,1,131,78,2020-05-18 00:00:00+00:00
773,60,0,60,0,2020-05-18 00:00:00+00:00
774,155,13,109,33,2020-05-18 00:00:00+00:00
775,192,14,91,87,2020-05-18 00:00:00+00:00
776,1370,18,627,725,2020-05-18 00:00:00+00:00
777,18,0,18,0,2020-05-18 00:00:00+00:00
778,446,0,354,92,2020-05-18 00:00:00+00:00
779,6,0,6,0,2020-05-18 00:00:00+00:00
780,1,0,1,0,2020-05-18 00:00:00+00:00
781,39,3,30,6,2020-05-18 00:00:00+00:00
782,178428,27976,61246,89206,2020-05-19 00:00:00+00:00
783,218,1,136,81,2020-05-19 00:00:00+00:00
784,60,0,60,0,2020-05-19 00:00:00+00:00
785,155,13,109,33,2020-05-19 00:00:00+00:00
786,192,14,91,87,2020-05-19 00:00:00+00:00
787,1370,18,627,725,2020-05-19 00:00:00+00:00
788,18,0,18,0,2020-05-19 00:00:00+00:00
789,446,0,354,92,2020-05-19 00:00:00+00:00
790,6,0,6,0,2020-05-19 00:00:00+00:00
791,1,0,1,0,2020-05-19 00:00:00+00:00
792,39,3,30,6,2020-05-19 00:00:00+00:00
793,179069,28084,61713,89272,2020-05-20 00:00:00+00:00
794,237,1,136,100,2020-05-20 00:00:00+00:00
795,60,0,60,0,2020-05-20 00:00:00+00:00
796,155,13,109,33,2020-05-20 00:00:00+00:00
797,192,14,91,87,2020-05-20 00:00:00+00:00
798,1475,19,894,562,2020-05-20 00:00:00+00:00
799,18,0,18,0,2020-05-20 00:00:00+00:00
800,447,1,411,35,2020-05-20 00:00:00+00:00
801,6,0,6,0,2020-05-20 00:00:00+00:00
802,1,0,1,0,2020-05-20 00:00:00+00:00
803,40,3,33,4,2020-05-20 00:00:00+00:00
804,179306,28167,62216,88923,2020-05-21 00:00:00+00:00
805,249,1,137,111,2020-05-21 00:00:00+00:00
806,60,0,60,0,2020-05-21 00:00:00+00:00
807,155,13,109,33,2020-05-21 00:00:00+00:00
808,192,14,91,87,2020-05-21 00:00:00+00:00
809,1475,19,894,562,2020-05-21 00:00:00+00:00
810,18,0,18,0,2020-05-21 00:00:00+00:00
811,449,1,411,37,2020-05-21 00:00:00+00:00
812,6,0,6,0,2020-05-21 00:00:00+00:00
813,1,0,1,0,2020-05-21 00:00:00+00:00
814,40,3,33,4,2020-05-21 00:00:00+00:00
815,179306,28167,62216,88923,2020-05-22 00:00:00+00:00
816,261,1,141,119,2020-05-22 00:00:00+00:00
817,60,0,60,0,2020-05-22 00:00:00+00:00
818,156,13,115,28,2020-05-22 00:00:00+00:00
819,197,14,91,92,2020-05-22 00:00:00+00:00
820,1521,19,894,608,2020-05-22 00:00:00+00:00
821,18,0,18,0,2020-05-22 00:00:00+00:00
822,449,1,411,37,2020-05-22 00:00:00+00:00
823,6,0,6,0,2020-05-22 00:00:00+00:00
824,1,0,1,0,2020-05-22 00:00:00+00:00
825,40,3,33,4,2020-05-22 00:00:00+00:00
826,179306,28167,62216,88923,2020-05-23 00:00:00+00:00
827,279,1,143,135,2020-05-23 00:00:00+00:00
828,60,0,60,0,2020-05-23 00:00:00+00:00
829,156,13,115,28,2020-05-23 00:00:00+00:00
830,197,14,91,92,2020-05-23 00:00:00+00:00
831,1521,19,894,608,2020-05-23 00:00:00+00:00
832,18,0,18,0,2020-05-23 00:00:00+00:00
833,452,1,411,40,2020-05-23 00:00:00+00:00
834,6,0,6,0,2020-05-23 00:00:00+00:00
835,1,0,1,0,2020-05-23 00:00:00+00:00
836,40,3,33,4,2020-05-23 00:00:00+00:00
837,179859,28317,62961,88581,2020-05-24 00:00:00+00:00
838,328,1,145,182,2020-05-24 00:00:00+00:00
839,60,0,60,0,2020-05-24 00:00:00+00:00
840,161,14,115,32,2020-05-24 00:00:00+00:00
841,197,14,91,92,2020-05-24 00:00:00+00:00
842,1587,20,894,673,2020-05-24 00:00:00+00:00
843,18,0,18,0,2020-05-24 00:00:00+00:00
844,452,1,411,40,2020-05-24 00:00:00+00:00
845,6,0,6,0,2020-05-24 00:00:00+00:00
846,1,0,1,0,2020-05-24 00:00:00+00:00
847,40,3,33,4,2020-05-24 00:00:00+00:00
848,180166,28407,63542,88217,2020-05-25 00:00:00+00:00
849,353,1,146,206,2020-05-25 00:00:00+00:00
850,60,0,60,0,2020-05-25 00:00:00+00:00
851,161,14,115,32,2020-05-25 00:00:00+00:00
852,197,14,91,92,2020-05-25 00:00:00+00:00
853,1609,20,894,695,2020-05-25 00:00:00+00:00
854,18,0,18,0,2020-05-25 00:00:00+00:00
855,456,1,411,44,2020-05-25 00:00:00+00:00
856,6,0,6,0,2020-05-25 00:00:00+00:00
857,1,0,1,0,2020-05-25 00:00:00+00:00
858,40,3,33,4,2020-05-25 00:00:00+00:00
859,179887,28480,64222,87185,2020-05-26 00:00:00+00:00
860,384,1,146,237,2020-05-26 00:00:00+00:00
861,60,0,60,0,2020-05-26 00:00:00+00:00
862,161,14,115,32,2020-05-26 00:00:00+00:00
863,197,14,91,92,2020-05-26 00:00:00+00:00
864,1634,20,894,720,2020-05-26 00:00:00+00:00
865,18,0,18,0,2020-05-26 00:00:00+00:00
866,459,1,411,47,2020-05-26 00:00:00+00:00
867,6,0,6,0,2020-05-26 00:00:00+00:00
868,1,0,1,0,2020-05-26 00:00:00+00:00
869,40,3,33,4,2020-05-26 00:00:00+00:00
870,180044,28546,64503,86995,2020-05-27 00:00:00+00:00
871,406,1,150,255,2020-05-27 00:00:00+00:00
872,60,0,60,0,2020-05-27 00:00:00+00:00
873,161,14,115,32,2020-05-27 00:00:00+00:00
874,197,14,91,92,2020-05-27 00:00:00+00:00
875,1645,20,1314,311,2020-05-27 00:00:00+00:00
876,18,0,18,0,2020-05-27 00:00:00+00:00
877,460,1,411,48,2020-05-27 00:00:00+00:00
878,6,0,6,0,2020-05-27 00:00:00+00:00
879,1,0,1,0,2020-05-27 00:00:00+00:00
880,40,3,33,4,2020-05-27 00:00:00+00:00
881,183309,28611,65098,89600,2020-05-28 00:00:00+00:00
882,436,1,161,274,2020-05-28 00:00:00+00:00
883,60,0,60,0,2020-05-28 00:00:00+00:00
884,161,14,115,32,2020-05-28 00:00:00+00:00
885,197,14,91,92,2020-05-28 00:00:00+00:00
886,1670,21,1315,334,2020-05-28 00:00:00+00:00
887,19,0,18,1,2020-05-28 00:00:00+00:00
888,465,1,411,53,2020-05-28 00:00:00+00:00
889,6,0,6,0,2020-05-28 00:00:00+00:00
890,1,0,1,0,2020-05-28 00:00:00+00:00
891,40,3,33,4,2020-05-28 00:00:00+00:00
892,183816,28663,65599,89554,2020-05-29 00:00:00+00:00
893,450,1,172,277,2020-05-29 00:00:00+00:00
894,60,0,60,0,2020-05-29 00:00:00+00:00
895,162,14,138,10,2020-05-29 00:00:00+00:00
896,200,14,98,88,2020-05-29 00:00:00+00:00
897,1699,21,1385,293,2020-05-29 00:00:00+00:00
898,19,0,18,1,2020-05-29 00:00:00+00:00
899,470,1,411,58,2020-05-29 00:00:00+00:00
900,6,0,6,0,2020-05-29 00:00:00+00:00
901,1,0,1,0,2020-05-29 00:00:00+00:00
902,40,3,33,4,2020-05-29 00:00:00+00:00
903,185616,28720,66051,90845,2020-05-30 00:00:00+00:00
904,477,1,185,291,2020-05-30 00:00:00+00:00
905,60,0,60,0,2020-05-30 00:00:00+00:00
906,162,14,138,10,2020-05-30 00:00:00+00:00
907,200,14,98,88,2020-05-30 00:00:00+00:00
908,1699,21,1385,293,2020-05-30 00:00:00+00:00
909,19,0,18,1,2020-05-30 00:00:00+00:00
910,471,1,411,59,2020-05-30 00:00:00+00:00
911,6,0,6,0,2020-05-30 00:00:00+00:00
912,1,0,1,0,2020-05-30 00:00:00+00:00
913,41,3,33,5,2020-05-30 00:00:00+00:00
914,185851,28751,66123,90977,2020-05-31 00:00:00+00:00
915,499,1,200,298,2020-05-31 00:00:00+00:00
916,60,0,60,0,2020-05-31 00:00:00+00:00
917,162,14,138,10,2020-05-31 00:00:00+00:00
918,200,14,98,88,2020-05-31 00:00:00+00:00
919,1699,21,1385,293,2020-05-31 00:00:00+00:00
920,19,0,18,1,2020-05-31 00:00:00+00:00
921,471,1,411,59,2020-05-31 00:00:00+00:00
922,6,0,6,0,2020-05-31 00:00:00+00:00
923,1,0,1,0,2020-05-31 00:00:00+00:00
924,41,3,33,5,2020-05-31 00:00:00+00:00
925,185952,28779,66120,91053,2020-06-01 00:00:00+00:00
926,499,1,200,298,2020-06-01 00:00:00+00:00
927,60,0,60,0,2020-06-01 00:00:00+00:00
928,162,14,138,10,2020-06-01 00:00:00+00:00
929,200,14,98,88,2020-06-01 00:00:00+00:00
930,1934,24,1473,437,2020-06-01 00:00:00+00:00
931,20,0,18,2,2020-06-01 00:00:00+00:00
932,473,1,411,61,2020-06-01 00:00:00+00:00
933,6,0,6,0,2020-06-01 00:00:00+00:00
934,1,0,1,0,2020-06-01 00:00:00+00:00
935,41,3,33,5,2020-06-01 00:00:00+00:00
936,184980,28886,66485,89609,2020-06-02 00:00:00+00:00
937,517,1,207,309,2020-06-02 00:00:00+00:00
938,60,0,60,0,2020-06-02 00:00:00+00:00
939,162,14,138,10,2020-06-02 00:00:00+00:00
940,200,14,98,88,2020-06-02 00:00:00+00:00
941,1986,24,1473,489,2020-06-02 00:00:00+00:00
942,20,0,18,2,2020-06-02 00:00:00+00:00
943,477,1,411,65,2020-06-02 00:00:00+00:00
944,6,0,6,0,2020-06-02 00:00:00+00:00
945,1,0,1,0,2020-06-02 00:00:00+00:00
946,41,3,33,5,2020-06-02 00:00:00+00:00
947,110906,28967,67031,14908,2020-06-03 00:00:00+00:00
948,533,1,254,278,2020-06-03 00:00:00+00:00
949,60,0,60,0,2020-06-03 00:00:00+00:00
950,162,14,138,10,2020-06-03 00:00:00+00:00
951,200,14,98,88,2020-06-03 00:00:00+00:00
952,1993,24,1523,446,2020-06-03 00:00:00+00:00
953,20,0,18,2,2020-06-03 00:00:00+00:00
954,478,1,411,66,2020-06-03 00:00:00+00:00
955,6,0,6,0,2020-06-03 00:00:00+00:00
956,1,0,1,0,2020-06-03 00:00:00+00:00
957,41,3,33,5,2020-06-03 00:00:00+00:00
958,185986,29010,67510,89466,2020-06-04 00:00:00+00:00
959,556,1,296,259,2020-06-04 00:00:00+00:00
960,60,0,60,0,2020-06-04 00:00:00+00:00
961,162,14,138,10,2020-06-04 00:00:00+00:00
962,200,14,98,88,2020-06-04 00:00:00+00:00
963,2058,25,1523,510,2020-06-04 00:00:00+00:00
964,20,0,18,2,2020-06-04 00:00:00+00:00
965,479,1,411,67,2020-06-04 00:00:00+00:00
966,6,0,6,0,2020-06-04 00:00:00+00:00
967,1,0,1,0,2020-06-04 00:00:00+00:00
968,41,3,33,5,2020-06-04 00:00:00+00:00
969,186538,29056,68007,89475,2020-06-05 00:00:00+00:00
970,589,1,321,267,2020-06-05 00:00:00+00:00
971,60,0,60,0,2020-06-05 00:00:00+00:00
972,164,14,144,6,2020-06-05 00:00:00+00:00
973,202,14,98,90,2020-06-05 00:00:00+00:00
974,2079,25,1523,531,2020-06-05 00:00:00+00:00
975,20,0,18,2,2020-06-05 00:00:00+00:00
976,480,1,411,68,2020-06-05 00:00:00+00:00
977,6,0,6,0,2020-06-05 00:00:00+00:00
978,1,0,1,0,2020-06-05 00:00:00+00:00
979,41,3,33,5,2020-06-05 00:00:00+00:00
980,187067,29087,68282,89698,2020-06-06 00:00:00+00:00
981,639,1,348,290,2020-06-06 00:00:00+00:00
982,60,0,60,0,2020-06-06 00:00:00+00:00
983,164,14,144,6,2020-06-06 00:00:00+00:00
984,202,14,98,90,2020-06-06 00:00:00+00:00
985,2079,25,1523,531,2020-06-06 00:00:00+00:00
986,20,0,18,2,2020-06-06 00:00:00+00:00
987,480,1,411,68,2020-06-06 00:00:00+00:00
988,6,0,6,0,2020-06-06 00:00:00+00:00
989,1,0,1,0,2020-06-06 00:00:00+00:00
990,41,3,33,5,2020-06-06 00:00:00+00:00
991,187360,29100,68283,89977,2020-06-07 00:00:00+00:00
992,689,1,383,305,2020-06-07 00:00:00+00:00
993,60,0,60,0,2020-06-07 00:00:00+00:00
994,164,14,144,6,2020-06-07 00:00:00+00:00
995,202,14,98,90,2020-06-07 00:00:00+00:00
996,2079,25,1523,531,2020-06-07 00:00:00+00:00
997,20,0,19,1,2020-06-07 00:00:00+00:00
998,480,1,411,68,2020-06-07 00:00:00+00:00
999,6,0,6,0,2020-06-07 00:00:00+00:00
1000,1,0,1,0,2020-06-07 00:00:00+00:00
1001,41,3,33,5,2020-06-07 00:00:00+00:00
1002,187458,29153,68319,89986,2020-06-08 00:00:00+00:00
1003,729,2,400,327,2020-06-08 00:00:00+00:00
1004,60,0,60,0,2020-06-08 00:00:00+00:00
1005,164,14,144,6,2020-06-08 00:00:00+00:00
1006,202,14,98,90,2020-06-08 00:00:00+00:00
1007,2151,25,1654,472,2020-06-08 00:00:00+00:00
1008,20,0,20,0,2020-06-08 00:00:00+00:00
1009,481,1,447,33,2020-06-08 00:00:00+00:00
1010,6,0,6,0,2020-06-08 00:00:00+00:00
1011,1,0,1,0,2020-06-08 00:00:00+00:00
1012,41,3,33,5,2020-06-08 00:00:00+00:00
1013,187599,29237,68736,89626,2020-06-09 00:00:00+00:00
1014,773,2,427,344,2020-06-09 00:00:00+00:00
