	Date	bitrate
213	2018-01-30 00:00:00+00:00	0.0018031671751038997
214	2018-01-31 00:00:00+00:00	0.006368079372943276
215	2018-02-01 00:00:00+00:00	0.007456815079566147
216	2018-02-02 00:00:00+00:00	0.00920769811667855
217	2018-02-03 00:00:00+00:00	0.009083949554035535
218	2018-02-04 00:00:00+00:00	0.003586040070206802
219	2018-02-05 00:00:00+00:00	0.0019317502688980747
220	2018-02-06 00:00:00+00:00	0.004978739675345792
221	2018-02-07 00:00:00+00:00	0.004250803221109614
222	2018-02-08 00:00:00+00:00	0.0037099283959261932
223	2018-02-09 00:00:00+00:00	0.001279986829918445
224	2018-02-10 00:00:00+00:00	-0.0046813564487121866
225	2018-02-11 00:00:00+00:00	-0.008452936543951049
226	2018-02-12 00:00:00+00:00	-0.008513577292452858
227	2018-02-13 00:00:00+00:00	-0.005224784036314631
228	2018-02-14 00:00:00+00:00	-0.0017348107687309325
229	2018-02-15 00:00:00+00:00	-0.0008608848956076472
230	2018-02-16 00:00:00+00:00	0.0029926260850006853
231	2018-02-17 00:00:00+00:00	-0.0011072803497934772
232	2018-02-18 00:00:00+00:00	-0.008415720411290049
233	2018-02-19 00:00:00+00:00	-0.007897402542122872
234	2018-02-20 00:00:00+00:00	-0.004223124655765581
235	2018-02-21 00:00:00+00:00	-0.0035296854109144763
236	2018-02-22 00:00:00+00:00	-0.0037401617908161613
237	2018-02-23 00:00:00+00:00	0.0018584046263892375
238	2018-02-24 00:00:00+00:00	-0.0024213193394808127
239	2018-02-25 00:00:00+00:00	-0.008290413329254391
240	2018-02-26 00:00:00+00:00	-0.006658796109596934
241	2018-02-27 00:00:00+00:00	-0.0034411797892477955
242	2018-02-28 00:00:00+00:00	0.001422456346994211
243	2018-03-01 00:00:00+00:00	0.0028388607638374684
244	2018-03-02 00:00:00+00:00	0.007556862458325276
245	2018-03-03 00:00:00+00:00	0.006634619843532237
246	2018-03-04 00:00:00+00:00	-0.0013530733644639965
