	Timestamp	Date	bitrate	IX
4722	1527206400.0	2018-05-25	-0.004152252358918949	lon1
4723	1527292800.0	2018-05-26	-0.004411224450548346	lon1
4724	1527379200.0	2018-05-27	-0.005342024962806143	lon1
4725	1527465600.0	2018-05-28	-0.005743508373138559	lon1
4726	1527552000.0	2018-05-29	-0.0077245059272347495	lon1
4727	1527638400.0	2018-05-30	-0.006652321921698413	lon1
4728	1527724800.0	2018-05-31	-0.006698115634841093	lon1
4729	1527811200.0	2018-06-01	-0.005169568256120618	lon1
4730	1527897600.0	2018-06-02	-0.005152135472219514	lon1
4731	1527984000.0	2018-06-03	-0.006241997038369401	lon1
4732	1528070400.0	2018-06-04	-0.00665094856810078	lon1
4733	1528156800.0	2018-06-05	-0.005147288043813854	lon1
4734	1528243200.0	2018-06-06	-0.005263269332368697	lon1
4735	1528329600.0	2018-06-07	-0.0055267492428858495	lon1
4736	1528416000.0	2018-06-08	-0.004720081625817876	lon1
4737	1528502400.0	2018-06-09	-0.0048127162881500506	lon1
4738	1528588800.0	2018-06-10	-0.005715501771717302	lon1
4739	1528675200.0	2018-06-11	-0.006021682511106675	lon1
4740	1528761600.0	2018-06-12	-0.0047784519622931605	lon1
4741	1528848000.0	2018-06-13	-0.0037840503709989375	lon1
4742	1528934400.0	2018-06-14	-0.0041020425624276585	lon1
4743	1529020800.0	2018-06-15	-0.004376427770846022	lon1
4744	1529107200.0	2018-06-16	-0.004558133357750888	lon1
4745	1529193600.0	2018-06-17	-0.005249031690993144	lon1
4746	1529280000.0	2018-06-18	-0.005761213936235329	lon1
4747	1529366400.0	2018-06-19	-0.004258123431243194	lon1
4748	1529452800.0	2018-06-20	-0.004093956858221612	lon1
4749	1529539200.0	2018-06-21	-0.004234937482314986	lon1
4750	1529625600.0	2018-06-22	-0.0045324184227330455	lon1
4751	1529712000.0	2018-06-23	-0.004469194236017646	lon1
4752	1529798400.0	2018-06-24	-0.005705077818456868	lon1
4753	1529884800.0	2018-06-25	-0.006006315595882697	lon1
4754	1529971200.0	2018-06-26	-0.00466747390817506	lon1
4755	1530057600.0	2018-06-27	-0.004654732103390235	lon1
4756	1530144000.0	2018-06-28	-0.004415195109820839	lon1
4757	1530230400.0	2018-06-29	-0.0047372012850271485	lon1
4758	1530316800.0	2018-06-30	-0.005590677966467001	lon1
4759	1530403200.0	2018-07-01	-0.006992964894761354	lon1
4760	1530489600.0	2018-07-02	-0.0068767028244899045	lon1
4761	1530576000.0	2018-07-03	-0.0059239008300062505	lon1
4762	1530662400.0	2018-07-04	-0.005620154443712703	lon1
4763	1530748800.0	2018-07-05	-0.005811310950021948	lon1
4764	1530835200.0	2018-07-06	-0.006067705391209176	lon1
4765	1530921600.0	2018-07-07	-0.005781580432869541	lon1
4766	1531008000.0	2018-07-08	-0.0073970999505224115	lon1
4767	1531094400.0	2018-07-09	-0.007436112817781828	lon1
