,Date,deaths,confirmed,recovered,active,new_confirmed,new_recovered,new_deaths,Unnamed: 0,EVT,JNJ,PFE,FMS,ABT,KMB,MDT,PHG,GE,BDX,CAH,SYK,SIEGY,DUK,NGG,NEE,EDF,CVX,XOM,PTR_x,PTR_y,RDS-A,TOT,BP,SNP_x,MT,PKX,DB,CMC,GS,WFC,CICHY,ACGBY,CRARY,C,DAX,SNP_y,NDAQ,TM,GM,TSLA,DTE,DRI,TEF,T,TMUS,VOD,VZ,SFTBY,AMOV,CHA,AAPL,AMZN,GOOGL,SAP,CSCO,IBM,INTC,EBAY,EA_x,EA_y,QCOM,TXN,SNE,PS3,PS4,Vita,bitrate,Weekly_average_change_views,Weekly_average_views,Users,In-Game,av_conc_viewers,av_conc_channels,time_watched,active_streamers
0,2017-01-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53200.0,228900.0,9400.0,,,,,,811003.0,24137.0,601088390.0,1942933.0
1,2017-01-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49300.0,221200.0,8500.0,,,,,,,,,
2,2017-01-03 00:00:00+00:00,,,,,,,,903.0,20.69,115.78,32.7,42.17,38.63,114.16,70.25,30.08,31.67,161.95,71.99,119.81,120.66,77.65,58.11,119.54,14.71,118.38,90.94,75.13,75.13,55.24,51.06,38.1,72.16,7.39,53.01,18.44,22.19,242.7,55.67,14.73,10.18,6.275,60.68,25.1,72.16,67.47,118.17,34.98,214.86,98.74,73.2,9.19,42.69,58.1,24.84,53.96,33.0,12.31,46.81,115.8,757.92,800.62,86.25,30.37,167.0,36.61,29.83,79.52,79.52,65.86,73.53,28.1,47500.0,188000.0,7700.0,,,,,,,,,
3,2017-01-04 00:00:00+00:00,,,,,,,,902.0,20.79,115.5,33.13,42.19,39.06,114.91,70.9,29.74,31.75,165.46,74.5,119.64,120.335,77.65,57.38,119.23,14.92,118.41,91.12,74.28,74.28,55.75,51.13,38.045,71.58,7.39,52.94,19.02,22.24,241.44,56.16,15.05,10.24,6.372000000000001,60.69,25.01,71.58,66.65,120.27,35.6,214.75,98.34,72.15,9.38,42.94,58.36,25.24,54.55,33.98,12.6841,47.13,115.85,758.39,809.89,85.66,30.235,167.77,36.71,29.91,79.39,79.39,65.67,73.65,28.48,46500.0,167800.0,7800.0,,,,,,,,,
4,2017-01-05 00:00:00+00:00,,,,,,,,901.0,20.68,116.0,33.37,42.41,39.24,115.25,71.48,29.92,31.57,163.81,75.33,120.1,120.39,77.9,57.68,119.78,15.08,118.0,90.19,76.76,76.76,55.95,51.28,38.14,73.57,7.78,52.6,19.46,22.83,242.72,55.49,15.01,10.61,6.48,60.97,25.22,73.57,67.49,121.19,37.01,226.42,98.62,72.96,9.55,42.85,58.77,25.88,54.78,35.125,12.67,48.24,115.92,761.55,807.5,86.37,30.1,169.25,36.45,29.73,79.98,79.98,65.21,73.29,28.54,44700.0,155900.0,6700.0,,,,,,,,,
5,2017-01-06 00:00:00+00:00,,,,,,,,900.0,20.74,116.67,33.66,42.64,39.7,116.01,71.14,30.03,31.58,165.29,74.62,117.5,121.736,77.5,57.94,118.41,15.22,117.45,88.79,77.85,77.85,55.61,51.27,38.16,74.86,7.72,52.29,19.15,22.84,242.29,55.26,14.85,10.33,6.448,60.68,25.52,74.86,67.62,119.84,36.41,226.93,98.35,72.09,9.61,41.98,57.87,26.19,53.67,35.85,12.46,48.19,116.78,782.36,814.99,87.82,30.17,168.69,36.59,29.97,79.11,79.11,65.48,72.88,28.57,47400.0,207800.0,7000.0,,,,,,,,,
6,2017-01-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56000.0,231000.0,7700.0,,,,,,,,,
7,2017-01-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55200.0,197500.0,8200.0,,,,,,,,,
8,2017-01-09 00:00:00+00:00,,,,,,,,899.0,21.17,116.35,33.43,39.57,40.79,115.52,73.3,30.08,31.64,168.23,75.03,117.88,122.38,77.61,58.06,119.12,15.28,116.29,88.22,78.78,78.78,55.08,50.77,37.58,75.14,7.58,50.79,18.95,21.65,243.25,54.68,14.74,10.42,6.34,60.15,25.31,75.14,68.37,119.48,36.12,228.97,98.5,71.49,9.62,41.29,56.57,25.68,53.22,36.25,12.51,47.87,117.95,798.0,826.37,88.97,30.22,169.47,36.48,31.0,79.19,79.19,65.53,74.51,28.74,41200.0,136900.0,6300.0,,,,,,,,,
9,2017-01-10 00:00:00+00:00,,,,,,,,898.0,21.18,116.03,33.59,40.51,40.81,114.5,74.27,30.39,31.46,168.56,74.58,119.56,124.74,76.49,57.12,118.13,15.4,115.56,87.17,79.22,79.22,54.66,50.98,37.25,75.72,7.91,52.36,18.6,20.85,240.87,54.35,15.19,10.42,6.38,60.2,25.59,75.72,67.62,119.09,36.19,232.0,97.93,71.66,9.65,40.66,55.72,26.14,52.69,36.085,12.5506,47.87,118.77,796.6,827.07,89.03,30.19,167.98,36.55,30.67,78.49,78.49,65.95,74.62,29.4,36700.0,122800.0,4900.0,,,,,,,,,
10,2017-01-11 00:00:00+00:00,,,,,,,,897.0,21.15,116.08,33.37,39.97,41.05,114.11,75.12,30.52,31.24,170.51,75.15,123.49,122.26,76.28,56.65,118.24,15.27,115.15,85.9,79.72,79.72,54.81,50.75,37.2,75.54,8.13,55.71,18.77,20.57,242.77,54.6,15.15,10.33,6.27,59.66,25.22,75.54,67.19,119.09,37.54,229.07,97.43,72.04,9.57,40.38,58.54,26.16,52.62,36.79,12.5,48.19,118.74,793.66,826.62,87.83,30.33,166.05,36.51,30.3,78.8,78.8,65.75,74.64,30.19,35800.0,118600.0,4200.0,,,,,,,,,
11,2017-01-12 00:00:00+00:00,,,,,,,,896.0,21.17,114.27,32.53,40.03,40.79,114.26,74.06,30.55,31.45,172.87,73.4,122.86,123.18,76.97,58.47,119.59,15.03,116.5,87.27,79.81,79.81,55.99,51.93,37.99,76.17,8.09,56.37,19.02,20.54,245.06,54.65,15.3,10.33,6.422999999999999,59.53,25.64,76.17,67.44,119.64,38.0,229.06,98.41,72.87,9.67,40.57,57.4,26.4,52.43,36.65,12.97,48.19,118.895,800.31,828.38,88.72,30.15,167.77,36.83,30.8,78.85,78.85,65.35,75.0,30.79,34200.0,112200.0,5400.0,,,,,,,,,
12,2017-01-13 00:00:00+00:00,,,,,,,,895.0,21.15,114.94,32.67,40.51,40.75,114.19,75.0,30.68,31.36,173.4,74.48,123.22,123.514,77.34,58.29,119.3,14.84,115.86,86.27,80.31,80.31,55.57,52.03,37.82,78.16,7.96,56.44,19.22,20.29,245.43,55.11,14.85,10.27,6.6,59.45,25.57,78.16,67.33,119.82,37.55,230.0,98.32,73.68,9.76,40.92,57.25,26.47,52.72,36.54,11.85,48.11,119.11,814.32,831.0,89.28,30.1,167.97,36.71,30.21,79.14,79.14,66.25,74.83,30.88,41200.0,132500.0,5500.0,,,,,,,,,
13,2017-01-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52700.0,183300.0,6800.0,,,,,,,,,
14,2017-01-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52300.0,168800.0,7100.0,,,,,,,,,
15,2017-01-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,126700.0,4800.0,,,,,,,,,
16,2017-01-17 00:00:00+00:00,,,,,,,,894.0,21.12,113.94,32.35,40.79,40.67,114.88,75.06,30.28,31.17,172.53,74.61,122.12,124.616,77.47,59.17,119.4,15.14,116.4,86.58,80.88,80.88,55.59,51.77,37.58,79.46,8.06,57.03,19.03,20.43,242.94,54.8,15.15,10.48,6.65,59.01,25.74,79.46,67.36,118.85,37.34,236.7,98.55,73.14,9.65,41.0,57.25,25.95,52.55,35.975,12.35,47.89,118.34,815.7,830.0,89.51,30.0,166.69,36.67,30.33,80.0,80.0,66.71,74.67,31.0,36600.0,98800.0,4700.0,,,,,,,,,
17,2017-01-18 00:00:00+00:00,,,,,,,,893.0,21.21,114.94,32.09,40.76,41.05,115.84,76.27,30.13,31.21,173.92,75.65,122.93,123.9282,77.38,58.5,120.22,15.15,115.68,87.06,81.03,81.03,55.14,51.16,37.18,79.17,8.09,57.14,18.55,20.14,236.0,53.78,14.81,10.4,6.525,57.99,25.79,79.17,66.71,118.71,37.45,236.65,99.01,73.26,9.72,41.15,57.54,26.02,52.52,36.63,12.2527,48.21,120.0,809.5,829.8,88.9,30.12,167.45,36.89,30.29,80.51,80.51,64.67,74.73,30.81,34300.0,104800.0,4300.0,,,,,,,,,
18,2017-01-19 00:00:00+00:00,,,,,,,,892.0,21.18,114.68,32.06,40.2,40.64,116.4,75.3,30.19,31.25,173.3,75.6,122.0,123.86,77.27,57.85,119.37,15.15,115.89,85.97,80.34,80.34,54.54,51.06,37.01,78.65,8.21,58.05,18.97,20.53,234.07,54.24,15.08,10.33,6.52,57.53,25.65,78.65,67.06,119.56,37.63,247.25,98.35,72.92,9.63,40.89,58.52,25.81,52.55,35.77,12.07,47.9,119.4,810.0,829.0,88.8,30.01,166.96,36.51,30.26,80.4,80.4,64.97,74.22,30.5,33100.0,98700.0,4200.0,,,,,,,,,
19,2017-01-20 00:00:00+00:00,,,,,,,,891.0,21.21,114.49,31.72,40.41,40.51,116.7,75.51,29.92,30.76,173.78,75.55,122.52,124.846,77.32,57.95,119.48,15.05,116.32,85.44,80.07,80.07,55.0,51.47,37.11,78.55,8.23,57.75,19.13,20.14,231.62,54.75,14.94,10.24,6.568,56.94,25.92,78.55,67.3,119.12,37.42,245.46,98.47,72.74,9.7,41.33,60.54,25.8,52.6,36.725,12.17,47.38,120.45,815.28,829.09,89.37,30.12,167.81,36.76,30.84,80.49,80.49,65.19,74.16,30.34,35700.0,114000.0,4700.0,,,,,,,,,
20,2017-01-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51900.0,157200.0,6500.0,,,,,,,,,
21,2017-01-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000.0,156000.0,7800.0,,,,,,,,,
22,2017-01-23 00:00:00+00:00,,,,,,,,890.0,21.21,114.51,31.68,40.38,40.32,115.92,74.72,30.0,30.5,172.41,74.9,121.56,124.81,77.43,58.45,119.53,15.06,115.12,85.68,78.77,78.77,54.95,51.01,36.6,78.34,8.21,57.99,19.33,20.83,231.86,54.71,14.94,10.58,6.49,56.12,25.81,78.34,67.06,118.45,37.01,245.85,98.57,73.38,9.56,41.46,60.77,25.83,52.46,36.796,12.48,47.28,120.0,806.8,831.61,89.44,30.14,170.08,37.07,30.64,80.05,80.05,58.67,74.8,30.35,32700.0,99000.0,4000.0,,,,,,,,,
23,2017-01-24 00:00:00+00:00,,,,,,,,889.0,21.27,112.91,31.4,40.3,40.32,118.45,74.64,29.18,29.86,171.38,74.77,121.51,125.84,77.2,58.44,118.74,15.3,115.85,84.98,79.24,79.24,54.97,51.11,36.54,79.65,8.29,58.5,19.45,20.7,231.86,54.36,14.49,10.56,6.51,55.96,25.89,79.65,67.23,116.91,36.7,250.0,97.78,73.22,9.66,41.4,60.01,25.28,50.26,37.507,12.97,47.4,119.55,822.0,846.98,90.01,30.34,171.36,36.84,30.3,79.88,79.88,55.02,76.19,30.41,31600.0,101900.0,4900.0,,,,,,,,,
24,2017-01-25 00:00:00+00:00,,,,,,,,888.0,21.45,111.93,31.36,40.05,39.76,121.41,73.99,29.76,30.42,170.89,75.01,122.18,127.87,76.93,58.72,118.24,15.35,116.9,85.34,79.62,79.62,55.65,51.61,37.1,80.86,8.27,56.18,20.62,20.6,235.53,55.38,14.74,10.33,6.674,57.9,26.18,80.86,68.09,118.62,37.71,257.31,97.54,72.96,9.85,41.33,60.2,24.8,49.5,38.32,12.0731,47.48,120.42,825.79,853.55,90.94,31.04,176.26,37.87,30.25,80.85,80.85,56.1,77.72,30.5,32300.0,96800.0,4300.0,,,,,,,,,
25,2017-01-26 00:00:00+00:00,,,,,,,,887.0,21.41,112.0,31.4,41.02,40.46,121.89,74.49,29.8,30.44,171.6,73.34,121.11,127.68,76.99,57.83,118.7,15.31,117.5,85.69,80.99,80.99,55.15,51.08,36.96,81.07,8.11,59.18,20.67,21.28,237.47,56.61,14.96,10.41,6.7199,57.6,26.33,81.07,68.5,119.43,38.1,254.29,97.92,73.76,9.73,41.17,61.11,24.65,48.75,39.02,12.47,47.76,121.67,835.53,859.05,90.64,30.76,178.06,37.82,32.37,81.56,81.56,55.35,78.02,30.93,30800.0,96400.0,4200.0,,,,,,,,,
26,2017-01-27 00:00:00+00:00,,,,,,,,886.0,21.5,112.0,31.47,40.84,41.11,122.0,74.54,29.72,30.4,172.31,73.58,121.03,127.92,77.32,58.01,119.96,15.27,113.53,85.3,80.05,80.05,54.99,50.69,36.53,80.51,8.12,58.85,20.67,21.41,236.9,57.03,15.11,10.33,6.62,57.39,26.45,80.51,68.92,117.09,37.52,251.38,98.35,73.68,9.63,41.98,63.68,24.57,49.35,38.9,12.58,47.75,122.14,839.0,859.0,91.22,30.76,178.47,38.0,31.95,82.0,82.0,54.65,79.06,30.66,34300.0,118300.0,4300.0,,,,,,,,,
27,2017-01-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51700.0,145900.0,5100.0,,,,,,,,,
28,2017-01-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47700.0,141900.0,6300.0,,,,,,,,,
29,2017-01-30 00:00:00+00:00,,,,,,,,885.0,21.5,113.4,31.47,40.36,40.86,121.42,74.68,29.29,29.96,175.4,72.53,123.27,126.395,76.98,57.56,121.67,15.39,113.15,85.42,79.02,79.02,54.09,49.98,36.09,79.74,7.97,58.19,20.08,20.91,235.58,56.12,14.54,10.38,6.55,56.51,25.88,79.74,68.04,116.36,36.84,252.53,97.44,74.04,9.54,41.94,61.91,24.95,49.49,38.728,12.56,47.62,120.93,833.0,837.06,90.67,30.94,176.98,37.74,32.23,82.96,82.96,54.39,77.52,29.35,32500.0,94900.0,4700.0,,,,,,,,,
30,2017-01-31 00:00:00+00:00,,,,,,,,884.0,21.49,112.79,31.01,40.43,40.73,120.67,74.59,29.46,29.85,174.41,73.89,122.13,127.49,77.12,58.03,122.44,15.45,111.89,85.04,79.27,79.27,54.62,50.77,36.06,79.93,7.92,58.39,20.17,20.69,232.85,55.98,14.76,10.35,6.61,56.33,26.06,79.93,68.36,116.21,36.25,249.24,97.38,73.96,9.64,41.68,61.25,24.76,49.21,38.07,12.62,48.26,121.15,823.75,819.5,91.73,30.68,175.05,37.22,31.89,83.82,83.82,53.61,77.4,30.26,34600.0,95100.0,4200.0,,,,,,,,,
31,2017-02-01 00:00:00+00:00,,,,,,,,883.0,21.71,112.48,31.51,40.9,41.51,120.52,75.28,29.53,29.73,175.88,74.43,123.43,131.85,78.14,58.05,122.72,15.62,111.2,84.0,79.57,79.57,54.5,50.65,36.18,80.06,8.1,59.59,20.46,20.56,230.51,56.54,14.77,10.49,6.6,56.72,26.3,80.06,70.47,115.84,36.68,253.05,98.2,73.26,9.56,42.28,62.26,24.99,49.34,39.245,12.4821,47.94,127.03,829.21,824.0,90.93,30.847,175.0,36.82,31.9,83.43,83.43,53.64,76.06,30.19,33300.0,100000.0,4000.0,,,,,,744805.0,24188.0,500260692.0,1894405.0
32,2017-02-02 00:00:00+00:00,,,,,,,,882.0,21.68,112.82,31.47,41.38,42.33,121.44,75.58,29.48,29.58,181.0,74.91,122.88,128.901,77.57,57.89,122.96,15.55,111.17,83.21,78.7,78.7,55.11,50.36,35.87,79.94,8.16,59.7,19.5,20.41,228.51,55.565,14.73,10.52,6.53,55.49,26.24,79.94,70.67,114.7,36.08,248.34,98.15,72.08,9.64,42.02,62.89,24.6,48.54,38.84,12.54,47.75,127.975,836.59,815.0,92.56,30.69,174.23,36.26,32.06,82.68,82.68,52.95,75.61,30.51,32700.0,97600.0,3900.0,,,,,,,,,
33,2017-02-03 00:00:00+00:00,,,,,,,,881.0,21.7,113.5,32.12,41.24,42.94,121.76,76.13,29.64,29.79,178.75,74.69,123.72,127.78,77.89,58.08,123.9,15.61,112.41,83.7,78.52,78.52,54.87,50.89,35.92,80.0,7.98,58.4,19.91,20.85,234.52,56.88,15.06,10.38,6.56,57.04,26.27,80.0,71.0,114.7,35.92,251.91,99.13,72.97,9.69,41.48,61.25,24.62,48.45,38.4,12.4112,47.77,128.31,806.72,823.13,92.4,31.27,175.0,36.69,32.11,82.51,82.51,52.95,76.29,31.6,36100.0,114800.0,4100.0,,,,,,,,,
34,2017-02-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400.0,149600.0,6700.0,,,,,,,,,
35,2017-02-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49500.0,152700.0,6300.0,,,,,,,,,
36,2017-02-06 00:00:00+00:00,,,,,,,,880.0,21.8,113.46,32.0,40.84,42.57,121.06,76.32,29.14,29.68,178.63,74.85,123.08,126.31,77.89,58.23,124.4,15.59,113.28,83.55,78.26,78.26,54.3,50.48,35.81,79.75,7.84,57.94,19.9,21.04,239.6,57.08,14.88,10.38,6.42,57.51,25.88,79.75,70.05,114.2,36.41,251.0,98.9,71.8,9.53,41.27,61.13,24.37,48.67,38.13,12.85,47.36,129.13,809.8,820.92,90.89,31.29,175.31,36.51,32.01,80.83,80.83,53.31,76.38,31.79,32600.0,97500.0,4200.0,,,,,,,,,
37,2017-02-07 00:00:00+00:00,,,,,,,,879.0,21.87,113.6,32.32,40.8,42.57,121.5,75.87,28.93,29.75,179.0,75.5,122.36,127.39,77.65,58.33,124.07,15.55,112.98,83.23,77.82,77.82,53.98,50.07,34.77,78.59,7.89,58.2,19.73,21.33,241.15,56.86,14.9,10.41,6.24,58.0,25.74,78.59,69.98,113.5,35.75,258.19,98.44,72.4,9.47,41.08,61.03,24.4,48.13,38.74,12.09,48.29,130.54,809.31,825.5,91.36,31.38,176.0,36.45,31.95,81.81,81.81,53.22,76.37,32.04,32600.0,91600.0,3500.0,,,,,,,,,
38,2017-02-08 00:00:00+00:00,,,,,,,,878.0,21.88,113.3,31.92,40.78,42.66,122.45,76.07,28.79,29.51,178.04,77.4,122.34,127.25,77.82,59.95,124.24,15.55,111.13,81.99,77.5,77.5,52.89,49.52,34.17,78.75,7.7,58.26,19.07,20.91,238.3,56.21,14.79,10.59,6.0,56.92,25.7,78.75,69.3,113.34,35.2,257.35,98.63,71.7,9.43,41.17,61.5,24.86,48.15,38.82,12.27,48.27,131.35,812.69,830.53,91.72,31.46,177.5,36.34,32.45,81.94,81.94,53.39,76.49,31.89,33700.0,93400.0,4200.0,,,,,,,,,
39,2017-02-09 00:00:00+00:00,,,,,,,,877.0,21.88,113.47,32.26,40.88,42.4,122.75,75.77,28.89,29.52,178.06,77.81,122.41,127.9829,78.53,59.85,125.7,15.48,111.91,81.8,77.69,77.69,53.85,50.65,34.86,79.2,7.85,59.23,19.06,20.99,238.8,55.98,14.95,10.49,6.06,56.65,25.64,79.2,69.32,111.81,35.14,266.25,98.05,73.46,9.63,41.21,61.71,25.34,48.37,39.27,12.54,48.79,131.65,821.6,831.73,91.9,31.35,176.17,36.5,33.29,82.21,82.21,52.91,76.3,31.73,31400.0,95700.0,4200.0,,,,,,,,,
40,2017-02-10 00:00:00+00:00,,,,,,,,876.0,21.92,114.32,32.41,40.91,42.74,123.32,75.85,28.79,29.74,177.81,77.5,123.28,127.2,77.59,59.57,124.5,15.56,112.75,82.26,78.95,78.95,54.04,51.03,34.65,79.42,8.59,59.73,18.91,22.54,243.37,57.02,15.2,10.61,6.01,57.82,25.85,79.42,69.11,112.55,35.21,269.79,96.83,75.33,9.55,41.25,62.16,25.03,48.94,38.87,12.76,48.82,132.46,823.82,832.95,91.7,31.48,177.37,35.26,33.11,84.74,84.74,53.1,75.62,31.7,35900.0,109900.0,4000.0,,,,,,,,,
41,2017-02-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46400.0,147200.0,6600.0,,,,,,,,,
42,2017-02-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46200.0,140200.0,6400.0,,,,,,,,,
43,2017-02-13 00:00:00+00:00,,,,,,,,875.0,21.91,115.28,32.44,41.04,43.0,123.82,76.27,29.18,29.88,178.52,77.81,123.44,128.39,78.26,59.9,125.5,15.68,113.36,82.77,79.51,79.51,54.39,51.25,34.57,79.99,9.19,60.43,19.13,22.5,244.49,57.07,15.33,11.0,6.1,57.99,26.23,79.99,69.79,114.07,35.38,270.74,97.39,76.42,9.65,40.82,60.59,25.07,48.27,38.1,13.08,49.0,133.08,831.62,837.7,92.88,31.67,179.24,35.57,33.62,86.31,86.31,54.58,75.53,31.54,33700.0,93900.0,4000.0,,,,,,,,,
44,2017-02-14 00:00:00+00:00,,,,,,,,874.0,21.95,115.44,32.53,40.66,43.01,123.59,77.0,29.23,30.13,178.44,77.59,124.43,128.52,78.56,60.12,125.02,15.68,112.68,82.91,79.32,79.32,54.6,51.0,34.59,79.29,9.12,61.55,19.17,22.25,246.01,57.13,15.32,10.88,6.13,59.0,25.97,79.29,70.7,114.34,36.72,279.03,97.59,75.36,9.68,40.47,61.24,24.89,48.31,37.99,12.65,48.84,133.47,837.0,839.77,92.49,31.9,178.57,35.84,33.61,85.8,85.8,55.428,75.46,31.53,28300.0,86600.0,4100.0,,,,,,,,,
45,2017-02-15 00:00:00+00:00,,,,,,,,873.0,22.07,115.9,32.78,40.36,43.5,123.46,76.64,28.91,30.29,177.92,78.97,124.7,128.09,76.79,59.01,125.05,15.67,112.21,82.64,78.99,78.99,53.02,50.68,33.8,79.07,9.11,61.22,19.82,22.16,250.58,58.1,16.07,11.46,6.47,60.16,25.91,79.07,71.03,113.72,36.95,280.0,97.47,76.06,9.69,40.66,61.47,24.73,48.0,38.26,12.79,48.57,135.52,834.0,838.81,91.44,32.35,180.2,35.98,33.62,85.92,85.92,55.63,75.65,31.37,32600.0,92100.0,3300.0,,,,,,,,,
46,2017-02-16 00:00:00+00:00,,,,,,,,872.0,22.03,117.0,33.45,40.83,44.0,124.41,77.72,29.23,30.35,180.24,80.25,125.59,129.3911,77.17,59.5,125.5,15.78,112.99,83.12,77.86,77.86,53.35,51.18,33.89,77.46,9.24,61.1,20.03,23.12,250.3,58.36,16.43,11.69,6.43,60.35,26.07,77.46,71.33,113.2,37.11,277.6,97.96,75.99,9.89,41.12,61.19,25.17,48.03,37.89,12.845,48.17,135.67,841.84,838.5,92.48,33.26,181.45,36.18,33.84,87.69,87.69,56.58,75.8,31.29,33200.0,95600.0,3400.0,,,,,,,,,
47,2017-02-17 00:00:00+00:00,,,,,,,,871.0,21.73,118.19,33.59,40.58,44.17,127.7,77.86,29.37,30.41,180.2,80.0,125.65,128.235,78.7,60.0,126.69,15.58,110.42,82.09,76.9,76.9,52.33,50.21,33.53,77.2,9.11,61.66,19.22,22.7,247.51,57.58,16.29,11.7,6.23,59.7,26.07,77.2,71.13,112.49,36.79,265.8,98.77,75.7,9.84,41.17,60.54,24.89,48.31,37.75,12.83,47.69,135.1,842.0,841.31,92.24,33.52,181.25,36.32,33.51,87.76,87.76,56.85,76.11,31.28,36300.0,112200.0,3800.0,,,,,,,,,
48,2017-02-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46700.0,144900.0,5700.0,,,,,,,,,
49,2017-02-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000.0,139700.0,5200.0,,,,,,,,,
50,2017-02-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36300.0,103600.0,5000.0,,,,,,,,,
51,2017-02-21 00:00:00+00:00,,,,,,,,870.0,21.8,118.4,33.571,40.63,44.65,130.85,80.0,29.44,30.41,181.5,80.5,126.01,130.715,78.3,59.94,126.42,15.64,110.73,82.12,79.23,79.23,52.23,50.82,34.04,80.03,9.26,62.32,19.56,22.68,251.0,58.25,16.11,11.69,6.1,60.29,26.1,80.03,71.6,114.08,37.6,275.45,98.13,76.54,9.85,41.37,63.41,25.43,49.51,38.39,12.6,47.63,136.23,848.84,847.99,92.55,33.69,180.6,36.53,33.76,87.35,87.35,56.83,76.79,31.19,32400.0,96500.0,3600.0,,,,,,,,,
52,2017-02-22 00:00:00+00:00,,,,,,,,869.0,21.93,119.28,33.57,41.87,44.88,133.89,80.25,29.43,30.52,181.33,81.19,127.05,129.935,79.21,60.59,127.98,15.52,111.19,81.65,79.0,79.0,51.89,50.77,33.53,79.56,9.08,63.47,19.41,22.34,250.06,58.0,16.31,11.79,5.98,60.18,26.17,79.56,71.24,114.21,37.89,280.31,98.79,75.92,9.8,41.68,63.27,25.56,49.5,38.5,12.73,48.0,136.43,856.95,848.0,93.56,34.04,180.09,36.34,33.92,87.38,87.38,56.78,77.2,31.29,31400.0,96500.0,4200.0,,,,,,,,,
53,2017-02-23 00:00:00+00:00,,,,,,,,868.0,22.0,119.52,33.7,41.7,45.03,134.94,80.25,29.61,30.04,182.23,81.3,127.5,130.747,79.98,60.7,128.75,15.7,111.34,81.42,79.16,79.16,52.55,51.3,33.93,80.15,9.33,63.99,19.85,22.08,251.31,58.43,16.49,11.6,6.09,60.64,26.51,80.15,71.43,114.68,37.94,264.0,99.4,75.51,10.06,41.69,63.22,25.65,49.98,38.37,12.58,48.16,137.38,857.57,851.08,93.92,34.28,182.0,36.24,33.78,87.56,87.56,57.01,77.23,31.23,30900.0,103500.0,4100.0,,,,,,,,,
54,2017-02-24 00:00:00+00:00,,,,,,,,867.0,21.94,121.5,34.17,41.1,45.29,133.87,80.54,29.32,29.84,181.98,81.54,128.56,128.64,81.2,60.97,128.85,15.63,110.9,81.6,78.49,78.49,51.71,50.24,33.58,78.21,8.62,61.37,19.15,20.14,247.7,57.7,16.27,11.41,5.87,59.88,25.95,78.21,71.08,113.9,36.87,252.66,100.57,75.02,10.05,42.11,62.1,25.71,50.28,38.16,12.45,48.52,135.91,844.69,847.65,93.01,33.98,180.21,36.14,33.55,85.96,85.96,57.02,76.94,30.98,36400.0,119200.0,4500.0,,,,,,,,,
