,Date,deaths,confirmed,recovered,active,new_confirmed,new_recovered,new_deaths,Unnamed: 0,EVT,JNJ,PFE,FMS,ABT,KMB,MDT,PHG,GE,BDX,CAH,SYK,SIEGY,DUK,NGG,NEE,EDF,CVX,XOM,PTR_x,PTR_y,RDS-A,TOT,BP,SNP_x,MT,PKX,DB,CMC,GS,WFC,CICHY,ACGBY,CRARY,C,DAX,SNP_y,NDAQ,TM,GM,TSLA,DTE,DRI,TEF,T,TMUS,VOD,VZ,SFTBY,AMOV,CHA,AAPL,AMZN,GOOGL,SAP,CSCO,IBM,INTC,EBAY,EA_x,EA_y,QCOM,TXN,SNE,PS3,PS4,Vita,bitrate,Weekly_average_change_views,Weekly_average_views,Users,In-Game,av_conc_viewers,av_conc_channels,time_watched,active_streamers
367,2018-01-03 00:00:00+00:00,,,,,,,,651.0,23.44,139.36,36.45,52.57,58.99,119.49,82.2,37.7,18.3,219.43,63.01,157.88,70.17,83.06,57.69,154.09,16.24,127.46,85.16,71.1,71.1,67.92,55.97,42.43,76.08,34.64,83.43,19.09,23.96,255.48,61.22,19.21,12.09,8.388,74.35,31.64,76.08,76.64,128.68,42.21,321.0,108.27,96.73,9.77,38.47,63.89,31.99,53.3,40.8225,17.35,47.91,172.53,1188.3,1073.93,112.63,38.72,157.34,45.47,37.99,109.9,109.9,65.22,105.88,45.93,40800.0,245600.0,5300.0,0.004495247612394958,,,17047606.0,6411751.0,,,,
368,2018-01-04 00:00:00+00:00,,,,,,,,650.0,23.46,140.45,36.71,53.44,59.5,117.67,84.45,38.95,18.38,219.34,62.97,159.23,72.16,82.82,58.43,151.51,16.27,127.95,86.79,73.48,73.48,68.62,57.28,43.01,78.5,34.69,85.98,19.62,24.36,255.23,61.98,19.54,12.29,8.77,75.01,32.1,78.5,77.64,131.31,43.09,312.87,107.61,99.52,9.96,37.75,63.89,32.13,52.37,41.4,17.24,47.54,172.54,1205.0,1097.09,114.78,39.05,159.65,43.52,39.42,109.87,109.87,66.18,108.48,46.81,41700.0,233500.0,5200.0,0.005762786276109202,,,16980204.0,6394001.0,,,,
369,2018-01-05 00:00:00+00:00,,,,,,,,649.0,23.53,140.69,36.82,54.12,59.04,118.51,84.53,39.4,18.86,222.37,63.57,159.44,72.29,82.51,58.95,151.38,16.54,127.97,86.75,74.93,74.93,68.79,57.81,43.05,79.57,34.19,86.05,19.34,24.53,257.18,62.76,19.46,12.55,8.8,75.71,32.45,79.57,79.01,133.11,44.5,316.62,106.71,98.84,10.01,38.14,63.54,32.44,52.8,41.66,17.266,47.97,173.44,1217.51,1103.45,115.45,39.55,162.44,44.43,38.85,108.02,108.02,66.04,108.7,48.18,39900.0,228300.0,4300.0,0.00504240185124463,,,17556811.0,6740847.0,,,,
370,2018-01-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46400.0,308700.0,6300.0,0.002852533910281169,,,18522222.0,7188164.0,,,,
371,2018-01-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46600.0,265400.0,6200.0,-0.0029490108996944203,5029663.639485906,46247.3125,18359001.0,7028002.0,,,,
372,2018-01-08 00:00:00+00:00,,,,,,,,648.0,23.53,141.7,36.72,54.77,58.85,118.01,85.5,39.63,18.67,222.03,63.41,160.68,72.32,81.98,58.5,151.71,16.49,127.86,86.7,73.705,73.705,68.8,57.73,42.99,79.58,34.76,86.32,18.33,24.99,254.75,62.66,19.49,12.55,8.85,75.17,32.75,79.58,79.26,133.98,44.04,316.0,106.36,99.0,9.99,38.15,64.46,32.67,52.56,41.734,17.15,48.15,174.35,1236.0,1111.0,115.09,39.52,162.66,44.27,39.55,113.5,113.5,66.25,108.55,48.8,35100.0,174200.0,3700.0,-0.002596675239658103,,,16270567.0,6089603.0,,,,
373,2018-01-09 00:00:00+00:00,,,,,,,,647.0,23.7,142.37,36.44,54.79,59.1,119.45,85.86,39.66,18.33,222.34,65.18,163.54,72.72,82.03,58.12,153.55,16.47,128.43,86.94,73.11,73.11,68.95,57.87,42.9,80.3,35.47,88.0,17.99,25.29,252.8,62.3,19.26,12.53,8.8001,74.76,32.54,80.3,80.15,133.82,44.31,335.16,106.55,98.48,9.95,37.63,66.0,32.53,52.12,41.155,17.39,48.59,174.55,1256.9,1118.44,114.36,39.79,163.9,44.7,40.1,113.33,113.33,65.64,109.62,49.78,31800.0,159200.0,3200.0,0.002296449358713203,,,15628891.0,5895694.0,,,,
374,2018-01-10 00:00:00+00:00,,,,,,,,646.0,23.66,143.55,36.34,54.56,58.75,116.46,85.55,39.71,18.59,226.0,66.85,160.4,72.29,80.78,57.28,150.89,16.1,128.31,87.0,74.62,74.62,69.03,57.77,43.03,81.39,35.84,86.98,18.5,25.11,255.0,62.48,19.72,12.75,9.07,75.7,32.37,81.39,80.4,136.73,43.84,332.2,105.39,97.46,9.9,37.39,65.18,32.15,51.39,40.94,17.1978,48.11,173.16,1245.15,1107.0,113.64,39.65,162.91,43.33,38.87,111.5,111.5,65.48,109.85,49.74,31700.0,154800.0,3300.0,0.0049971770993600395,,,15702665.0,5660343.0,,,,
375,2018-01-11 00:00:00+00:00,,,,,,,,645.0,23.82,144.13,36.64,54.42,58.65,115.0,85.94,39.86,19.23,224.56,68.19,159.57,72.74,79.51,57.51,150.5,16.06,128.92,86.36,75.88,75.88,69.37,57.78,42.99,81.81,36.46,86.6,18.53,25.42,255.75,63.65,19.75,12.7,9.18,75.98,32.32,81.81,81.3,136.69,43.28,335.24,104.71,97.05,9.85,36.67,63.94,30.97,51.89,41.07,16.84,47.99,174.59,1259.74,1112.31,110.54,40.14,164.8,42.8,37.84,112.56,112.56,65.2,110.05,49.88,28100.0,155100.0,3300.0,0.005411003516718397,,,15867730.0,5468656.0,,,,
376,2018-01-12 00:00:00+00:00,,,,,,,,644.0,23.91,144.99,36.63,54.27,58.96,112.88,85.85,40.31,19.12,226.77,69.44,159.0,73.82,79.0,57.58,150.13,16.09,132.19,87.2,76.27,76.27,70.47,59.19,43.74,83.24,37.31,89.92,18.53,25.72,255.75,63.2,20.12,12.91,9.21,75.9,32.6,83.24,80.71,136.69,44.15,338.63,104.92,97.99,9.96,36.48,64.16,31.73,51.94,40.2875,16.87,47.9,176.18,1273.39,1110.1,109.83,40.22,164.02,43.45,38.0,110.49,110.49,65.61,110.74,49.96,34000.0,170400.0,2900.0,0.006416152302011315,,,16771920.0,6315720.0,,,,
377,2018-01-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000.0,235800.0,4600.0,0.004573557012849317,,,18498133.0,5362850.0,,,,
378,2018-01-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43700.0,226600.0,4900.0,0.001164508707788742,4772799.213024462,173365.38709677418,18537490.0,5569825.0,,,,
379,2018-01-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36300.0,170800.0,3400.0,0.0004499568087634087,,,16090032.0,5941780.0,,,,
380,2018-01-16 00:00:00+00:00,,,,,,,,643.0,24.31,146.42,36.57,54.45,58.89,113.66,85.58,40.37,18.32,227.98,71.6,159.36,75.495,79.09,57.8,150.44,15.88,133.67,87.74,75.68,75.68,70.53,58.95,42.88,83.54,36.79,89.39,18.75,25.1,259.25,62.79,20.7,13.35,9.31,77.76,33.04,83.54,81.88,139.2,45.1,337.54,104.15,98.69,10.16,36.9,64.14,32.16,51.68,42.97,17.05,48.1,177.9,1323.0,1140.31,111.98,40.9,165.1,43.55,38.07,114.0,114.0,66.23,113.55,49.8,33600.0,144400.0,3000.0,0.002503046048392509,,,15898412.0,5872228.0,,,,
381,2018-01-17 00:00:00+00:00,,,,,,,,642.0,24.02,147.84,36.82,54.45,58.76,114.62,85.88,40.02,17.65,230.28,72.0,160.0,74.89399999999998,78.36,58.54,150.95,16.05,132.19,87.2,75.2,75.2,69.92,58.55,42.71,83.14,36.63,90.27,18.52,24.68,260.98,62.85,20.99,13.44,9.18,76.89,32.83,83.14,80.83,140.62,44.01,340.47,104.45,97.57,10.06,36.77,63.4,31.97,51.81,42.175,17.58,48.57,176.15,1312.24,1136.36,110.08,40.84,168.01,43.545,38.0,113.0,113.0,68.52,113.95,49.44,33800.0,149800.0,3500.0,0.0026855412839996073,,,16082308.0,5814506.0,,,,
382,2018-01-18 00:00:00+00:00,,,,,,,,641.0,23.91,146.93,37.17,54.93,58.78,116.36,86.16,40.17,17.4,231.11,72.3,160.09,75.455,78.64,57.91,152.06,16.0,132.35,87.77,74.77,74.77,70.11,58.42,42.8,83.18,36.47,89.66,18.66,24.72,254.49,63.87,21.0,13.98,9.25,77.66,32.79,83.18,80.2,139.27,44.18,345.67,104.32,97.15,10.0,36.84,63.84,31.56,51.9,41.9,17.43,49.2,179.37,1293.95,1139.35,111.78,41.24,170.0,44.4,38.21,114.05,114.05,67.75,119.0,49.35,31400.0,124500.0,3500.0,0.0028334527563784423,,,15965615.0,5824175.0,,,,
383,2018-01-19 00:00:00+00:00,,,,,,,,640.0,23.92,147.46,37.19,55.53,59.23,115.74,87.58,40.9,16.65,234.5,72.03,161.02,76.08,77.47,57.81,151.08,16.04,131.83,87.57,74.58,74.58,69.96,58.16,42.49,83.83,36.97,89.56,18.65,25.04,251.0,64.15,21.43,14.26,9.32,77.57,33.39,83.83,79.96,139.89,44.05,345.0,103.37,97.73,10.07,37.37,62.75,31.67,51.74,41.82,17.98,48.8,178.61,1312.0,1138.03,113.09,41.28,164.46,44.62,38.75,115.35,115.35,68.04,117.01,49.88,32100.0,145900.0,4200.0,0.006159768685081802,,,16572493.0,6182803.0,,,,
384,2018-01-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43600.0,206000.0,3700.0,0.006266787065281566,,,18370902.0,6989135.0,,,,
385,2018-01-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41600.0,201600.0,4200.0,0.0014189642087353634,4779435.082716917,54716.1,18488373.0,6941162.0,,,,
386,2018-01-22 00:00:00+00:00,,,,,,,,639.0,24.1,147.01,36.89,55.58,58.88,115.2,86.42,40.63,15.9,234.07,72.05,161.3,76.15,77.16,57.83,150.46,16.27,131.3,87.17,75.35,75.35,70.31,58.52,42.91,83.55,37.21,88.25,19.29,24.7,255.45,64.0,22.05,13.8,9.41,78.24,33.57,83.55,80.4,138.97,43.16,349.4,103.58,98.72,10.24,37.2,63.75,31.98,52.05,42.49,18.12,48.84,177.3,1297.17,1143.82,112.18,41.2,161.51,44.8,38.36,116.32,116.32,67.81,117.92,50.15,28400.0,132300.0,3000.0,0.001529260231923769,,,15884436.0,5875671.0,,,,
387,2018-01-23 00:00:00+00:00,,,,,,,,638.0,23.82,146.96,36.82,56.43,59.52,116.21,86.22,40.99,16.3,236.03,73.5,162.58,76.694,77.75,57.35,150.0,16.45,132.38,88.25,75.78,75.78,70.98,58.7,43.3,83.85,36.25,89.11,19.46,24.95,258.0,64.31,22.03,14.52,9.345,78.46,33.67,83.85,80.69,139.63,43.34,360.0,103.42,97.71,10.41,37.95,64.02,32.29,54.6,42.77,18.14,48.9,177.3,1338.09,1170.62,114.02,41.54,162.82,45.81,39.59,117.88,117.88,68.6,120.02,51.57,28100.0,122400.0,2500.0,0.0032524603183695594,,,15954797.0,5845803.0,,,,
388,2018-01-24 00:00:00+00:00,,,,,,,,637.0,24.17,143.5,36.99,56.87,61.0,117.93,85.83,41.46,17.0,236.13,73.98,162.84,76.92,77.7,58.47,151.93,16.5,131.38,88.49,79.68,79.68,71.64,59.04,43.98,87.9,36.25,90.13,19.93,25.14,260.74,64.95,22.71,15.13,9.4901,78.96,33.96,87.9,80.52,139.51,43.5,354.58,104.58,97.95,10.37,37.29,64.59,32.54,53.82,42.89,18.36,49.55,177.25,1374.82,1184.98,114.96,42.2,166.75,45.9,39.97,118.41,118.41,68.2,111.14,49.9,28900.0,126400.0,3100.0,0.005332122970052757,,,16047638.0,5805285.0,,,,
389,2018-01-25 00:00:00+00:00,,,,,,,,636.0,24.0,142.31,36.97,57.04,63.18,120.15,85.99,41.91,16.5,239.65,74.46,165.16,76.425,77.23,57.36,150.83,16.7,131.76,88.55,81.14,81.14,72.41,59.54,44.56,89.14,36.97,91.68,19.91,25.26,266.35,65.7,21.71,15.03,9.56,79.85,33.81,89.14,81.28,139.44,44.46,348.27,104.31,98.0,10.46,37.09,65.4,32.73,54.28,42.635,18.9,50.33,174.505,1368.0,1180.71,114.17,42.27,165.91,45.88,39.93,115.7,115.7,68.14,110.86,48.5,30400.0,155900.0,3000.0,0.004600209992697018,,,15939842.0,5678747.0,,,,
390,2018-01-26 00:00:00+00:00,,,,,,,,635.0,23.89,144.5,37.3,57.1,63.15,122.6,86.86,41.85,16.13,244.3,74.28,165.65,75.48,78.93,57.53,154.86,16.86,130.71,88.64,81.53,81.53,71.58,59.1,43.98,89.13,36.85,92.12,19.55,24.98,267.49,65.89,22.92,15.49,9.54,79.61,33.65,89.13,81.4,139.35,43.32,341.5,106.03,97.99,10.52,37.46,64.6,32.37,54.49,42.42,18.79,50.12,172.0,1392.01,1187.53,113.83,42.15,166.12,48.38,40.31,115.33,115.33,67.94,110.93,48.77,31300.0,213700.0,4000.0,0.006233603228106947,,,16656469.0,6165339.0,,,,
391,2018-01-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41100.0,237300.0,3700.0,0.004313715240902521,,,18393450.0,6955226.0,,,,
392,2018-01-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42700.0,207800.0,5100.0,0.0002472059978622671,3399658.050585758,44411.83333333334,18534775.0,6922461.0,,,,
393,2018-01-29 00:00:00+00:00,,,,,,,,634.0,23.94,144.85,39.0,56.89,63.09,121.86,86.85,41.7,16.02,246.3,74.72,168.78,75.21,78.55,56.89,157.2,16.76,130.06,88.59,82.17,82.17,71.28,58.49,43.57,89.24,37.46,91.0,19.28,25.23,269.04,65.78,23.25,15.75,9.53,80.12,33.51,89.24,81.36,139.95,43.47,339.85,104.99,98.34,10.39,37.13,64.75,32.13,53.58,42.23,18.5108,49.76,170.16,1409.18,1188.0,113.72,42.3,167.45,49.6,40.59,115.21,115.21,68.16,112.47,48.6,28000.0,140000.0,2900.0,-0.0010850153314264056,,,15913101.0,5753209.0,,,,
394,2018-01-30 00:00:00+00:00,,,,,,,,633.0,23.86,143.4,38.21,57.81,62.44,119.5,85.93,40.31,16.1,243.1,71.94,167.48,75.455,77.1,57.2,155.5,16.41,127.61,87.54,79.51,79.51,71.08,58.35,43.39,87.5,36.82,88.9,18.7,24.95,270.39,65.43,22.53,15.35,9.38,79.2,33.28,87.5,81.49,139.98,42.83,345.14,104.07,98.07,10.36,37.36,64.8,32.14,54.3,41.36,18.57,49.0,165.525,1403.17,1177.72,112.98,42.69,166.21,49.48,40.72,116.4,116.4,67.43,111.2,47.54,29700.0,126100.0,2700.0,0.0018031671751039,,,15718139.0,5740359.0,,,,
395,2018-01-31 00:00:00+00:00,,,,,,,,632.0,23.59,142.57,37.92,57.91,62.66,119.23,86.33,40.93,16.06,243.77,74.05,168.11,76.41,77.78,57.4,155.23,16.25,125.42,86.56,79.19,79.19,70.44,58.06,42.92,86.84,37.02,90.45,18.45,24.69,268.55,65.27,22.9,15.41,9.4125,78.78,33.42,86.84,82.05,138.45,42.78,347.51,104.33,96.58,10.21,37.42,64.54,32.14,53.99,41.2425,18.47,49.77,166.87,1451.3,1183.81,112.35,41.98,163.75,49.23,40.48,129.55,129.55,67.55,110.98,47.93,27800.0,133500.0,2600.0,0.006368079372943276,,,15923189.0,5675558.0,,,,
396,2018-02-01 00:00:00+00:00,,,,,,,,631.0,23.57,137.53,36.61,56.63,61.75,116.85,85.38,40.79,16.06,241.08,70.61,163.85,72.9,78.32,57.55,158.61,16.25,125.6,87.5,78.05,78.05,68.9,58.5,42.8,85.84,35.92,91.64,18.35,23.91,266.15,65.37,23.0,15.18,9.416,78.27,32.75,85.84,80.31,138.24,42.12,351.0,105.76,95.4,10.16,38.51,64.7,30.87,54.49,41.3475,18.5,49.18,167.165,1445.0,1175.99,112.22,41.09,163.19,47.695,45.5,126.75,126.75,67.0,108.75,48.58,28100.0,133600.0,3400.0,0.0074568150795661465,,,15735516.0,5534708.0,915659.0,35496.0,610286724.0,2890347.0
397,2018-02-02 00:00:00+00:00,,,,,,,,630.0,23.56,139.02,36.6,54.93,62.2,117.3,84.67,39.88,15.89,240.56,68.7,163.81,72.185,76.82,55.93,155.48,16.15,123.95,85.13,79.86,79.86,69.06,58.37,42.6,88.34,35.47,87.66,17.69,23.96,270.0,65.33,22.99,14.94,9.3225,78.65,32.56,88.34,81.04,138.9,42.22,348.44,103.71,97.17,9.98,39.03,63.84,30.71,54.27,40.715,18.78,49.09,166.0,1477.39,1127.42,110.85,41.5,161.7,47.32,45.16,127.68,127.68,66.18,109.02,53.0,30400.0,150200.0,2800.0,0.00920769811667855,,,16449964.0,5964726.0,,,,
398,2018-02-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40800.0,207600.0,4300.0,0.009083949554035535,,,18227752.0,6777433.0,,,,
399,2018-02-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41700.0,197000.0,4000.0,0.003586040070206802,4706080.572431293,27430.129032258068,18362183.0,6684285.0,,,,
400,2018-02-05 00:00:00+00:00,,,,,,,,629.0,22.74,136.58,36.48,54.36,61.6,116.03,84.07,39.11,15.48,237.75,67.0,161.45,70.67,76.65,55.44,156.04,15.97,116.99,83.28,78.5,78.5,66.83,56.48,40.78,86.1,34.45,86.97,17.02,23.34,257.51,58.7,22.49,14.88,9.15,75.52,32.0,86.1,79.59,135.5,40.98,337.97,103.02,95.56,9.77,37.81,63.46,29.96,52.52,39.84,18.02,48.61,159.1,1402.62,1100.61,107.78,40.87,157.89,46.35,44.02,123.73,123.73,66.3,107.02,50.68,27500.0,125100.0,3100.0,0.0019317502688980747,,,15706921.0,5600516.0,,,,
401,2018-02-06 00:00:00+00:00,,,,,,,,628.0,21.4,130.01,34.16,52.43,57.92,110.51,80.06,37.6,14.82,217.0,63.32,150.71,68.475,75.15,52.69,151.83,15.45,111.2,78.51,74.63,74.63,64.28,54.04,39.54,82.34,33.16,85.34,16.25,22.67,244.21,56.905,21.44,14.01,8.84,71.52,30.84,82.34,74.91,134.35,40.06,325.21,100.84,92.58,9.47,36.08,60.03,28.81,49.44,38.35,17.53,47.24,154.83,1361.46,1033.98,104.93,38.33,150.29,44.02,41.72,118.86,118.86,62.31,102.62,49.01,28000.0,119600.0,3200.0,0.0049787396753457926,,,15643794.0,5501651.0,,,,
402,2018-02-07 00:00:00+00:00,,,,,,,,627.0,22.68,131.89,35.13,53.44,58.6,114.12,81.4,37.77,15.31,227.93,65.14,153.6,69.17,74.46,53.18,149.61,16.14,117.4,78.44,73.13,73.13,65.3,54.79,40.54,82.53,34.04,84.42,15.73,23.37,255.9,56.94,21.23,13.82,8.85,74.77,31.69,82.53,77.52,137.34,41.8,338.99,99.29,93.85,9.62,36.81,60.96,29.38,50.63,40.135,18.23,46.98,163.085,1449.0,1084.97,105.8,40.31,154.17,44.58,42.67,122.86,122.86,64.22,104.6,50.5,27700.0,120800.0,3000.0,0.004250803221109614,,,15656897.0,5346765.0,,,,
403,2018-02-08 00:00:00+00:00,,,,,,,,626.0,22.65,130.91,35.0,53.1,58.77,112.36,81.33,37.26,15.19,221.89,67.36,153.67,67.82,74.09,53.68,147.68,16.18,115.17,77.44,71.55,71.55,65.03,56.13,40.54,81.42,33.57,83.3,16.36,23.53,257.93,57.33,20.92,13.95,8.92,75.07,31.13,81.42,77.17,138.2,42.46,343.31,99.04,95.35,9.45,36.89,61.0,29.5,50.89,40.35,17.66,47.24,160.29,1429.67,1059.87,104.77,40.44,152.48,45.28,42.5,123.0,123.0,64.63,102.03,48.57,24400.0,122400.0,3100.0,0.003709928395926193,,,15659252.0,5534793.0,,,,
404,2018-02-09 00:00:00+00:00,,,,,,,,625.0,21.91,127.52,34.19,52.21,56.63,112.35,78.88,36.36,14.69,212.59,67.36,149.27,66.05,74.32,52.33,145.98,15.92,113.34,76.25,68.72,68.72,63.06,55.29,39.26,77.68,32.39,80.48,15.45,22.83,249.62,56.14,19.66,13.05,8.5,73.02,30.29,77.68,75.22,137.16,41.16,319.93,98.77,92.23,9.27,35.83,60.1,28.47,49.6,39.942,17.55,45.22,157.07,1373.49,1025.88,102.53,39.0,148.6,43.5,41.5,117.96,117.96,62.95,99.52,47.45,31100.0,136300.0,2700.0,0.0012799868299184448,,,16145402.0,5621296.0,,,,
405,2018-02-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42100.0,196400.0,3600.0,-0.004681356448712186,,,17641819.0,6356021.0,,,,
406,2018-02-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38700.0,192000.0,5000.0,-0.008452936543951049,4708927.1013334785,43693.0,17921127.0,6470946.0,,,,
407,2018-02-12 00:00:00+00:00,,,,,,,,624.0,22.12,130.0,34.45,52.33,57.7,112.26,79.71,37.28,15.06,219.17,67.12,152.5,66.58,76.12,52.31,148.22,15.92,114.8,77.05,68.0,68.0,63.87,55.52,39.61,77.68,33.0,83.8,16.11,22.51,251.15,56.36,20.07,13.41,8.58,74.47,30.69,77.68,77.05,137.76,41.95,316.13,101.23,93.25,9.32,36.33,59.66,28.59,50.22,41.37,17.6162,44.81,158.5,1364.67,1056.67,102.92,40.52,150.9,44.15,41.95,121.78,121.78,64.89,101.55,47.72,31200.0,138500.0,3100.0,-0.008513577292452858,,,15744170.0,5419769.0,,,,
408,2018-02-13 00:00:00+00:00,,,,,,,,623.0,22.14,129.21,34.57,52.62,57.14,113.18,79.85,37.14,14.74,216.99,65.08,152.61,66.99,76.54,51.99,149.78,15.87,113.34,76.1,67.47,67.47,64.44,56.24,39.71,76.28,33.58,83.26,15.96,22.97,252.01,56.06,19.99,13.41,8.59,74.34,30.78,76.28,77.38,134.1,41.7,315.02,101.06,93.87,9.2,36.29,57.68,28.3,49.91,41.08,17.85,43.81,161.95,1385.93,1050.0,102.59,40.5,150.9,44.59,41.99,120.85,120.85,65.23,101.11,47.08,32000.0,128300.0,2900.0,-0.0052247840363146315,,,15610291.0,5315522.0,,,,
409,2018-02-14 00:00:00+00:00,,,,,,,,622.0,22.18,129.44,34.7,52.51,57.32,112.23,79.72,37.22,14.69,214.42,65.46,153.7,66.59,76.62,51.81,150.08,15.84,112.5,75.79,67.74,67.74,63.65,55.37,39.38,77.37,33.51,83.39,15.72,23.55,255.0,57.85,20.67,13.58,8.21,75.03,30.42,77.37,78.2,132.74,41.03,320.84,101.58,94.71,9.19,36.4,57.35,28.12,49.76,41.04,17.8,43.99,163.045,1406.25,1054.32,102.48,41.04,150.19,44.07,41.83,121.23,121.23,65.15,99.85,47.15,27600.0,121900.0,2900.0,-0.0017348107687309325,,,15027070.0,4933125.0,,,,
410,2018-02-15 00:00:00+00:00,,,,,,,,621.0,22.61,130.1,35.37,54.18,58.72,113.12,82.41,38.86,14.93,221.65,68.04,157.41,69.11,74.77,52.51,150.23,15.87,112.86,76.62,69.89,69.89,64.68,56.89,40.08,80.52,35.67,86.67,16.25,24.96,265.76,59.82,22.26,14.11,8.52,77.18,31.39,80.52,80.44,135.0,42.06,324.5,101.53,96.09,9.3,36.47,59.32,28.64,49.55,41.7975,18.8,45.02,169.79,1466.89,1083.45,105.34,45.07,155.5,45.88,42.68,124.83,124.83,66.38,103.82,48.93,28800.0,126900.0,3200.0,-0.0008608848956076473,,,14868191.0,4530296.0,,,,
411,2018-02-16 00:00:00+00:00,,,,,,,,620.0,22.79,130.96,35.76,54.37,59.44,115.85,82.8,39.01,14.85,221.66,67.9,158.23,68.685,76.07,53.14,154.67,16.02,112.35,76.15,70.27,70.27,63.88,56.82,39.61,80.58,35.07,86.01,15.88,24.37,265.99,59.67,21.95,14.16,8.37,76.8,31.17,80.58,79.92,135.93,41.85,332.5,102.73,97.4,9.39,36.98,60.63,28.91,49.69,41.88,19.37,44.74,172.36,1457.37,1093.38,104.61,43.89,155.71,45.815,43.16,126.43,126.43,64.77,104.28,49.3,33200.0,145200.0,3300.0,0.0029926260850006853,,,15548604.0,5165707.0,,,,
412,2018-02-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41800.0,192200.0,4200.0,-0.0011072803497934774,,,17186300.0,5967448.0,,,,
413,2018-02-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41300.0,188100.0,4500.0,-0.008415720411290049,4829794.834638864,31520.129032258068,17545333.0,6203097.0,,,,
414,2018-02-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400.0,137800.0,3600.0,-0.007897402542122872,,,15939301.0,5234747.0,,,,
415,2018-02-20 00:00:00+00:00,,,,,,,,619.0,22.75,132.87,36.02,53.69,59.68,115.51,83.14,38.47,14.92,223.27,69.07,159.14,69.04,76.21,53.0,155.58,15.96,112.28,76.47,69.28,69.28,63.94,57.16,39.95,79.53,35.68,85.25,16.31,25.79,266.89,59.86,21.07,13.9,8.53,76.64,31.23,79.53,78.85,135.7,40.9,334.47,105.05,95.98,9.41,36.88,60.0,28.94,49.84,41.6,19.01,44.42,172.05,1446.49,1092.76,103.99,44.0,155.79,45.46,43.11,125.37,125.37,63.01,103.99,49.4,27300.0,117400.0,3400.0,-0.004223124655765582,,,15461822.0,5243163.0,,,,
416,2018-02-21 00:00:00+00:00,,,,,,,,618.0,22.42,130.8,35.97,53.83,59.07,114.43,81.43,38.63,14.71,220.12,68.78,158.79,68.75,75.58,53.02,153.81,15.81,111.14,75.82,71.05,71.05,63.48,57.53,39.57,82.22,35.42,84.71,16.72,25.82,263.92,59.86,22.28,14.23,8.58,76.4,31.1,82.22,79.06,135.82,40.75,336.03,103.2,94.84,9.39,36.77,61.09,28.78,48.8,41.435,19.06,44.85,172.83,1485.0,1109.1,104.13,44.11,155.43,46.67,43.52,126.61,126.61,63.12,105.77,50.05,27400.0,117200.0,2900.0,-0.0035296854109144768,,,,,,,,
