,CVX,XOM,PTR,GM,AAPL,AMZN,GOOGL,ID,Timestamp,Weekly_average_change_views,Weekly_average_views,Users,In-Game,av_conc_viewers,av_conc_channels,time_watched,active_streamers,PS,deaths,confirmed,recovered,active,new_confirmed,new_recovered,Date,IX
128,-3.3232386,-6.462951,-3.4217844,-4.808384,3.5903592,2.3488786,2.2941875,4.106696,4.1051574,3.9525225,3.571835,6.289582,1.7912599,5.64025,5.587736,5.501859,4.4128547,,274848.0,3935930.0,1320548.0,2340534.0,93825.0,37252.0,2020-05-08,ix_dusseldorf
129,,,,,,,,4.1253204,4.123776,3.9632056,3.5798879,6.0180902,2.381183,5.5881586,5.569706,5.428664,4.232814,,279260.0,4021873.0,1374061.0,2368552.0,85943.0,53513.0,2020-05-09,ix_dusseldorf
130,,,,,,,,4.1439447,4.142395,3.9751601,3.5733643,6.161009,2.4224207,5.538628,5.550851,5.3542976,4.040775,,282658.0,4099553.0,1407341.0,2409554.0,77689.0,33280.0,2020-05-10,ix_dusseldorf
131,-3.4416924,-6.3073797,-3.3655922,-4.749161,3.6620898,2.3555253,2.2554133,4.1625695,4.1610136,3.9898205,3.5536065,6.358266,1.5501173,5.4919577,5.531237,5.2788916,3.836466,,286279.0,4175344.0,1454528.0,2434537.0,75848.0,47187.0,2020-05-11,ix_dusseldorf
132,-3.603629,-6.4415603,-3.3753178,-4.834706,3.9458053,2.4519792,2.4976947,4.181194,4.179632,4.0083833,3.522852,6.297817,1.3655648,5.448448,5.5109324,5.2025785,3.6196144,,291912.0,4259760.0,1491708.0,2476140.0,84436.0,39626.0,2020-05-12,ix_dusseldorf
133,-4.0879397,-6.76826,-3.4650092,-5.015666,3.780183,2.3350143,2.250557,4.199818,4.1982512,4.0317035,3.4838707,6.1048694,1.3254136,5.4083986,5.490004,5.1254916,3.389947,,297145.0,4344822.0,1546836.0,2500841.0,85227.0,55128.0,2020-05-13,ix_dusseldorf
134,-4.4792867,-7.2874804,-3.604409,-5.60132,3.5574098,2.3199816,1.9218622,4.218443,4.21687,4.060185,3.4396083,6.0187893,1.3112218,5.372109,5.4685183,5.047763,3.147191,,302366.0,4439942.0,1586158.0,2551418.0,95121.0,39322.0,2020-05-14,ix_dusseldorf
135,-3.9754837,-7.032732,-3.615215,-5.170305,3.436109,2.33948,2.035487,4.237067,4.2354884,4.0936832,3.3928254,5.9875937,1.4699507,5.3398795,5.4465423,4.969526,2.8910742,,307614.0,4540125.0,1635322.0,2597189.0,100183.0,49164.0,2020-05-15,ix_dusseldorf
136,,,,,,,,4.2556915,4.2541075,4.131416,3.3457503,5.8248973,2.0437648,5.3120093,5.4241433,4.8909116,2.6213233,,311729.0,4631845.0,1691431.0,2628685.0,91720.0,56117.0,2020-05-16,ix_dusseldorf
137,,,,,,,,4.2743163,4.272726,4.171878,3.2998242,5.8558836,2.2620757,5.288799,5.401388,4.812054,2.3376663,,315133.0,4711379.0,1732189.0,2664057.0,79534.0,40766.0,2020-05-17,ix_dusseldorf
138,-3.7130864,-6.639933,-3.43151,-4.5023966,3.809925,2.4276514,2.1381655,4.2929406,4.2913446,4.212774,3.2556982,5.8902593,1.3500079,5.2705474,5.378344,4.733085,2.0398297,,318429.0,4799688.0,1785095.0,2696164.0,88309.0,52906.0,2020-05-18,ix_dusseldorf
139,-3.693594,-6.41628,-3.2975132,-4.2556324,3.8641605,2.498661,2.322401,4.311565,4.3099637,4.2510505,3.2134354,5.9512696,1.3099569,5.257555,5.355078,4.6541376,1.7275413,,323233.0,4895198.0,1837125.0,2734840.0,95719.0,52030.0,2020-05-19,ix_dusseldorf
140,-3.9230042,-6.5971317,-3.3277705,-4.0713816,3.9122727,2.623389,2.3507688,4.3301897,4.3285823,4.2830477,3.1727371,5.6473665,1.1754619,5.250121,5.3316574,4.5753436,1.4005283,,328063.0,4994165.0,1895592.0,2770510.0,99486.0,58864.0,2020-05-20,ix_dusseldorf
141,-3.657608,-6.4376707,-3.3709953,-4.077962,3.970007,2.680846,2.5190475,4.348814,4.347201,4.3046837,3.133164,5.7946672,1.4118357,5.248546,5.3081484,4.4968367,1.0585178,,332872.0,5100078.0,1946862.0,2820344.0,106017.0,51270.0,2020-05-21,ix_dusseldorf
142,-3.8555305,-6.7079763,-3.5212014,-3.8476489,3.8857381,2.5640368,2.4643934,4.3674383,4.3658195,4.311738,3.0943599,5.995707,1.7970771,5.25313,5.2846184,4.418749,0.7012373,,338108.0,5208470.0,2054758.0,2815604.0,108392.0,107896.0,2020-05-22,ix_dusseldorf
143,,,,,,,,4.386063,4.3844385,4.300225,3.0562506,5.9584293,2.4306884,5.2641716,5.261135,4.3412123,0.32841402,,342044.0,5307992.0,2110284.0,2855664.0,99522.0,55526.0,2020-05-23,ix_dusseldorf
144,,,,,,,,4.4046874,4.403057,4.2667837,3.0191154,5.957002,2.3838735,5.281971,5.2377644,4.2643604,-0.0602248,,345006.0,5405236.0,2166648.0,2893582.0,97244.0,56365.0,2020-05-24,ix_dusseldorf
145,,,,,,,,4.423312,4.4216757,4.2090564,2.983504,5.672737,1.6085268,5.3068285,5.214574,4.188325,-0.46495184,,346178.0,5492676.0,2229816.0,2916682.0,87812.0,63205.0,2020-05-25,ix_dusseldorf
146,-3.6995916,-6.3793316,-3.4466386,-3.2455442,4.111136,2.5718,2.7577827,4.4419365,4.4402947,4.126003,2.9500961,5.803435,1.3119875,5.3390436,5.191631,4.1132393,-0.88603985,,350399.0,5587232.0,2285025.0,2951808.0,94776.0,55209.0,2020-05-26,ix_dusseldorf
147,-3.3712199,-6.200424,-3.442316,-3.0119407,3.8965268,2.4341683,2.588502,4.460561,4.4589133,4.0181623,2.919565,5.4913144,1.0603051,5.3789163,5.169002,4.0392356,-1.3237615,,355575.0,5689382.0,2348152.0,2985655.0,102150.0,63127.0,2020-05-27,ix_dusseldorf
148,-3.5316572,-6.245151,-3.4920247,-3.2323835,3.914897,2.380528,2.43433,4.4791856,4.477532,3.8878617,2.8924427,5.5519743,1.2077258,5.426746,5.1467543,3.9664462,-1.7783896,,360254.0,5806525.0,2414014.0,3032257.0,117196.0,65954.0,2020-05-28,ix_dusseldorf
149,-4.044457,-6.5582385,-3.4487998,-3.729202,3.9872108,2.462598,2.5918167,4.49781,4.496151,3.7391992,2.8689852,5.621527,1.4994301,5.4828324,5.124955,3.895004,-2.2501967,,364813.0,5921853.0,2491585.0,3065455.0,115328.0,77571.0,2020-05-29,ix_dusseldorf
150,,,,,,,,4.516434,4.5147696,3.577804,2.8490694,5.293896,1.938967,5.5474763,5.103671,3.8250418,-2.7394557,,369072.0,6056561.0,2562715.0,3124774.0,134708.0,71130.0,2020-05-30,ix_dusseldorf
151,,,,,,,,4.535059,4.533388,3.4105446,2.8322337,5.316086,1.8490567,5.6209764,5.082969,3.756692,-3.246439,,371981.0,6164489.0,2639339.0,3153169.0,107928.0,76624.0,2020-05-31,ix_dusseldorf
152,-3.9320006,-6.4610066,-3.4131393,-3.8476489,3.9434726,2.5458364,2.632441,4.5536833,4.552007,3.2451735,2.817829,5.4862413,1.28266,5.703633,5.0629168,3.6900868,-3.7714198,,375489.0,6263390.0,2694019.0,3193882.0,98901.0,54680.0,2020-06-01,ix_dusseldorf
153,-3.5061672,-6.1615314,-3.4023333,-3.4100537,4.030803,2.595167,2.704131,4.5723076,4.570626,3.08985,2.8051376,4.739225,0.6848536,,,,,,380196.0,6375770.0,2727532.0,3268042.0,113278.0,62105.0,2020-06-02,ix_dusseldorf
154,-3.1777954,-5.9398417,-3.2802234,-3.048133,4.14496,2.5977893,2.763487,4.5909324,4.5892444,2.9525788,2.7934613,4.721606,0.65226233,,,,,,385893.0,6506082.0,2802943.0,3317246.0,130313.0,75423.0,2020-06-03,ix_dusseldorf
155,-3.0563428,-5.7687135,-3.3439798,-2.9033644,4.1370873,2.6222467,2.717852,4.6095567,4.6078634,2.8406537,2.7822058,4.880869,0.75095516,,,,,,391082.0,6630422.0,2867916.0,3371424.0,127101.0,65273.0,2020-06-04,ix_dusseldorf
156,-2.7114775,-5.2300467,-3.2132251,-2.199264,4.106762,2.5367754,2.5548925,4.628181,4.626482,2.7602077,2.7709632,5.2533307,1.2176068,,,,,,396067.0,6767607.0,3011082.0,3360458.0,137185.0,143166.0,2020-06-05,ix_dusseldorf
157,,,,,,,,4.646806,4.6451006,2.7158706,2.759577,4.786501,1.6475545,,,,,,399945.0,6894350.0,3083755.0,3410650.0,126743.0,72673.0,2020-06-06,ix_dusseldorf
158,,,,,,,,4.66543,4.6637197,2.7104702,2.748106,4.870775,1.6047481,,,,,,402690.0,7008005.0,3138839.0,3466476.0,113655.0,55084.0,2020-06-07,ix_dusseldorf
159,-2.1791856,-4.6330414,-3.1548717,-2.12688,4.3079576,2.6813653,2.6369119,4.6840544,4.682338,2.7448545,2.7367263,4.689979,0.71065205,,,,,,406488.0,7116301.0,3291282.0,3418531.0,108296.0,152602.0,2020-06-08,ix_dusseldorf
160,-2.4685724,-4.9908557,-3.258611,-2.7256942,4.363068,2.757282,2.783067,4.702679,4.700957,2.817887,2.7256742,4.612985,0.65323144,,,,,,411381.0,7239602.0,3373547.0,3454674.0,123301.0,82265.0,2020-06-09,ix_dusseldorf
161,-2.42359,-4.870288,-3.2089026,-2.5940866,4.822611,3.0573144,2.908486,4.7213035,4.719576,2.92652,2.715226,4.401902,0.6777848,,,,,,416146.0,7357487.0,3452668.0,3488673.0,117885.0,79121.0,2020-06-10,ix_dusseldorf
162,-3.7280803,-6.03124,-3.3818016,-3.6403668,4.863725,2.9495664,2.7506137,4.739928,4.7381945,3.0659106,2.7056844,4.390366,0.8055385,,,,,,421403.0,7511687.0,3538549.0,3551735.0,154200.0,85881.0,2020-06-11,ix_dusseldorf
163,-3.5301578,-5.9320636,-3.3926077,-2.9494271,4.729886,2.943621,2.6336744,4.7585526,4.756813,3.2296877,2.6973648,4.4252777,0.96520215,,,,,,425339.0,7630005.0,3611126.0,3593540.0,118318.0,72577.0,2020-06-12,ix_dusseldorf
164,,,,,,,,4.777177,4.775432,3.410373,2.6905851,,,,,,,,429680.0,7764044.0,3696143.0,3638221.0,134039.0,85017.0,2020-06-13,ix_dusseldorf
165,,,,,,,,4.795801,4.7940507,3.599818,2.6856728,,,,,,,,433010.0,7898013.0,3767551.0,3697452.0,133969.0,71408.0,2020-06-14,ix_dusseldorf
166,-4.2093925,-6.4551725,-3.4974277,-3.6436572,4.3954344,2.7499084,2.3533125,4.814426,4.8126693,3.7895992,2.6829672,,,,,,,,436842.0,8031530.0,3855145.0,3739543.0,133517.0,87594.0,2020-06-15,ix_dusseldorf
167,-3.324738,-5.634533,-3.3180451,-2.8211098,4.9264164,2.992406,2.8120513,4.8330503,4.8312883,3.9714048,2.682786,,,,,,,,443628.0,8170957.0,3952971.0,3774358.0,139427.0,97826.0,2020-06-16,ix_dusseldorf
168,-3.49867,-5.9398417,-3.2737396,-3.258705,5.034013,3.063805,2.8424232,4.851675,4.849907,4.1374555,2.6853685,,,,,,,,448902.0,8346926.0,4071751.0,3826273.0,175969.0,118780.0,2020-06-17,ix_dusseldorf
169,-3.9230042,-6.3073797,-3.2834651,-3.5482416,4.9249587,3.062533,2.8186035,4.8702993,4.8685255,4.2809114,2.6908162,,,,,,,,453928.0,8485884.0,4152893.0,3879063.0,138958.0,81142.0,2020-06-18,ix_dusseldorf
170,-3.411704,-5.89706,-3.3277705,-3.2718656,5.018996,3.143201,2.7426739,4.8889236,4.8871446,4.396163,2.6990316,,,,,,,,459961.0,8661818.0,4243544.0,3958313.0,176082.0,90651.0,2020-06-19,ix_dusseldorf
171,,,,,,,,4.9075484,4.905763,4.479004,2.7096627,,,,,,,,464408.0,8788526.0,4376018.0,3948100.0,126708.0,132474.0,2020-06-20,ix_dusseldorf
172,,,,,,,,4.9261727,4.9243817,4.5267663,2.722076,,,,,,,,468308.0,8952206.0,4444843.0,4039055.0,163680.0,69876.0,2020-06-21,ix_dusseldorf
173,-4.0249643,-6.389055,-3.4012527,-3.6469474,4.9229174,3.1598694,2.627122,4.944797,4.943001,4.538382,2.7353938,,,,,,,,472110.0,9094459.0,4523993.0,4098356.0,142253.0,79150.0,2020-06-22,ix_dusseldorf
174,-3.6980922,-6.153753,-3.3763983,-3.5975945,5.292068,3.2676692,2.8351772,4.963422,4.9616194,4.514365,2.7485816,,,,,,,,477523.0,9259115.0,4628047.0,4153545.0,164656.0,104365.0,2020-06-23,ix_dusseldorf
175,-4.0744452,-6.3462725,-3.4520416,-3.8937116,5.321227,3.4078193,2.92213,4.982046,4.980238,4.4567804,2.7605429,,,,,,,,482692.0,9426005.0,4743770.0,4199543.0,166894.0,115723.0,2020-06-24,ix_dusseldorf
176,-4.476288,-6.7079763,-3.527685,-4.1733775,5.195844,3.3027976,2.6749923,5.0006704,4.998857,4.369195,2.7702155,,,,,,,,489251.0,9605264.0,4836566.0,4279447.0,179259.0,93160.0,2020-06-25,ix_dusseldorf
177,-4.255874,-6.546571,-3.499589,-4.1733775,5.3040233,3.3949935,2.6858616,5.019295,5.0174756,4.256538,2.776667,,,,,,,,494120.0,9796832.0,4943198.0,4359514.0,191568.0,106632.0,2020-06-26,ix_dusseldorf
178,,,,,,,,,,4.1248703,2.7791872,,,,,,,,498648.0,9974534.0,5049504.0,4426382.0,177702.0,106306.0,2020-06-27,
179,,,,,,,,,,3.981148,2.7773516,,,,,,,,501831.0,10140612.0,5138536.0,4500245.0,166078.0,89032.0,2020-06-28,
180,-4.5362644,-6.7546477,-3.5601034,-4.268793,4.978611,3.1741753,2.1286068,,,3.7886488,2.767113,,,,,,,,505430.0,10296269.0,5233069.0,4557770.0,155657.0,94533.0,2020-06-29,
181,-4.5827465,-6.828544,-3.583877,-4.143766,5.1777654,3.1613493,2.410279,,,3.5098577,2.744765,,,,,,,,511173.0,10469512.0,5350371.0,4607968.0,173243.0,117302.0,2020-06-30,
