,Date,CVX,XOM,PTR,TKA,ARRD,TOM,GM,HYU,AAPL,AMZN,GOOGL
754,2017-07-26 00:00:00+00:00,104.63,80.58,64.88,7.79,,0.005,35.55,43.52,153.35,1043.2,972.78
755,2017-07-25 00:00:00+00:00,104.45,80.77,63.0,7.79,,0.005,35.94,43.52,151.8,1038.05,970.7
756,2017-07-24 00:00:00+00:00,103.18,80.06,62.98,7.79,,0.018,35.99,43.52,150.58,1028.34,994.1
757,2017-07-21 00:00:00+00:00,104.18,80.65,63.12,7.79,,0.005,36.05,43.52,149.99,1021.28,989.0
758,2017-07-20 00:00:00+00:00,105.0,80.97,63.63,7.79,,0.005,36.5,43.52,151.5,1031.59,997.0
759,2017-07-19 00:00:00+00:00,103.56,80.44,63.32,7.79,,0.005,36.38,43.52,150.48,1025.0,990.01
760,2017-07-18 00:00:00+00:00,104.6,81.02,62.79,7.79,,47.0,36.31,43.52,149.2,1006.0,973.36
761,2017-07-17 00:00:00+00:00,104.32,81.0,62.61,7.79,,47.0,36.38,43.52,148.82,1004.69,976.32
762,2017-07-14 00:00:00+00:00,104.38,81.0,62.6,7.79,,0.01,36.03,43.52,147.97,1002.4,974.0
763,2017-07-13 00:00:00+00:00,103.8,80.97,61.81,7.79,,47.0,35.5,43.52,145.5,1004.62,970.8
764,2017-07-12 00:00:00+00:00,104.0,81.19,61.73,7.79,,47.0,35.5,43.52,145.87,1000.65,960.86
765,2017-07-11 00:00:00+00:00,103.15,80.33,61.0,7.79,,0.01,35.19,43.52,144.73,993.0,950.52
766,2017-07-10 00:00:00+00:00,103.44,80.0,61.25,7.79,,0.01,35.0,43.52,144.11,985.0,941.95
767,2017-07-07 00:00:00+00:00,103.59,80.2,61.68,7.79,,0.01,35.0,,142.9,969.55,930.985
768,2017-07-06 00:00:00+00:00,104.67,80.86,62.24,7.79,,47.0,34.87,,143.02,964.66,925.0
769,2017-07-05 00:00:00+00:00,105.99,81.68,62.93,7.79,,0.0175,35.57,,143.69,961.53,924.2
770,2017-07-03 00:00:00+00:00,104.24,80.79,61.48,7.79,,0.01,34.52,43.52,144.88,972.79,933.22
771,2017-06-30 00:00:00+00:00,104.53,81.08,61.54,7.79,,0.0158,34.97,,144.45,980.12,943.99
772,2017-06-29 00:00:00+00:00,104.38,81.37,62.11,7.79,,47.0,34.66,43.52,144.71,979.0,951.35
773,2017-06-28 00:00:00+00:00,104.43,81.41,62.01,7.79,,0.0158,34.57,,144.49,978.55,950.66
774,2017-06-27 00:00:00+00:00,104.73,81.45,62.04,7.79,,0.0158,34.33,,145.01,990.69,961.6
775,2017-06-26 00:00:00+00:00,105.03,81.57,62.49,7.79,,0.01,34.27,,147.17,1008.5,990.0
776,2017-06-23 00:00:00+00:00,104.25,80.85,62.0,7.79,,0.0158,34.14,,145.13,1002.54,975.5
777,2017-06-22 00:00:00+00:00,104.48,81.45,62.43,7.79,,0.01,34.05,42.89,145.77,1002.23,976.87
778,2017-06-21 00:00:00+00:00,105.89,82.04,62.46,7.79,,46.79,34.48,42.535,145.52,998.7,970.79
779,2017-06-20 00:00:00+00:00,106.25,82.07,62.74,7.79,,0.01,34.34,44.765,146.87,998.0,975.31
780,2017-06-19 00:00:00+00:00,108.31,83.22,63.64,7.79,,0.01,34.37,44.12,143.66,1017.0,969.65
781,2017-06-16 00:00:00+00:00,106.94,82.61,63.45,7.79,,47.5,34.59,44.935,143.78,996.0,957.91
782,2017-06-15 00:00:00+00:00,106.5,81.78,63.45,,,0.0219,34.41,,143.32,958.7,948.02
783,2017-06-14 00:00:00+00:00,107.91,82.81,64.7,,,0.01,34.54,,147.5,988.59,975.5
784,2017-06-13 00:00:00+00:00,108.34,82.85,64.37,,,0.0219,34.68,,147.16,977.99,972.04
785,2017-06-12 00:00:00+00:00,107.42,82.67,64.5,,,0.0219,34.22,,145.74,967.0,958.72
786,2017-06-09 00:00:00+00:00,104.01,81.15,65.16,,,0.015,34.05,,155.19,1012.5,1005.49
787,2017-06-08 00:00:00+00:00,103.44,80.51,65.4,,,47.4,33.88,,155.25,1012.06,1004.23
788,2017-06-07 00:00:00+00:00,103.97,81.05,65.94,,,0.01,34.19,,155.02,1005.95,998.82
789,2017-06-06 00:00:00+00:00,103.11,80.3,66.0,,,0.01,34.33,,153.9,1012.0,1003.31
790,2017-06-05 00:00:00+00:00,102.8,79.44,66.08,,,0.0219,34.47,,154.34,1007.23,997.89
791,2017-06-02 00:00:00+00:00,103.82,80.59,66.44,7.79,,0.0219,34.35,,153.58,998.99,988.59
792,2017-06-01 00:00:00+00:00,103.69,80.37,66.35,7.79,,0.01,34.06,,153.17,998.59,990.96
793,2017-05-31 00:00:00+00:00,103.55,80.94,66.8,,,0.0219,33.71,41.4,153.97,1000.0,996.21
794,2017-05-30 00:00:00+00:00,104.35,81.28,67.22,,,0.0219,33.09,,153.42,996.51,992.5
795,2017-05-26 00:00:00+00:00,105.05,81.61,68.02,,,0.0219,32.36,,154.0,995.0,992.0
796,2017-05-25 00:00:00+00:00,106.1,82.33,68.7,,,0.0227,33.2,,153.73,984.85,979.0
797,2017-05-24 00:00:00+00:00,106.1,82.42,68.6,,,0.01,33.2,,153.84,976.0,975.26
798,2017-05-23 00:00:00+00:00,106.07,82.32,68.62,,,0.01,33.05,,154.9,975.02,969.96
799,2017-05-22 00:00:00+00:00,107.09,82.11,68.35,,,0.01,32.97,,154.0,964.0,957.0
800,2017-05-19 00:00:00+00:00,105.52,82.0,68.16,,19.81,0.0236,32.55,41.2,153.38,962.84,952.82
801,2017-05-18 00:00:00+00:00,104.55,81.77,67.5,,19.78,0.01,32.23,,151.27,944.8,943.2
802,2017-05-17 00:00:00+00:00,105.53,82.3,68.43,,,0.01,33.16,,153.6,954.7,959.7
803,2017-05-16 00:00:00+00:00,107.57,82.9,68.72,,,48.885,33.9,,155.94,961.0,963.55
804,2017-05-15 00:00:00+00:00,107.15,83.0,68.48,,,0.0306,33.97,,156.01,958.73,955.29
805,2017-05-12 00:00:00+00:00,106.06,82.39,68.19,,,49.1,33.94,39.0,154.7,954.5,957.85
806,2017-05-11 00:00:00+00:00,107.08,82.59,68.29,,,0.0306,34.07,,152.45,945.11,951.29
807,2017-05-10 00:00:00+00:00,105.819,82.12,68.12,,,49.39,34.25,38.36,153.63,953.5,956.22
808,2017-05-09 00:00:00+00:00,106.51,82.96,68.1,,,0.028,33.9,,153.87,952.8,961.33
809,2017-05-08 00:00:00+00:00,105.93,82.0,67.71,,,0.0306,33.85,38.16,149.03,940.95,947.45
810,2017-05-05 00:00:00+00:00,104.92,81.63,67.64,,,0.0306,33.3,37.65,146.76,940.52,956.72
811,2017-05-04 00:00:00+00:00,106.24,82.29,68.95,6.93,,0.0306,33.65,37.74,146.52,944.75,950.29
812,2017-05-03 00:00:00+00:00,105.36,81.97,69.39,6.55,,49.905,33.03,37.74,145.59,946.0,936.05
813,2017-05-02 00:00:00+00:00,106.11,82.14,70.14,6.55,,0.0306,34.09,,147.54,946.645,933.27
814,2017-05-01 00:00:00+00:00,106.26,81.51,70.3,6.55,,0.0306,34.63,,145.1,927.8,924.15
815,2017-04-28 00:00:00+00:00,107.05,82.46,70.62,6.55,,0.0306,35.07,,144.09,948.83,929.0
816,2017-04-27 00:00:00+00:00,105.96,81.07,70.53,6.55,,50.7,34.52,37.87,143.9225,914.39,890.0
817,2017-04-26 00:00:00+00:00,106.4,81.52,70.76,6.55,,0.01,34.01,,144.47,910.3,891.39
818,2017-04-25 00:00:00+00:00,106.3,81.43,70.99,6.55,,0.0306,34.1,36.925,143.91,907.04,882.26
819,2017-04-24 00:00:00+00:00,105.79,81.28,71.27,6.55,,49.6,34.06,,143.5,908.68,868.44
820,2017-04-21 00:00:00+00:00,104.8,80.93,70.44,6.55,,0.0306,34.11,36.2,142.44,902.67,860.62
821,2017-04-20 00:00:00+00:00,104.4,80.95,71.24,6.55,,0.015,33.95,,141.22,899.7,859.74
822,2017-04-19 00:00:00+00:00,105.89,81.17,71.67,6.55,,0.0306,33.89,,141.88,907.84,857.385
823,2017-04-18 00:00:00+00:00,105.81,81.32,72.1,6.55,,0.01,33.72,38.0,141.41,900.99,852.54
824,2017-04-17 00:00:00+00:00,106.17,81.85,72.44,6.55,,0.01,33.47,38.54,141.48,887.5,841.38
825,2017-04-13 00:00:00+00:00,108.64,82.72,73.0,6.55,,0.0306,33.78,,141.91,891.45,841.04
826,2017-04-12 00:00:00+00:00,109.36,82.86,72.56,6.55,,0.01,34.03,38.0,141.6,903.09,838.46
827,2017-04-11 00:00:00+00:00,109.53,83.08,73.38,6.55,,50.2,34.09,38.5,142.94,907.04,841.7
828,2017-04-10 00:00:00+00:00,109.12,83.12,73.69,6.55,,0.0306,33.84,38.63,143.6,899.63,841.54
829,2017-04-07 00:00:00+00:00,109.38,83.24,73.49,,,0.0227,34.03,38.3,143.73,899.65,845.0
830,2017-04-06 00:00:00+00:00,109.12,82.75,73.06,,,49.6,34.02,39.27,144.29,913.8,849.5
831,2017-04-05 00:00:00+00:00,109.65,82.85,73.73,,,0.0289,34.62,,144.22,910.82,854.71
832,2017-04-04 00:00:00+00:00,107.88,82.1,72.95,,,0.0289,33.9,,143.25,891.5,848.0
833,2017-04-03 00:00:00+00:00,107.22,82.02,73.35,,,0.0289,35.33,,143.71,888.0,848.75
834,2017-03-31 00:00:00+00:00,107.7,83.26,73.36,,,0.0298,35.35,,143.72,877.0,846.83
835,2017-03-30 00:00:00+00:00,108.15,82.03,74.42,,,0.0298,35.5,,144.19,874.95,851.98
836,2017-03-29 00:00:00+00:00,106.95,81.69,74.18,,,0.0298,35.62,,143.68,859.05,842.75
837,2017-03-28 00:00:00+00:00,106.28,81.32,74.14,,,0.0298,34.66,,140.91,851.75,839.69
838,2017-03-27 00:00:00+00:00,107.0,80.82,73.67,,,0.0298,34.28,,139.39,838.07,828.09
839,2017-03-24 00:00:00+00:00,107.93,82.03,74.55,,,0.0298,34.4,,141.5,851.68,842.0
840,2017-03-23 00:00:00+00:00,108.29,81.63,74.13,,,0.0289,34.0,,141.26,848.2,841.39
841,2017-03-22 00:00:00+00:00,107.65,81.96,74.13,6.58,,0.0298,34.31,43.315,139.845,840.43,849.48
842,2017-03-21 00:00:00+00:00,108.06,82.16,75.89,5.92,,0.0298,35.95,,142.11,858.84,870.06
843,2017-03-20 00:00:00+00:00,107.27,81.72,75.12,5.92,,0.0298,36.36,40.865,140.4,851.51,869.48
844,2017-03-17 00:00:00+00:00,108.0,82.03,75.05,23.55,,0.0298,37.13,40.095,141.0,853.49,873.68
845,2017-03-16 00:00:00+00:00,108.81,82.03,74.67,5.92,,0.0298,37.09,38.785,140.72,855.3,870.53
846,2017-03-15 00:00:00+00:00,108.08,81.35,72.38,5.92,,52.64,37.07,38.7,139.41,854.33,867.94
847,2017-03-14 00:00:00+00:00,108.47,81.0,72.89,5.92,,52.8,36.75,38.83,139.3,853.55,863.75
848,2017-03-13 00:00:00+00:00,110.51,81.5,73.43,5.92,,0.0306,37.0,38.995,138.85,851.77,860.83
849,2017-03-10 00:00:00+00:00,111.4,82.44,73.8,5.92,,0.0306,37.1,38.415,139.25,857.0,862.7
850,2017-03-09 00:00:00+00:00,109.31,80.64,73.86,5.92,,0.0306,37.33,,138.74,851.0,853.69
851,2017-03-08 00:00:00+00:00,111.68,82.35,75.66,5.92,,0.0306,37.11,39.59,138.95,848.0,853.12
852,2017-03-07 00:00:00+00:00,113.54,83.11,75.95,5.92,,0.015,37.76,,139.06,845.48,847.26
853,2017-03-06 00:00:00+00:00,113.25,82.44,75.9,,,0.0306,37.98,39.685,139.365,845.23,846.86
854,2017-03-03 00:00:00+00:00,113.76,83.56,75.33,,,0.01,37.76,39.5,138.78,847.2,848.94
855,2017-03-02 00:00:00+00:00,113.67,82.8,75.26,,,0.01,37.37,,140.0,853.08,856.31
856,2017-03-01 00:00:00+00:00,112.92,81.7,76.04,,,0.0262,37.2,40.6,137.89,853.05,851.38
857,2017-02-28 00:00:00+00:00,111.66,81.53,76.21,,,0.0262,37.15,40.48,137.08,851.45,847.35
858,2017-02-27 00:00:00+00:00,110.65,81.13,77.48,,,0.01,36.92,40.335,137.14,842.38,844.95
859,2017-02-24 00:00:00+00:00,110.9,81.6,78.49,,,0.0262,36.87,39.955,135.91,844.69,847.65
860,2017-02-23 00:00:00+00:00,111.34,81.42,79.16,,,54.49,37.94,,137.38,857.57,851.08
861,2017-02-22 00:00:00+00:00,111.19,81.65,79.0,,,54.3,37.89,40.105,136.43,856.95,848.0
862,2017-02-21 00:00:00+00:00,110.73,82.12,79.23,,,0.015,37.6,39.8,136.23,848.84,847.99
863,2017-02-17 00:00:00+00:00,110.42,82.09,76.9,,,0.035,36.79,,135.1,842.0,841.31
864,2017-02-16 00:00:00+00:00,112.99,83.12,77.86,,,0.035,37.11,,135.67,841.84,838.5
865,2017-02-15 00:00:00+00:00,112.21,82.64,78.99,,,0.015,36.95,38.88,135.52,834.0,838.81
866,2017-02-14 00:00:00+00:00,112.68,82.91,79.32,,,0.035,36.72,38.265,133.47,837.0,839.77
867,2017-02-13 00:00:00+00:00,113.36,82.77,79.51,,,0.035,35.38,38.36,133.08,831.62,837.7
868,2017-02-10 00:00:00+00:00,112.75,82.26,78.95,23.09,,0.035,35.21,38.31,132.46,823.82,832.95
869,2017-02-09 00:00:00+00:00,111.91,81.8,77.69,23.31,,0.035,35.14,37.51,131.65,821.6,831.73
870,2017-02-08 00:00:00+00:00,111.13,81.99,77.5,23.34,,0.035,35.2,37.865,131.35,812.69,830.53
871,2017-02-07 00:00:00+00:00,112.98,83.23,77.82,23.15,,0.035,35.75,37.84,130.54,809.31,825.5
872,2017-02-06 00:00:00+00:00,113.28,83.55,78.26,23.25,,0.035,36.41,37.185,129.13,809.8,820.92
873,2017-02-03 00:00:00+00:00,112.41,83.7,78.52,23.135,,0.035,35.92,37.0,128.31,806.72,823.13
874,2017-02-02 00:00:00+00:00,111.17,83.21,78.7,23.495,,0.035,36.08,36.925,127.975,836.59,815.0
875,2017-02-01 00:00:00+00:00,111.2,84.0,79.57,23.405,,0.035,36.68,37.37,127.03,829.21,824.0
876,2017-01-31 00:00:00+00:00,111.89,85.04,79.27,23.4,,0.035,36.25,37.795,121.15,823.75,819.5
877,2017-01-30 00:00:00+00:00,113.15,85.42,79.02,24.0,,0.035,36.84,38.03,120.93,833.0,837.06
878,2017-01-27 00:00:00+00:00,113.53,85.3,80.05,23.93,,0.035,37.52,37.62,122.14,839.0,859.0
879,2017-01-26 00:00:00+00:00,117.5,85.69,80.99,24.1,,0.0411,38.1,37.415,121.67,835.53,859.05
880,2017-01-25 00:00:00+00:00,116.9,85.34,79.62,23.9,,0.0411,37.71,38.24,120.42,825.79,853.55
881,2017-01-24 00:00:00+00:00,115.85,84.98,79.24,23.565,,0.0411,36.7,38.945,119.55,822.0,846.98
882,2017-01-23 00:00:00+00:00,115.12,85.68,78.77,23.7,,0.0411,37.01,38.11,120.0,806.8,831.61
883,2017-01-20 00:00:00+00:00,116.32,85.44,80.07,,,55.75,37.42,,120.45,815.28,829.09
884,2017-01-19 00:00:00+00:00,115.89,85.97,80.34,,,0.0411,37.63,39.3,119.4,810.0,829.0
885,2017-01-18 00:00:00+00:00,115.68,87.06,81.03,,,0.0411,37.45,,120.0,809.5,829.8
886,2017-01-17 00:00:00+00:00,116.4,86.58,80.88,,,55.5,37.34,,118.34,815.7,830.0
887,2017-01-13 00:00:00+00:00,115.86,86.27,80.31,,,0.0411,37.55,,119.11,814.32,831.0
888,2017-01-12 00:00:00+00:00,116.5,87.27,79.81,,,0.0411,38.0,,118.895,800.31,828.38
889,2017-01-11 00:00:00+00:00,115.15,85.9,79.72,5.83,,0.015,37.54,38.24,118.74,793.66,826.62
890,2017-01-10 00:00:00+00:00,115.56,87.17,79.22,5.83,,0.0411,36.19,37.885,118.77,796.6,827.07
891,2017-01-09 00:00:00+00:00,116.29,88.22,78.78,5.83,,0.0411,36.12,38.415,117.95,798.0,826.37
892,2017-01-06 00:00:00+00:00,117.45,88.79,77.85,22.71,,55.51,36.41,38.855,116.78,782.36,814.99
893,2017-01-05 00:00:00+00:00,118.0,90.19,76.76,22.62,,0.01,37.01,39.35,115.92,761.55,807.5
894,2017-01-04 00:00:00+00:00,118.41,91.12,74.28,22.985,,0.01,35.6,39.125,115.85,758.39,809.89
895,2017-01-03 00:00:00+00:00,118.38,90.94,75.13,23.035,,0.035,34.98,38.6,115.8,757.92,800.62
