,Date,CVX,XOM,PTR,TKA,ARRD,TOM,GM,HYU,AAPL,AMZN,GOOGL
0,2020-07-24 00:00:00+00:00,91.48,43.88,37.04,,,,26.6,,363.95,2930.0,1499.19
1,2020-07-23 00:00:00+00:00,90.5,43.4,36.29,,,,26.44,,387.9935,3098.2713,1565.93
2,2020-07-22 00:00:00+00:00,89.95,44.15,35.88,,,,25.87,,386.77,3125.0,1555.71
3,2020-07-21 00:00:00+00:00,86.47,43.15,34.81,,,,26.17,,396.69,3232.49,1585.03
4,2020-07-20 00:00:00+00:00,86.83,43.21,34.4,,,,26.21,,385.67,3000.2,1515.0
5,2020-07-17 00:00:00+00:00,88.41,44.33,34.27,,,,26.99,,387.95,3009.0,1516.91
6,2020-07-16 00:00:00+00:00,88.44,44.31,34.2,,,,26.35,,386.25,2971.06,1501.5
7,2020-07-15 00:00:00+00:00,90.18,45.03,35.0,,,,26.32,,395.96,3080.23,1523.23
8,2020-07-14 00:00:00+00:00,85.39,42.53,34.99,,,,24.8,,379.36,3089.0,1492.79
9,2020-07-13 00:00:00+00:00,86.04,42.98,35.97,,,,24.65,,389.06,3251.06,1549.94
10,2020-07-10 00:00:00+00:00,82.5,41.12,35.93,,,,23.55,,381.34,3191.76,1513.25
11,2020-07-09 00:00:00+00:00,85.97,42.9,37.38,,,,24.76,,385.05,3115.99,1509.93
12,2020-07-08 00:00:00+00:00,86.39,43.15,36.35,,,,25.19,,376.72,3022.61,1500.8
13,2020-07-07 00:00:00+00:00,87.82,43.9,36.37,,,,25.59,,375.41,3058.55,1496.13
14,2020-07-06 00:00:00+00:00,89.5,44.67,36.94,,,,25.96,,370.0,2934.97,1488.15
15,2020-07-02 00:00:00+00:00,89.37,44.62,34.11,,,,25.62,,367.85,2912.01,1451.84
16,2020-07-01 00:00:00+00:00,89.28,44.49,33.14,,,,25.3,,365.12,2757.99,1419.17
17,2020-06-30 00:00:00+00:00,86.6,43.43,33.13,,,,25.09,,360.08,2685.07,1396.88
18,2020-06-29 00:00:00+00:00,86.91,43.81,33.35,,,,24.71,,353.25,2690.01,1360.34
19,2020-06-26 00:00:00+00:00,88.78,44.88,33.91,,,,25.0,,364.41,2775.06,1432.63
20,2020-06-25 00:00:00+00:00,87.31,44.05,33.65,,,,25.0,,360.7,2739.55,1431.22
21,2020-06-24 00:00:00+00:00,89.99,45.91,34.35,,,,25.85,,365.0,2780.0,1463.28
22,2020-06-23 00:00:00+00:00,92.5,46.9,35.05,,,,26.75,,364.0,2726.02,1452.0
23,2020-06-22 00:00:00+00:00,90.32,45.69,34.82,,,,26.6,,351.34,2684.5,1425.01
24,2020-06-19 00:00:00+00:00,94.41,48.22,35.5,,,,27.74,,354.635,2678.08,1440.0
25,2020-06-18 00:00:00+00:00,91.0,46.11,35.91,,,,26.9,,351.41,2647.01,1449.85
26,2020-06-17 00:00:00+00:00,93.83,48.0,36.0,,,,27.78,,355.15,2647.5,1452.94
27,2020-06-16 00:00:00+00:00,94.99,49.57,35.59,,,,29.11,,351.46,2620.0,1449.0
28,2020-06-15 00:00:00+00:00,89.09,45.35,33.93,,,,26.61,,333.25,2526.6,1389.49
29,2020-06-12 00:00:00+00:00,93.62,48.04,34.9,,,,28.72,,344.72,2601.21,1425.86
30,2020-06-11 00:00:00+00:00,92.3,47.53,35.0,,,,26.62,,349.31,2603.5,1441.03
31,2020-06-10 00:00:00+00:00,101.0,53.5,36.6,,,,29.8,,347.9,2645.0,1461.51
32,2020-06-09 00:00:00+00:00,100.7,52.88,36.14,,,,29.4,,332.14,2529.44,1445.24
33,2020-06-08 00:00:00+00:00,102.63,54.72,37.1,,,,31.22,,330.25,2500.2,1426.28
34,2020-06-05 00:00:00+00:00,99.08,51.65,36.56,,,,31.0,,323.35,2444.51,1415.64
35,2020-06-04 00:00:00+00:00,96.78,48.88,35.35,,,,28.86,,324.39,2477.43,1436.78
36,2020-06-03 00:00:00+00:00,95.97,48.0,35.94,,,,28.42,,324.66,2468.01,1442.7
37,2020-06-02 00:00:00+00:00,93.78,46.86,34.81,,,,27.32,,320.745,2467.0,1435.0
38,2020-06-01 00:00:00+00:00,90.94,45.32,34.71,,,,25.99,,317.75,2448.0,1425.7
39,2020-05-29 00:00:00+00:00,90.19,44.82,34.38,,,,26.35,,319.25,2415.94,1420.43
40,2020-05-28 00:00:00+00:00,93.61,46.43,33.98,,,,27.86,,316.77,2384.33,1400.0
41,2020-05-27 00:00:00+00:00,94.68,46.66,34.44,,,,28.53,,316.14,2404.99,1420.0
42,2020-05-26 00:00:00+00:00,92.49,45.74,34.4,,,,27.82,,323.5,2458.0,1441.96
43,2020-05-22 00:00:00+00:00,91.45,44.05,33.71,,,,25.99,,315.77,2455.01,1403.9
44,2020-05-21 00:00:00+00:00,92.77,45.44,35.1,,,,25.29,,318.66,2500.0,1410.99
45,2020-05-20 00:00:00+00:00,91.0,44.62,35.5,,,,25.31,,316.68,2477.87,1389.16
46,2020-05-19 00:00:00+00:00,92.53,45.55,35.78,,,,24.75,,315.03,2429.83,1385.48
47,2020-05-18 00:00:00+00:00,92.4,44.3999,34.54,,,,24.0,,313.17,2402.48,1361.58
48,2020-05-15 00:00:00+00:00,90.65,42.38,32.84,,,,21.97,,300.35,2368.52,1348.26
49,2020-05-14 00:00:00+00:00,87.29,41.07,32.94,,,,20.66,,304.51,2361.01,1333.52
50,2020-05-13 00:00:00+00:00,89.9,43.74,34.23,,,,22.44,,312.15,2366.8,1376.16
51,2020-05-12 00:00:00+00:00,93.13,45.42,35.06,,,,22.99,,317.83,2411.85,1408.22
52,2020-05-11 00:00:00+00:00,94.21,46.11,35.15,,,,23.25,,308.1,2374.7,1376.79
53,2020-05-08 00:00:00+00:00,95.0,45.31,34.63,,,,23.07,,305.64,2372.14,1381.82
54,2020-05-07 00:00:00+00:00,92.98,44.96,34.35,,,,22.18,,303.22,2374.78,1361.31
55,2020-05-06 00:00:00+00:00,92.79,44.93,34.42,,,,23.05,,300.46,2329.44,1358.0
56,2020-05-05 00:00:00+00:00,94.5,46.26,33.61,,,,21.25,,295.06,2340.0,1337.5
57,2020-05-04 00:00:00+00:00,88.76,42.51,33.0,,,,20.45,,289.17,2256.38,1308.13
58,2020-05-01 00:00:00+00:00,91.51,45.63,35.11,,,,21.65,,286.25,2336.8,1324.09
59,2020-04-30 00:00:00+00:00,93.72,47.68,36.74,,,,23.44,,289.96,2419.84,1331.36
60,2020-04-29 00:00:00+00:00,92.48,46.26,36.64,,,,22.75,,284.73,2330.01,1345.0
61,2020-04-28 00:00:00+00:00,89.55,44.37,36.0,,,,23.18,,285.08,2372.1,1283.2
62,2020-04-27 00:00:00+00:00,86.75,43.59,34.77,,,,21.52,,281.8,2443.2,1292.0
63,2020-04-24 00:00:00+00:00,88.48,44.4,35.1,,,,21.71,,277.2,2417.0,1255.0
64,2020-04-23 00:00:00+00:00,86.3,43.19,35.18,,,,21.55,,275.87,2399.98,1265.74
65,2020-04-22 00:00:00+00:00,84.95,42.6,35.16,,,,21.65,,273.61,2369.0,1241.11
66,2020-04-21 00:00:00+00:00,80.28,40.4,34.92,,,,21.27,,276.28,2416.61,1242.71
67,2020-04-20 00:00:00+00:00,82.66,40.75,35.28,,,,21.72,,277.95,2389.95,1269.89
68,2020-04-17 00:00:00+00:00,81.33,39.88,35.63,,,,21.92,,284.69,2372.33,1281.7
69,2020-04-16 00:00:00+00:00,81.31,40.48,35.52,,,,21.64,,287.38,2346.0,1267.14
70,2020-04-15 00:00:00+00:00,80.46,41.0,36.23,,,,21.92,,282.4,2257.68,1246.51
71,2020-04-14 00:00:00+00:00,85.46,43.0,37.28,,,,23.6,,280.0,2200.47,1239.97
72,2020-04-13 00:00:00+00:00,87.18,44.45,38.27,,,,24.04,,268.31,2040.0,1201.5
73,2020-04-09 00:00:00+00:00,88.74,45.46,38.93,,,,24.16,,268.7,2044.3,1218.18
74,2020-04-08 00:00:00+00:00,82.29,41.95,37.6,,,,21.74,,262.74,2021.0,1203.1
75,2020-04-07 00:00:00+00:00,84.26,42.9,39.22,,,,21.27,,270.8,2017.11,1217.01
76,2020-04-06 00:00:00+00:00,77.0,39.88,38.54,,,,19.1,,250.9,1936.0,1133.0
77,2020-04-03 00:00:00+00:00,78.0,41.45,38.08,,,,18.4,,242.8,1911.15,1114.71
78,2020-04-02 00:00:00+00:00,71.75,38.74,38.52,,,,19.1,,240.34,1901.64,1100.0
79,2020-04-01 00:00:00+00:00,69.51,36.86,35.05,,,,19.5,,246.5,1932.97,1124.0
80,2020-03-31 00:00:00+00:00,73.27,38.34,36.28,,,,20.97,,255.6,1964.35,1148.73
81,2020-03-30 00:00:00+00:00,68.01,36.23,33.73,,,,22.31,,250.74,1922.83,1132.64
82,2020-03-27 00:00:00+00:00,72.12,37.13,31.46,,,,21.37,,252.75,1930.86,1127.47
83,2020-03-26 00:00:00+00:00,70.3,37.5,33.23,,,,21.64,,246.52,1902.0,1114.72
84,2020-03-25 00:00:00+00:00,68.29,36.51,33.08,,,,23.0,,250.75,1920.69,1124.58
85,2020-03-24 00:00:00+00:00,61.48,34.42,32.18,,,,19.32,,236.36,1952.01,1103.98
86,2020-03-23 00:00:00+00:00,58.26,32.53,29.93,,,,18.01,,228.08,1827.75,1056.37
87,2020-03-20 00:00:00+00:00,59.53,34.84,30.41,,,,18.42,,247.18,1926.31,1130.9
88,2020-03-19 00:00:00+00:00,55.26,33.73,28.55,,,,16.34,,247.385,1860.0,1088.22
89,2020-03-18 00:00:00+00:00,66.21,34.55,28.82,,,,18.83,,239.77,1750.0,1059.94
90,2020-03-17 00:00:00+00:00,70.4,35.21,31.04,,,,21.31,,247.51,1775.47,1090.64
91,2020-03-16 00:00:00+00:00,72.57,34.4,29.0,,,,21.51,,241.95,1641.51,1089.61
92,2020-03-13 00:00:00+00:00,79.98,40.01,33.75,,,,24.6,,264.89,1755.0,1174.99
93,2020-03-12 00:00:00+00:00,77.23,39.9,32.48,,,,23.6,,255.94,1721.98,1122.62
94,2020-03-11 00:00:00+00:00,82.23,42.39,34.58,,,,26.0,,277.39,1857.85,1248.27
95,2020-03-10 00:00:00+00:00,86.24,46.17,35.37,,,,25.98,,277.14,1870.88,1254.39
96,2020-03-09 00:00:00+00:00,82.23,41.71,34.69,,,,26.0,,263.75,1773.86,1204.96
97,2020-03-06 00:00:00+00:00,93.92,48.84,38.25,,,,29.21,,282.0,1875.0,1269.95
98,2020-03-05 00:00:00+00:00,95.71,50.42,39.15,,,,30.54,,295.52,1933.0,1345.55
99,2020-03-04 00:00:00+00:00,96.37,52.23,39.31,,,,31.0,,296.44,1946.57,1358.96
100,2020-03-03 00:00:00+00:00,96.79,53.95,39.5,,,,31.5,,303.67,1975.37,1397.68
101,2020-03-02 00:00:00+00:00,94.02,52.59,39.6,,,,30.52,,282.28,1906.49,1351.39
102,2020-02-28 00:00:00+00:00,90.63,48.77,38.18,,,,29.78,,257.26,1814.63,1274.31
103,2020-02-27 00:00:00+00:00,95.95,51.71,40.03,,,,31.3,,281.1,1934.38,1359.14
104,2020-02-26 00:00:00+00:00,100.86,54.55,40.48,,,,32.1,,286.53,1970.28,1394.98
105,2020-02-25 00:00:00+00:00,104.8,56.75,41.37,,,,33.25,,300.95,2026.42,1431.0
106,2020-02-24 00:00:00+00:00,105.71,57.62,41.91,,,,33.64,,297.26,2003.18,1423.05
107,2020-02-21 00:00:00+00:00,108.99,59.51,43.64,,,,34.99,,318.62,2142.15,1504.58
108,2020-02-20 00:00:00+00:00,110.78,60.23,44.11,,,,34.66,,322.63,2173.07,1519.01
109,2020-02-19 00:00:00+00:00,110.52,60.11,44.35,,,,34.53,,320.0,2167.8,1527.2
110,2020-02-18 00:00:00+00:00,109.0,60.15,44.25,,,,34.25,,315.36,2125.02,1514.34
111,2020-02-14 00:00:00+00:00,110.84,61.15,44.63,,,,35.3,,324.73,2155.68,1514.53
112,2020-02-13 00:00:00+00:00,111.37,61.06,44.85,,,,35.21,,324.19,2144.99,1510.0
113,2020-02-12 00:00:00+00:00,112.51,61.34,45.15,,,,35.33,,321.47,2163.2,1515.86
114,2020-02-11 00:00:00+00:00,110.78,60.58,44.64,,,,34.34,,323.6,2150.9,1513.27
115,2020-02-10 00:00:00+00:00,108.54,60.48,44.25,,,,33.99,,314.18,2085.01,1477.23
116,2020-02-07 00:00:00+00:00,108.93,61.41,44.58,,,,34.08,,322.37,2041.99,1467.38
117,2020-02-06 00:00:00+00:00,110.63,62.93,45.16,,,,35.05,,322.57,2041.02,1451.98
118,2020-02-05 00:00:00+00:00,108.27,60.75,44.7,,,,34.9,,323.52,2071.02,1463.61
119,2020-02-04 00:00:00+00:00,107.68,61.45,44.08,,,,34.35,,315.31,2029.88,1454.49
120,2020-02-03 00:00:00+00:00,106.95,61.38,43.72,,,,33.56,,304.3,2010.6,1461.65
121,2020-01-31 00:00:00+00:00,109.81,63.2,44.53,,,,33.25,,320.93,2051.47,1467.86
122,2020-01-30 00:00:00+00:00,109.81,63.78,45.2,,,,33.4,,320.5435,1858.0,1438.1
123,2020-01-29 00:00:00+00:00,111.45,65.03,46.2,,,,33.8,,324.45,1864.0,1458.46
124,2020-01-28 00:00:00+00:00,110.98,65.11,46.11,,,,33.57,,312.6,1840.5,1441.74
125,2020-01-27 00:00:00+00:00,110.25,65.42,45.69,,,,33.63,,310.06,1820.0,1431.54
126,2020-01-24 00:00:00+00:00,112.79,66.54,47.95,,,,34.9,,320.25,1891.37,1492.82
127,2020-01-23 00:00:00+00:00,112.4,66.71,48.0,,,,34.77,,317.92,1885.11,1487.55
128,2020-01-22 00:00:00+00:00,113.1,67.56,48.98,,,,35.13,,318.58,1896.09,1489.73
129,2020-01-21 00:00:00+00:00,115.1,68.38,49.31,,,,35.36,,317.19,1865.0,1479.0
130,2020-01-17 00:00:00+00:00,117.01,68.75,51.63,,,,35.57,,316.27,1885.89,1462.54
131,2020-01-16 00:00:00+00:00,116.56,69.3,51.14,,,,35.21,,313.59,1882.99,1445.45
132,2020-01-15 00:00:00+00:00,116.3,69.2,50.94,,,,35.0,,311.85,1872.25,1433.02
133,2020-01-14 00:00:00+00:00,116.5,69.38,51.3,,,,35.0,,316.7,1885.88,1440.0
134,2020-01-13 00:00:00+00:00,116.47,69.2,51.46,,,,34.69,,311.64,1891.31,1435.25
135,2020-01-10 00:00:00+00:00,117.52,69.93,51.7,,,,35.15,,310.6,1905.37,1429.47
136,2020-01-09 00:00:00+00:00,117.59,69.14,52.18,,,,34.99,,307.235,1909.89,1421.93
137,2020-01-08 00:00:00+00:00,118.55,70.11,52.92,,,,35.04,,297.16,1898.04,1394.82
138,2020-01-07 00:00:00+00:00,119.02,70.5,53.0,,,,35.75,,299.84,1904.5,1400.46
139,2020-01-06 00:00:00+00:00,121.24,70.32,53.42,,,,35.95,,293.79,1860.0,1351.63
140,2020-01-03 00:00:00+00:00,121.78,71.34,51.12,,,,36.73,,297.15,1864.5,1348.0
141,2020-01-02 00:00:00+00:00,120.81,70.24,50.71,,,,37.0,,296.24,1875.0,1348.41
142,2019-12-31 00:00:00+00:00,119.5,69.02,49.62,,,,36.37,,289.93,1842.0,1335.79
143,2019-12-30 00:00:00+00:00,120.44,70.09,50.16,,,,36.5,,289.46,1874.0,1356.81
144,2019-12-27 00:00:00+00:00,120.89,70.2,50.0,,,,36.56,,291.12,1882.92,1364.0
145,2019-12-26 00:00:00+00:00,120.67,70.19,49.38,,,,36.59,,284.82,1801.01,1346.55
146,2019-12-24 00:00:00+00:00,120.43,70.35,49.28,,,,36.73,,284.69,1793.81,1350.21
147,2019-12-23 00:00:00+00:00,119.31,69.86,49.16,,,,37.39,,280.53,1788.26,1358.73
148,2019-12-20 00:00:00+00:00,119.4,69.86,49.38,,,,37.54,,282.23,1799.62,1363.1
149,2019-12-19 00:00:00+00:00,118.57,69.99,49.03,,,,37.31,,279.5,1780.5,1351.91
150,2019-12-18 00:00:00+00:00,118.68,69.63,49.59,,,,36.34,,279.8,1795.02,1357.0
151,2019-12-17 00:00:00+00:00,119.59,69.98,49.46,,,,36.2,,279.57,1778.01,1362.41
152,2019-12-16 00:00:00+00:00,118.86,69.7,48.79,,,,35.82,,277.0,1767.0,1355.0
153,2019-12-13 00:00:00+00:00,119.05,70.48,48.43,,,,36.16,,271.46,1765.0,1347.9
154,2019-12-12 00:00:00+00:00,116.59,68.96,47.0,,,,35.34,,267.78,1750.0,1343.21
155,2019-12-11 00:00:00+00:00,117.09,68.74,46.12,,,,35.13,,268.81,1741.67,1348.3
156,2019-12-10 00:00:00+00:00,118.03,69.66,46.13,,,,35.35,,268.6,1747.4,1339.94
157,2019-12-09 00:00:00+00:00,116.52,69.08,45.92,,,,35.45,,270.0,1750.66,1338.86
158,2019-12-06 00:00:00+00:00,117.09,68.76,45.69,,,,35.64,,267.48,1751.2,1332.75
159,2019-12-05 00:00:00+00:00,117.62,68.89,45.6,,,,35.6,,263.79,1763.5,1327.0
160,2019-12-04 00:00:00+00:00,116.64,68.25,45.5,,,,35.74,,261.07,1774.01,1306.1
161,2019-12-03 00:00:00+00:00,116.2,68.0,45.4,,,,35.47,,258.31,1760.0,1278.66
162,2019-12-02 00:00:00+00:00,117.98,68.5,45.67,,,,36.01,,267.27,1804.4,1302.56
163,2019-11-29 00:00:00+00:00,117.28,68.33,46.41,,,,36.05,,266.6,1817.78,1306.6
164,2019-11-27 00:00:00+00:00,117.99,68.76,47.19,,,,36.01,,265.58,1801.0,1315.42
165,2019-11-26 00:00:00+00:00,118.34,68.92,47.63,,,,35.7,,266.94,1779.92,1309.91
166,2019-11-25 00:00:00+00:00,118.43,69.3106,47.51,,,,35.45,,262.71,1753.25,1296.26
167,2019-11-22 00:00:00+00:00,119.06,69.71,47.35,,,,35.27,,262.59,1739.02,1303.0
168,2019-11-21 00:00:00+00:00,117.61,68.02,47.1,,,,35.53,,263.69,1743.0,1299.25
169,2019-11-20 00:00:00+00:00,116.41,67.67,47.18,,,,36.21,,265.54,1749.14,1311.36
170,2019-11-19 00:00:00+00:00,118.5,68.4,47.39,,,,36.67,,267.9,1756.99,1326.63
171,2019-11-18 00:00:00+00:00,119.82,68.7,47.7,,,,36.68,,265.8,1738.3,1332.34
172,2019-11-15 00:00:00+00:00,121.22,68.71,47.3,,,,37.0,,263.68,1760.05,1315.05
173,2019-11-14 00:00:00+00:00,121.85,68.86,47.68,,,,37.1,,263.75,1751.43,1295.0
174,2019-11-13 00:00:00+00:00,120.46,69.02,48.12,,,,38.4,,261.13,1773.39,1293.18
175,2019-11-12 00:00:00+00:00,121.29,70.27,49.1,,,,38.74,,261.55,1774.66,1298.57
176,2019-11-11 00:00:00+00:00,120.2,70.21,49.39,,,,38.6,,258.3,1778.0,1304.0
177,2019-11-08 00:00:00+00:00,120.97,71.61,50.35,,,,38.42,,258.69,1787.89,1301.52
178,2019-11-07 00:00:00+00:00,121.13,72.03,50.77,,,,38.6,,258.74,1803.76,1294.28
179,2019-11-06 00:00:00+00:00,121.94,72.73,50.8,,,,38.37,,256.77,1801.0,1290.09
180,2019-11-05 00:00:00+00:00,121.23,72.04,50.32,,,,38.61,,257.05,1809.16,1291.2
181,2019-11-04 00:00:00+00:00,117.23,70.07,49.72,,,,38.35,,257.33,1801.01,1276.11
182,2019-11-01 00:00:00+00:00,115.49,68.39,48.32,,,,37.21,,249.54,1788.01,1265.8
183,2019-10-31 00:00:00+00:00,115.86,67.46,48.83,,,,37.62,,247.24,1775.99,1260.0
184,2019-10-30 00:00:00+00:00,118.18,68.37,50.11,,,,38.26,,244.76,1759.12,1255.15
185,2019-10-29 00:00:00+00:00,117.97,68.48,52.0,,,,37.6,,248.97,1774.81,1276.0
186,2019-10-28 00:00:00+00:00,119.08,69.46,52.63,,,,37.21,,247.42,1748.06,1275.0
187,2019-10-25 00:00:00+00:00,117.77,68.9,51.94,,,,35.78,,243.16,1697.55,1252.0
188,2019-10-24 00:00:00+00:00,118.47,69.96,51.93,,,,36.62,,244.51,1771.09,1259.11
189,2019-10-23 00:00:00+00:00,117.4,68.96,51.2,,,,36.25,,242.1,1761.3,1240.21
190,2019-10-22 00:00:00+00:00,116.63,68.78,51.33,,,,35.77,,241.16,1788.15,1244.48
191,2019-10-21 00:00:00+00:00,115.55,67.82,51.5,,,,36.44,,237.52,1769.66,1248.7
192,2019-10-18 00:00:00+00:00,115.14,67.87,51.47,,,,36.09,,234.59,1787.8,1254.69
193,2019-10-17 00:00:00+00:00,115.62,68.48,52.04,,,,36.81,,235.09,1796.49,1251.4
194,2019-10-16 00:00:00+00:00,116.23,69.21,51.68,,,,36.49,,233.37,1773.33,1241.81
195,2019-10-15 00:00:00+00:00,115.85,69.06,52.12,,,,35.47,,236.39,1742.14,1221.5
196,2019-10-14 00:00:00+00:00,115.58,68.6,52.35,,,,35.39,,234.9,1728.91,1213.89
197,2019-10-11 00:00:00+00:00,115.69,68.98,52.74,,,,35.22,,232.95,1742.92,1224.03
198,2019-10-10 00:00:00+00:00,113.53,67.43,50.95,,,,34.45,,227.93,1725.24,1198.6
199,2019-10-09 00:00:00+00:00,112.59,67.3,50.99,,,,33.98,,227.03,1719.61,1201.33
200,2019-10-08 00:00:00+00:00,112.11,67.54,50.65,,,,34.3135,,225.82,1722.49,1198.77
201,2019-10-07 00:00:00+00:00,113.96,68.7,50.46,,,,34.6,,226.27,1731.63,1207.0
202,2019-10-04 00:00:00+00:00,113.6,68.11,50.58,,,,35.0,,225.64,1726.02,1194.29
203,2019-10-03 00:00:00+00:00,112.06,67.0,51.12,,,,34.51,,218.43,1713.0,1183.34
204,2019-10-02 00:00:00+00:00,115.06,68.27,50.92,,,,35.77,,223.06,1727.74,1196.5
205,2019-10-01 00:00:00+00:00,119.27,70.83,50.88,,,,37.47,,225.07,1746.0,1222.49
206,2019-09-30 00:00:00+00:00,118.54,71.24,51.23,,,,37.53,,220.9,1726.99,1220.6
207,2019-09-27 00:00:00+00:00,119.51,70.7,50.56,,,,37.84,,220.54,1748.0,1242.83
208,2019-09-26 00:00:00+00:00,123.26,71.22,51.08,,,,37.36,,220.0,1762.79,1242.14
209,2019-09-25 00:00:00+00:00,123.48,70.98,51.31,,,,36.76,,218.55,1747.36,1216.01
210,2019-09-24 00:00:00+00:00,124.67,71.81,52.49,,,,37.34,,221.055,1790.61,1240.0
211,2019-09-23 00:00:00+00:00,123.55,71.52,52.35,,,,36.79,,218.95,1777.0,1226.57
212,2019-09-20 00:00:00+00:00,124.0,72.49,52.87,,,,38.06,,221.38,1821.71,1233.64
213,2019-09-19 00:00:00+00:00,124.77,72.97,53.27,,,,38.25,,222.01,1821.02,1232.32
214,2019-09-18 00:00:00+00:00,123.55,72.65,53.6,,,,38.15,,221.06,1817.04,1230.24
215,2019-09-17 00:00:00+00:00,124.12,73.82,54.74,,,,37.2,,219.96,1807.08,1231.63
216,2019-09-16 00:00:00+00:00,124.86,75.04,55.12,,,,37.97,,217.73,1824.02,1230.44
217,2019-09-13 00:00:00+00:00,122.25,72.26,52.93,,,,39.47,,220.0,1842.01,1232.11
218,2019-09-12 00:00:00+00:00,120.04,70.98,53.04,,,,39.41,,224.8,1837.63,1223.47
219,2019-09-11 00:00:00+00:00,122.21,72.78,53.85,,,,39.4,,218.07,1812.14,1203.89
220,2019-09-10 00:00:00+00:00,120.23,72.14,53.85,,,,39.2,,213.86,1822.75,1196.09
221,2019-09-09 00:00:00+00:00,118.74,71.16,51.99,,,,39.06,,214.84,1841.0,1207.08
222,2019-09-06 00:00:00+00:00,117.5,70.35,51.02,,,,38.92,,214.05,1838.22,1209.14
223,2019-09-05 00:00:00+00:00,118.01,69.84,50.72,,,,38.62,,212.0,1821.95,1193.66
224,2019-09-04 00:00:00+00:00,117.48,69.5,50.15,,,,37.31,,208.39,1805.0,1179.45
225,2019-09-03 00:00:00+00:00,115.77,67.89,49.23,,,,36.89,,206.43,1770.0,1181.85
226,2019-08-30 00:00:00+00:00,117.98,68.61,49.46,,,,37.25,,210.16,1797.49,1200.35
227,2019-08-29 00:00:00+00:00,117.19,68.3,48.22,,,,36.8,,208.5,1783.0,1186.42
228,2019-08-28 00:00:00+00:00,116.41,67.53,47.84,,,,35.7,,204.1,1755.0,1164.87
229,2019-08-27 00:00:00+00:00,116.27,68.13,48.02,,,,36.47,,207.86,1775.73,1183.0
230,2019-08-26 00:00:00+00:00,115.92,68.12,48.08,,,,36.49,,205.86,1766.91,1159.45
231,2019-08-23 00:00:00+00:00,116.48,68.82,48.43,,,,36.61,,209.43,1793.03,1185.17
232,2019-08-22 00:00:00+00:00,118.66,69.91,49.26,,,,37.25,,213.19,1828.0,1193.8
233,2019-08-21 00:00:00+00:00,117.79,69.96,49.96,,,,37.36,,212.99,1819.39,1195.82
234,2019-08-20 00:00:00+00:00,117.13,69.3,49.81,,,,37.2,,210.88,1814.5,1195.35
235,2019-08-19 00:00:00+00:00,117.13,68.97,49.33,,,,37.51,,210.62,1818.08,1191.83
236,2019-08-16 00:00:00+00:00,116.4,67.78,48.63,,,,36.58,,204.28,1792.89,1180.79
237,2019-08-15 00:00:00+00:00,117.24,67.46,48.47,,,,37.17,,203.46,1781.99,1168.43
238,2019-08-14 00:00:00+00:00,120.02,69.07,48.61,,,,38.25,,203.16,1793.01,1176.07
239,2019-08-13 00:00:00+00:00,121.01,69.27,48.57,,,,38.83,,201.02,1783.0,1174.35
240,2019-08-12 00:00:00+00:00,123.01,70.06,49.08,,,,39.23,,199.62,1795.99,1180.0
241,2019-08-09 00:00:00+00:00,123.11,72.13,49.85,,,,39.76,,201.3,1828.95,1199.99
242,2019-08-08 00:00:00+00:00,119.49,70.85,49.71,,,,39.5,,200.2,1806.0,1186.43
243,2019-08-07 00:00:00+00:00,117.55,69.86,49.1,,,,38.69,,195.41,1773.99,1157.8
244,2019-08-06 00:00:00+00:00,118.72,70.29,49.94,,,,39.16,,196.31,1792.23,1165.52
245,2019-08-05 00:00:00+00:00,119.19,70.78,50.17,,,,39.2,,197.99,1770.22,1172.97
246,2019-08-02 00:00:00+00:00,121.78,72.61,51.86,,,,39.91,,205.53,1845.07,1203.0
247,2019-08-01 00:00:00+00:00,122.0,73.74,53.29,,,,41.26,,213.9,1871.72,1217.63
248,2019-07-31 00:00:00+00:00,123.71,75.04,53.48,,,,40.6,,216.42,1898.11,1224.87
249,2019-07-30 00:00:00+00:00,124.1,75.06,53.65,,,,40.26,,208.76,1891.12,1227.0
250,2019-07-29 00:00:00+00:00,123.48,74.88,54.25,,,,40.71,,208.46,1930.0,1242.5
251,2019-07-26 00:00:00+00:00,125.24,74.87,54.36,,,,40.72,,207.48,1942.0,1228.0
252,2019-07-25 00:00:00+00:00,127.0,75.78,54.51,,,,40.34,,208.89,2001.0,1138.95
253,2019-07-24 00:00:00+00:00,125.87,75.39,54.66,,,,40.59,,207.67,1969.3,1132.62
254,2019-07-23 00:00:00+00:00,125.24,75.15,54.51,,,,40.35,,208.46,1995.99,1143.45
255,2019-07-22 00:00:00+00:00,125.37,75.24,54.85,,,,39.96,,203.65,1971.14,1135.47
256,2019-07-19 00:00:00+00:00,124.68,74.9,54.72,,,,39.4,,205.79,1991.21,1149.32
257,2019-07-18 00:00:00+00:00,124.12,75.03,54.18,,,,38.97,,204.0,1980.01,1142.0
258,2019-07-17 00:00:00+00:00,124.66,75.74,54.65,,,,39.41,,204.05,2007.05,1150.92
259,2019-07-16 00:00:00+00:00,125.5,76.92,54.7,,,,38.99,,204.59,2010.58,1146.73
260,2019-07-15 00:00:00+00:00,126.06,77.63,54.87,,,,39.21,,204.09,2021.4,1145.34
261,2019-07-12 00:00:00+00:00,125.38,77.75,54.88,,,,38.6,,202.45,2008.27,1142.93
262,2019-07-11 00:00:00+00:00,125.68,77.41,55.17,,,,38.28,,203.31,2025.62,1146.16
