,GB_Confirmed,GB_Deaths,GB_Recovered,GB_Active,Date
1016,144,9,128,7,2020-06-16 00:00:00+00:00
1017,8,1,7,0,2020-06-16 00:00:00+00:00
1018,193,1,123,69,2020-06-16 00:00:00+00:00
1019,568,48,512,8,2020-06-16 00:00:00+00:00
1020,13,0,13,0,2020-06-16 00:00:00+00:00
1021,176,0,174,2,2020-06-16 00:00:00+00:00
1022,336,24,312,0,2020-06-16 00:00:00+00:00
1023,11,1,10,0,2020-06-16 00:00:00+00:00
1024,12,1,11,0,2020-06-16 00:00:00+00:00
1025,299251,42153,0,257098,2020-06-17 00:00:00+00:00
1026,3,0,3,0,2020-06-17 00:00:00+00:00
1027,144,9,128,7,2020-06-17 00:00:00+00:00
1028,8,1,7,0,2020-06-17 00:00:00+00:00
1029,193,1,132,60,2020-06-17 00:00:00+00:00
1030,570,48,512,10,2020-06-17 00:00:00+00:00
1031,13,0,13,0,2020-06-17 00:00:00+00:00
1032,176,0,176,0,2020-06-17 00:00:00+00:00
1033,336,24,312,0,2020-06-17 00:00:00+00:00
1034,11,1,10,0,2020-06-17 00:00:00+00:00
1035,12,1,11,0,2020-06-17 00:00:00+00:00
1036,300469,42288,0,258181,2020-06-18 00:00:00+00:00
1037,3,0,3,0,2020-06-18 00:00:00+00:00
1038,144,9,128,7,2020-06-18 00:00:00+00:00
1039,8,1,7,0,2020-06-18 00:00:00+00:00
1040,193,1,141,51,2020-06-18 00:00:00+00:00
1041,570,48,512,10,2020-06-18 00:00:00+00:00
1042,13,0,13,0,2020-06-18 00:00:00+00:00
1043,176,0,176,0,2020-06-18 00:00:00+00:00
1044,336,24,312,0,2020-06-18 00:00:00+00:00
1045,11,1,10,0,2020-06-18 00:00:00+00:00
1046,12,1,11,0,2020-06-18 00:00:00+00:00
1047,301815,42461,0,259354,2020-06-19 00:00:00+00:00
1048,3,0,3,0,2020-06-19 00:00:00+00:00
1049,146,9,132,5,2020-06-19 00:00:00+00:00
1050,8,1,7,0,2020-06-19 00:00:00+00:00
1051,195,1,143,51,2020-06-19 00:00:00+00:00
1052,570,48,512,10,2020-06-19 00:00:00+00:00
1053,13,0,13,0,2020-06-19 00:00:00+00:00
1054,176,0,176,0,2020-06-19 00:00:00+00:00
1055,336,24,312,0,2020-06-19 00:00:00+00:00
1056,11,1,10,0,2020-06-19 00:00:00+00:00
1057,12,1,11,0,2020-06-19 00:00:00+00:00
1058,303110,42589,0,260521,2020-06-20 00:00:00+00:00
1059,3,0,3,0,2020-06-20 00:00:00+00:00
1060,146,9,132,5,2020-06-20 00:00:00+00:00
1061,8,1,7,0,2020-06-20 00:00:00+00:00
1062,195,1,143,51,2020-06-20 00:00:00+00:00
1063,570,48,512,10,2020-06-20 00:00:00+00:00
1064,13,0,13,0,2020-06-20 00:00:00+00:00
1065,176,0,176,0,2020-06-20 00:00:00+00:00
1066,336,24,312,0,2020-06-20 00:00:00+00:00
1067,11,1,10,0,2020-06-20 00:00:00+00:00
1068,12,1,11,0,2020-06-20 00:00:00+00:00
1069,304331,42632,0,261699,2020-06-21 00:00:00+00:00
1070,3,0,3,0,2020-06-21 00:00:00+00:00
1071,146,9,132,5,2020-06-21 00:00:00+00:00
1072,8,1,7,0,2020-06-21 00:00:00+00:00
1073,195,1,143,51,2020-06-21 00:00:00+00:00
1074,570,48,512,10,2020-06-21 00:00:00+00:00
1075,13,0,13,0,2020-06-21 00:00:00+00:00
1076,176,0,176,0,2020-06-21 00:00:00+00:00
1077,336,24,312,0,2020-06-21 00:00:00+00:00
1078,11,1,10,0,2020-06-21 00:00:00+00:00
1079,14,1,11,2,2020-06-21 00:00:00+00:00
1080,305289,42647,0,262642,2020-06-22 00:00:00+00:00
1081,3,0,3,0,2020-06-22 00:00:00+00:00
1082,146,9,132,5,2020-06-22 00:00:00+00:00
1083,8,1,7,0,2020-06-22 00:00:00+00:00
1084,195,1,146,48,2020-06-22 00:00:00+00:00
1085,570,47,512,11,2020-06-22 00:00:00+00:00
1086,13,0,13,0,2020-06-22 00:00:00+00:00
1087,176,0,176,0,2020-06-22 00:00:00+00:00
1088,336,24,312,0,2020-06-22 00:00:00+00:00
1089,11,1,10,0,2020-06-22 00:00:00+00:00
1090,14,1,11,2,2020-06-22 00:00:00+00:00
1091,306210,42927,0,263283,2020-06-23 00:00:00+00:00
1092,3,0,3,0,2020-06-23 00:00:00+00:00
1093,146,9,132,5,2020-06-23 00:00:00+00:00
1094,8,1,7,0,2020-06-23 00:00:00+00:00
1095,195,1,154,40,2020-06-23 00:00:00+00:00
1096,570,47,512,11,2020-06-23 00:00:00+00:00
1097,13,0,13,0,2020-06-23 00:00:00+00:00
1098,176,0,176,0,2020-06-23 00:00:00+00:00
1099,336,24,312,0,2020-06-23 00:00:00+00:00
1100,11,1,10,0,2020-06-23 00:00:00+00:00
1101,14,1,11,2,2020-06-23 00:00:00+00:00
