,GB_Confirmed,GB_Deaths,GB_Recovered,GB_Active,Date
505,315,21,260,34,2020-04-30 00:00:00+00:00
506,11,1,2,8,2020-04-30 00:00:00+00:00
507,12,1,5,6,2020-04-30 00:00:00+00:00
508,177454,27510,0,149944,2020-05-01 00:00:00+00:00
509,3,0,3,0,2020-05-01 00:00:00+00:00
510,114,6,48,60,2020-05-01 00:00:00+00:00
511,6,1,3,2,2020-05-01 00:00:00+00:00
512,74,1,10,63,2020-05-01 00:00:00+00:00
513,538,41,406,91,2020-05-01 00:00:00+00:00
514,13,0,13,0,2020-05-01 00:00:00+00:00
515,144,0,131,13,2020-05-01 00:00:00+00:00
516,316,22,271,23,2020-05-01 00:00:00+00:00
517,11,1,2,8,2020-05-01 00:00:00+00:00
518,12,1,5,6,2020-05-01 00:00:00+00:00
519,182260,28131,0,154129,2020-05-02 00:00:00+00:00
520,3,0,3,0,2020-05-02 00:00:00+00:00
521,114,7,51,56,2020-05-02 00:00:00+00:00
522,6,1,3,2,2020-05-02 00:00:00+00:00
523,74,1,10,63,2020-05-02 00:00:00+00:00
524,543,41,406,96,2020-05-02 00:00:00+00:00
525,13,0,13,0,2020-05-02 00:00:00+00:00
526,144,0,132,12,2020-05-02 00:00:00+00:00
527,320,22,271,27,2020-05-02 00:00:00+00:00
528,11,1,2,8,2020-05-02 00:00:00+00:00
529,12,1,5,6,2020-05-02 00:00:00+00:00
530,186599,28446,0,158153,2020-05-03 00:00:00+00:00
531,3,0,3,0,2020-05-03 00:00:00+00:00
532,115,7,51,57,2020-05-03 00:00:00+00:00
533,6,1,3,2,2020-05-03 00:00:00+00:00
534,74,1,10,63,2020-05-03 00:00:00+00:00
535,544,41,406,97,2020-05-03 00:00:00+00:00
536,13,0,13,0,2020-05-03 00:00:00+00:00
537,144,0,132,12,2020-05-03 00:00:00+00:00
538,321,22,271,28,2020-05-03 00:00:00+00:00
539,11,1,7,3,2020-05-03 00:00:00+00:00
540,12,1,5,6,2020-05-03 00:00:00+00:00
541,190584,28734,0,161850,2020-05-04 00:00:00+00:00
542,3,0,3,0,2020-05-04 00:00:00+00:00
543,115,7,54,54,2020-05-04 00:00:00+00:00
544,6,1,3,2,2020-05-04 00:00:00+00:00
545,75,1,14,60,2020-05-04 00:00:00+00:00
546,544,41,406,97,2020-05-04 00:00:00+00:00
547,13,0,13,0,2020-05-04 00:00:00+00:00
548,144,0,133,11,2020-05-04 00:00:00+00:00
549,325,23,271,31,2020-05-04 00:00:00+00:00
550,11,1,7,3,2020-05-04 00:00:00+00:00
551,12,1,6,5,2020-05-04 00:00:00+00:00
552,194990,29427,0,165563,2020-05-05 00:00:00+00:00
553,3,0,3,0,2020-05-05 00:00:00+00:00
554,115,7,54,54,2020-05-05 00:00:00+00:00
555,6,1,3,2,2020-05-05 00:00:00+00:00
556,78,1,30,47,2020-05-05 00:00:00+00:00
557,545,40,406,99,2020-05-05 00:00:00+00:00
558,13,0,13,0,2020-05-05 00:00:00+00:00
559,144,0,133,11,2020-05-05 00:00:00+00:00
560,326,23,271,32,2020-05-05 00:00:00+00:00
561,11,1,7,3,2020-05-05 00:00:00+00:00
562,12,1,6,5,2020-05-05 00:00:00+00:00
563,201101,30076,0,171025,2020-05-06 00:00:00+00:00
564,3,0,3,0,2020-05-06 00:00:00+00:00
565,118,7,59,52,2020-05-06 00:00:00+00:00
566,7,1,3,3,2020-05-06 00:00:00+00:00
567,78,1,30,47,2020-05-06 00:00:00+00:00
568,545,40,406,99,2020-05-06 00:00:00+00:00
569,13,0,13,0,2020-05-06 00:00:00+00:00
570,144,0,136,8,2020-05-06 00:00:00+00:00
571,327,23,271,33,2020-05-06 00:00:00+00:00
572,11,1,7,3,2020-05-06 00:00:00+00:00
573,12,1,6,5,2020-05-06 00:00:00+00:00
574,206715,30615,0,176100,2020-05-07 00:00:00+00:00
575,3,0,3,0,2020-05-07 00:00:00+00:00
576,118,7,61,50,2020-05-07 00:00:00+00:00
577,7,1,3,3,2020-05-07 00:00:00+00:00
578,80,1,35,44,2020-05-07 00:00:00+00:00
579,545,40,430,75,2020-05-07 00:00:00+00:00
580,13,0,13,0,2020-05-07 00:00:00+00:00
581,144,0,141,3,2020-05-07 00:00:00+00:00
582,329,23,271,35,2020-05-07 00:00:00+00:00
583,11,1,7,3,2020-05-07 00:00:00+00:00
584,12,1,6,5,2020-05-07 00:00:00+00:00
585,211364,31241,0,180123,2020-05-08 00:00:00+00:00
586,3,0,3,0,2020-05-08 00:00:00+00:00
587,118,7,61,50,2020-05-08 00:00:00+00:00
588,7,1,3,3,2020-05-08 00:00:00+00:00
589,81,1,41,39,2020-05-08 00:00:00+00:00
590,545,41,447,57,2020-05-08 00:00:00+00:00
591,13,0,13,0,2020-05-08 00:00:00+00:00
592,146,0,142,4,2020-05-08 00:00:00+00:00
593,329,23,271,35,2020-05-08 00:00:00+00:00
594,11,1,8,2,2020-05-08 00:00:00+00:00
595,12,1,8,3,2020-05-08 00:00:00+00:00
596,215260,31587,0,183673,2020-05-09 00:00:00+00:00
597,3,0,3,0,2020-05-09 00:00:00+00:00
598,118,7,64,47,2020-05-09 00:00:00+00:00
599,7,1,4,2,2020-05-09 00:00:00+00:00
600,81,1,41,39,2020-05-09 00:00:00+00:00
601,545,41,447,57,2020-05-09 00:00:00+00:00
602,13,0,13,0,2020-05-09 00:00:00+00:00
603,146,0,142,4,2020-05-09 00:00:00+00:00
604,329,23,271,35,2020-05-09 00:00:00+00:00
605,11,1,8,2,2020-05-09 00:00:00+00:00
606,12,1,8,3,2020-05-09 00:00:00+00:00
607,219183,31855,0,187328,2020-05-10 00:00:00+00:00
608,3,0,3,0,2020-05-10 00:00:00+00:00
609,118,7,64,47,2020-05-10 00:00:00+00:00
610,7,1,4,2,2020-05-10 00:00:00+00:00
611,81,1,41,39,2020-05-10 00:00:00+00:00
612,545,41,447,57,2020-05-10 00:00:00+00:00
613,13,0,13,0,2020-05-10 00:00:00+00:00
614,146,0,143,3,2020-05-10 00:00:00+00:00
615,330,23,271,36,2020-05-10 00:00:00+00:00
616,11,1,8,2,2020-05-10 00:00:00+00:00
617,12,1,8,3,2020-05-10 00:00:00+00:00
618,223060,32065,0,190995,2020-05-11 00:00:00+00:00
619,3,0,3,0,2020-05-11 00:00:00+00:00
620,119,8,66,45,2020-05-11 00:00:00+00:00
621,7,1,4,2,2020-05-11 00:00:00+00:00
622,84,1,47,36,2020-05-11 00:00:00+00:00
623,546,41,452,53,2020-05-11 00:00:00+00:00
624,13,0,13,0,2020-05-11 00:00:00+00:00
625,147,0,143,4,2020-05-11 00:00:00+00:00
626,330,23,271,36,2020-05-11 00:00:00+00:00
627,11,1,8,2,2020-05-11 00:00:00+00:00
628,12,1,8,3,2020-05-11 00:00:00+00:00
629,226463,32692,0,193771,2020-05-12 00:00:00+00:00
630,3,0,3,0,2020-05-12 00:00:00+00:00
631,121,8,66,47,2020-05-12 00:00:00+00:00
632,7,1,4,2,2020-05-12 00:00:00+00:00
633,85,1,50,34,2020-05-12 00:00:00+00:00
634,547,42,455,50,2020-05-12 00:00:00+00:00
635,13,0,13,0,2020-05-12 00:00:00+00:00
636,148,0,144,4,2020-05-12 00:00:00+00:00
637,331,23,272,36,2020-05-12 00:00:00+00:00
638,11,1,8,2,2020-05-12 00:00:00+00:00
639,12,1,8,3,2020-05-12 00:00:00+00:00
640,229705,33186,0,196519,2020-05-13 00:00:00+00:00
641,3,0,3,0,2020-05-13 00:00:00+00:00
642,121,8,66,47,2020-05-13 00:00:00+00:00
643,7,1,4,2,2020-05-13 00:00:00+00:00
644,86,1,54,31,2020-05-13 00:00:00+00:00
645,548,43,456,49,2020-05-13 00:00:00+00:00
646,13,0,13,0,2020-05-13 00:00:00+00:00
647,147,0,144,3,2020-05-13 00:00:00+00:00
648,332,23,274,35,2020-05-13 00:00:00+00:00
649,11,1,8,2,2020-05-13 00:00:00+00:00
650,12,1,10,1,2020-05-13 00:00:00+00:00
651,233151,33614,0,199537,2020-05-14 00:00:00+00:00
652,3,0,3,0,2020-05-14 00:00:00+00:00
653,122,9,66,47,2020-05-14 00:00:00+00:00
654,7,1,4,2,2020-05-14 00:00:00+00:00
655,93,1,54,38,2020-05-14 00:00:00+00:00
656,549,43,456,50,2020-05-14 00:00:00+00:00
657,13,0,13,0,2020-05-14 00:00:00+00:00
658,147,0,144,3,2020-05-14 00:00:00+00:00
659,332,23,285,24,2020-05-14 00:00:00+00:00
660,11,1,8,2,2020-05-14 00:00:00+00:00
661,12,1,10,1,2020-05-14 00:00:00+00:00
662,236711,33998,0,202713,2020-05-15 00:00:00+00:00
663,3,0,3,0,2020-05-15 00:00:00+00:00
664,122,9,66,47,2020-05-15 00:00:00+00:00
665,8,1,6,1,2020-05-15 00:00:00+00:00
666,94,1,55,38,2020-05-15 00:00:00+00:00
667,549,43,457,49,2020-05-15 00:00:00+00:00
668,13,0,13,0,2020-05-15 00:00:00+00:00
669,147,0,144,3,2020-05-15 00:00:00+00:00
670,334,24,285,25,2020-05-15 00:00:00+00:00
671,11,1,8,2,2020-05-15 00:00:00+00:00
672,12,1,10,1,2020-05-15 00:00:00+00:00
673,240161,34466,0,205695,2020-05-16 00:00:00+00:00
674,3,0,3,0,2020-05-16 00:00:00+00:00
675,123,9,73,41,2020-05-16 00:00:00+00:00
676,8,1,6,1,2020-05-16 00:00:00+00:00
677,94,1,55,38,2020-05-16 00:00:00+00:00
678,554,43,458,53,2020-05-16 00:00:00+00:00
679,13,0,13,0,2020-05-16 00:00:00+00:00
680,147,0,145,2,2020-05-16 00:00:00+00:00
681,335,24,285,26,2020-05-16 00:00:00+00:00
682,11,1,10,0,2020-05-16 00:00:00+00:00
683,12,1,10,1,2020-05-16 00:00:00+00:00
684,243695,34636,0,209059,2020-05-17 00:00:00+00:00
685,3,0,3,0,2020-05-17 00:00:00+00:00
686,123,9,73,41,2020-05-17 00:00:00+00:00
687,8,1,6,1,2020-05-17 00:00:00+00:00
688,94,1,55,38,2020-05-17 00:00:00+00:00
689,554,43,458,53,2020-05-17 00:00:00+00:00
690,13,0,13,0,2020-05-17 00:00:00+00:00
691,147,0,145,2,2020-05-17 00:00:00+00:00
692,335,24,285,26,2020-05-17 00:00:00+00:00
693,11,1,10,0,2020-05-17 00:00:00+00:00
694,12,1,10,1,2020-05-17 00:00:00+00:00
695,246406,34796,0,211610,2020-05-18 00:00:00+00:00
696,3,0,3,0,2020-05-18 00:00:00+00:00
697,125,9,77,39,2020-05-18 00:00:00+00:00
698,8,1,6,1,2020-05-18 00:00:00+00:00
699,94,1,55,38,2020-05-18 00:00:00+00:00
700,555,43,475,37,2020-05-18 00:00:00+00:00
701,13,0,13,0,2020-05-18 00:00:00+00:00
702,147,0,145,2,2020-05-18 00:00:00+00:00
703,335,24,296,15,2020-05-18 00:00:00+00:00
704,11,1,10,0,2020-05-18 00:00:00+00:00
705,12,1,10,1,2020-05-18 00:00:00+00:00
706,248818,35341,0,213477,2020-05-19 00:00:00+00:00
707,3,0,3,0,2020-05-19 00:00:00+00:00
708,125,9,78,38,2020-05-19 00:00:00+00:00
709,8,1,6,1,2020-05-19 00:00:00+00:00
710,111,1,55,55,2020-05-19 00:00:00+00:00
711,555,44,479,32,2020-05-19 00:00:00+00:00
712,13,0,13,0,2020-05-19 00:00:00+00:00
713,147,0,145,2,2020-05-19 00:00:00+00:00
714,335,24,300,11,2020-05-19 00:00:00+00:00
715,11,1,10,0,2020-05-19 00:00:00+00:00
716,12,1,10,1,2020-05-19 00:00:00+00:00
717,248293,35704,0,212589,2020-05-20 00:00:00+00:00
718,3,0,3,0,2020-05-20 00:00:00+00:00
719,125,9,80,36,2020-05-20 00:00:00+00:00
720,8,1,6,1,2020-05-20 00:00:00+00:00
721,111,1,55,55,2020-05-20 00:00:00+00:00
722,558,45,492,21,2020-05-20 00:00:00+00:00
723,13,0,13,0,2020-05-20 00:00:00+00:00
724,149,0,145,4,2020-05-20 00:00:00+00:00
725,336,24,302,10,2020-05-20 00:00:00+00:00
726,11,1,10,0,2020-05-20 00:00:00+00:00
727,12,1,10,1,2020-05-20 00:00:00+00:00
728,250908,36042,0,214866,2020-05-21 00:00:00+00:00
729,3,0,3,0,2020-05-21 00:00:00+00:00
730,125,9,80,36,2020-05-21 00:00:00+00:00
731,8,1,6,1,2020-05-21 00:00:00+00:00
732,121,1,55,65,2020-05-21 00:00:00+00:00
733,558,45,508,5,2020-05-21 00:00:00+00:00
734,13,0,13,0,2020-05-21 00:00:00+00:00
735,151,0,146,5,2020-05-21 00:00:00+00:00
736,336,24,303,9,2020-05-21 00:00:00+00:00
737,11,1,10,0,2020-05-21 00:00:00+00:00
738,12,1,10,1,2020-05-21 00:00:00+00:00
739,254195,36393,0,217802,2020-05-22 00:00:00+00:00
740,3,0,3,0,2020-05-22 00:00:00+00:00
741,128,9,81,38,2020-05-22 00:00:00+00:00
742,8,1,6,1,2020-05-22 00:00:00+00:00
743,129,1,61,67,2020-05-22 00:00:00+00:00
744,558,45,508,5,2020-05-22 00:00:00+00:00
745,13,0,13,0,2020-05-22 00:00:00+00:00
746,151,0,147,4,2020-05-22 00:00:00+00:00
747,336,24,303,9,2020-05-22 00:00:00+00:00
748,11,1,10,0,2020-05-22 00:00:00+00:00
749,12,1,10,1,2020-05-22 00:00:00+00:00
750,257154,36675,0,220479,2020-05-23 00:00:00+00:00
751,3,0,3,0,2020-05-23 00:00:00+00:00
752,128,9,81,38,2020-05-23 00:00:00+00:00
753,8,1,6,1,2020-05-23 00:00:00+00:00
754,129,1,61,67,2020-05-23 00:00:00+00:00
755,558,45,515,0,2020-05-23 00:00:00+00:00
756,13,0,13,0,2020-05-23 00:00:00+00:00
757,152,0,147,5,2020-05-23 00:00:00+00:00
758,336,24,303,9,2020-05-23 00:00:00+00:00
759,11,1,10,0,2020-05-23 00:00:00+00:00
760,12,1,10,1,2020-05-23 00:00:00+00:00
761,259559,36793,0,222766,2020-05-24 00:00:00+00:00
762,3,0,3,0,2020-05-24 00:00:00+00:00
763,133,9,81,43,2020-05-24 00:00:00+00:00
764,8,1,6,1,2020-05-24 00:00:00+00:00
765,129,1,61,67,2020-05-24 00:00:00+00:00
766,558,45,517,0,2020-05-24 00:00:00+00:00
767,13,0,13,0,2020-05-24 00:00:00+00:00
768,154,0,147,7,2020-05-24 00:00:00+00:00
769,336,24,303,9,2020-05-24 00:00:00+00:00
770,11,1,10,0,2020-05-24 00:00:00+00:00
771,12,1,10,1,2020-05-24 00:00:00+00:00
772,261184,36914,0,224270,2020-05-25 00:00:00+00:00
773,3,0,3,0,2020-05-25 00:00:00+00:00
774,133,9,89,35,2020-05-25 00:00:00+00:00
775,8,1,6,1,2020-05-25 00:00:00+00:00
776,134,1,61,72,2020-05-25 00:00:00+00:00
777,559,45,517,0,2020-05-25 00:00:00+00:00
778,13,0,13,0,2020-05-25 00:00:00+00:00
779,154,0,147,7,2020-05-25 00:00:00+00:00
780,336,24,305,7,2020-05-25 00:00:00+00:00
781,11,1,10,0,2020-05-25 00:00:00+00:00
782,12,1,10,1,2020-05-25 00:00:00+00:00
783,265227,37048,0,228179,2020-05-26 00:00:00+00:00
784,3,0,3,0,2020-05-26 00:00:00+00:00
785,139,9,91,39,2020-05-26 00:00:00+00:00
786,8,1,6,1,2020-05-26 00:00:00+00:00
787,137,1,63,73,2020-05-26 00:00:00+00:00
788,559,45,512,2,2020-05-26 00:00:00+00:00
789,13,0,13,0,2020-05-26 00:00:00+00:00
790,154,0,147,7,2020-05-26 00:00:00+00:00
791,336,24,306,6,2020-05-26 00:00:00+00:00
792,11,1,10,0,2020-05-26 00:00:00+00:00
793,12,1,10,1,2020-05-26 00:00:00+00:00
794,267240,37460,0,229780,2020-05-27 00:00:00+00:00
795,3,0,3,0,2020-05-27 00:00:00+00:00
796,139,9,91,39,2020-05-27 00:00:00+00:00
797,8,1,7,0,2020-05-27 00:00:00+00:00
798,140,1,67,72,2020-05-27 00:00:00+00:00
799,560,45,512,3,2020-05-27 00:00:00+00:00
800,13,0,13,0,2020-05-27 00:00:00+00:00
801,157,0,147,10,2020-05-27 00:00:00+00:00
802,336,24,306,6,2020-05-27 00:00:00+00:00
803,11,1,10,0,2020-05-27 00:00:00+00:00
804,12,1,10,1,2020-05-27 00:00:00+00:00
805,269127,37837,0,231290,2020-05-28 00:00:00+00:00
806,3,0,3,0,2020-05-28 00:00:00+00:00
807,140,9,92,39,2020-05-28 00:00:00+00:00
808,8,1,7,0,2020-05-28 00:00:00+00:00
809,140,1,67,72,2020-05-28 00:00:00+00:00
810,560,45,512,3,2020-05-28 00:00:00+00:00
811,13,0,13,0,2020-05-28 00:00:00+00:00
812,158,0,147,11,2020-05-28 00:00:00+00:00
813,336,24,306,6,2020-05-28 00:00:00+00:00
814,11,1,10,0,2020-05-28 00:00:00+00:00
815,12,1,10,1,2020-05-28 00:00:00+00:00
816,271222,38161,0,233061,2020-05-29 00:00:00+00:00
817,3,0,3,0,2020-05-29 00:00:00+00:00
818,140,9,92,39,2020-05-29 00:00:00+00:00
819,8,1,7,0,2020-05-29 00:00:00+00:00
820,141,1,68,72,2020-05-29 00:00:00+00:00
821,560,45,512,3,2020-05-29 00:00:00+00:00
822,13,0,13,0,2020-05-29 00:00:00+00:00
823,161,0,148,13,2020-05-29 00:00:00+00:00
824,336,24,309,3,2020-05-29 00:00:00+00:00
825,11,1,10,0,2020-05-29 00:00:00+00:00
826,12,1,10,1,2020-05-29 00:00:00+00:00
827,272826,38376,0,234450,2020-05-30 00:00:00+00:00
828,3,0,3,0,2020-05-30 00:00:00+00:00
829,140,9,92,39,2020-05-30 00:00:00+00:00
830,8,1,7,0,2020-05-30 00:00:00+00:00
831,141,1,68,72,2020-05-30 00:00:00+00:00
832,560,45,525,0,2020-05-30 00:00:00+00:00
833,13,0,13,0,2020-05-30 00:00:00+00:00
834,169,0,149,20,2020-05-30 00:00:00+00:00
835,336,24,309,3,2020-05-30 00:00:00+00:00
836,11,1,10,0,2020-05-30 00:00:00+00:00
837,12,1,11,0,2020-05-30 00:00:00+00:00
838,274762,38489,0,236273,2020-05-31 00:00:00+00:00
839,3,0,3,0,2020-05-31 00:00:00+00:00
840,140,9,92,39,2020-05-31 00:00:00+00:00
841,8,1,7,0,2020-05-31 00:00:00+00:00
842,141,1,68,72,2020-05-31 00:00:00+00:00
843,560,45,528,0,2020-05-31 00:00:00+00:00
844,13,0,13,0,2020-05-31 00:00:00+00:00
845,170,0,149,21,2020-05-31 00:00:00+00:00
846,336,24,309,3,2020-05-31 00:00:00+00:00
847,11,1,10,0,2020-05-31 00:00:00+00:00
848,12,1,11,0,2020-05-31 00:00:00+00:00
849,276332,39045,0,237287,2020-06-01 00:00:00+00:00
850,3,0,3,0,2020-06-01 00:00:00+00:00
851,141,9,112,20,2020-06-01 00:00:00+00:00
852,8,1,7,0,2020-06-01 00:00:00+00:00
853,150,1,75,74,2020-06-01 00:00:00+00:00
854,560,45,528,0,2020-06-01 00:00:00+00:00
855,13,0,13,0,2020-06-01 00:00:00+00:00
856,170,0,151,19,2020-06-01 00:00:00+00:00
857,336,24,311,1,2020-06-01 00:00:00+00:00
858,11,1,10,0,2020-06-01 00:00:00+00:00
859,12,1,11,0,2020-06-01 00:00:00+00:00
860,277985,39369,0,238616,2020-06-02 00:00:00+00:00
861,3,0,3,0,2020-06-02 00:00:00+00:00
862,141,9,113,19,2020-06-02 00:00:00+00:00
863,8,1,7,0,2020-06-02 00:00:00+00:00
864,151,1,77,73,2020-06-02 00:00:00+00:00
865,560,46,528,0,2020-06-02 00:00:00+00:00
866,13,0,13,0,2020-06-02 00:00:00+00:00
867,172,0,151,21,2020-06-02 00:00:00+00:00
868,336,24,311,1,2020-06-02 00:00:00+00:00
869,11,1,10,0,2020-06-02 00:00:00+00:00
870,12,1,11,0,2020-06-02 00:00:00+00:00
871,279856,39728,0,240128,2020-06-03 00:00:00+00:00
872,3,0,3,0,2020-06-03 00:00:00+00:00
873,141,9,113,19,2020-06-03 00:00:00+00:00
874,8,1,7,0,2020-06-03 00:00:00+00:00
875,156,1,78,77,2020-06-03 00:00:00+00:00
876,561,46,512,3,2020-06-03 00:00:00+00:00
877,13,0,13,0,2020-06-03 00:00:00+00:00
878,173,0,153,20,2020-06-03 00:00:00+00:00
879,336,24,312,0,2020-06-03 00:00:00+00:00
880,11,1,10,0,2020-06-03 00:00:00+00:00
881,12,1,11,0,2020-06-03 00:00:00+00:00
882,281661,39904,0,241757,2020-06-04 00:00:00+00:00
883,3,0,3,0,2020-06-04 00:00:00+00:00
884,141,9,113,19,2020-06-04 00:00:00+00:00
885,8,1,7,0,2020-06-04 00:00:00+00:00
886,160,1,85,74,2020-06-04 00:00:00+00:00
887,561,46,512,3,2020-06-04 00:00:00+00:00
888,13,0,13,0,2020-06-04 00:00:00+00:00
889,173,0,153,20,2020-06-04 00:00:00+00:00
890,336,24,312,0,2020-06-04 00:00:00+00:00
891,11,1,10,0,2020-06-04 00:00:00+00:00
892,12,1,11,0,2020-06-04 00:00:00+00:00
893,283311,40261,0,243050,2020-06-05 00:00:00+00:00
894,3,0,3,0,2020-06-05 00:00:00+00:00
895,141,9,114,18,2020-06-05 00:00:00+00:00
896,8,1,7,0,2020-06-05 00:00:00+00:00
897,164,1,93,70,2020-06-05 00:00:00+00:00
898,561,46,512,3,2020-06-05 00:00:00+00:00
899,13,0,13,0,2020-06-05 00:00:00+00:00
900,174,0,153,21,2020-06-05 00:00:00+00:00
901,336,24,312,0,2020-06-05 00:00:00+00:00
902,11,1,10,0,2020-06-05 00:00:00+00:00
903,12,1,11,0,2020-06-05 00:00:00+00:00
904,284868,40465,0,244403,2020-06-06 00:00:00+00:00
905,3,0,3,0,2020-06-06 00:00:00+00:00
906,141,9,114,18,2020-06-06 00:00:00+00:00
907,8,1,7,0,2020-06-06 00:00:00+00:00
908,164,1,93,70,2020-06-06 00:00:00+00:00
909,563,46,512,5,2020-06-06 00:00:00+00:00
910,13,0,13,0,2020-06-06 00:00:00+00:00
911,175,0,155,20,2020-06-06 00:00:00+00:00
912,336,24,312,0,2020-06-06 00:00:00+00:00
913,11,1,10,0,2020-06-06 00:00:00+00:00
914,12,1,11,0,2020-06-06 00:00:00+00:00
915,286194,40542,0,245652,2020-06-07 00:00:00+00:00
916,3,0,3,0,2020-06-07 00:00:00+00:00
917,141,9,114,18,2020-06-07 00:00:00+00:00
918,8,1,7,0,2020-06-07 00:00:00+00:00
919,164,1,93,70,2020-06-07 00:00:00+00:00
920,563,46,512,5,2020-06-07 00:00:00+00:00
921,13,0,13,0,2020-06-07 00:00:00+00:00
922,176,0,164,12,2020-06-07 00:00:00+00:00
923,336,24,312,0,2020-06-07 00:00:00+00:00
924,11,1,10,0,2020-06-07 00:00:00+00:00
925,12,1,11,0,2020-06-07 00:00:00+00:00
926,287399,40597,0,246802,2020-06-08 00:00:00+00:00
927,3,0,3,0,2020-06-08 00:00:00+00:00
928,141,9,120,12,2020-06-08 00:00:00+00:00
929,8,1,7,0,2020-06-08 00:00:00+00:00
930,171,1,102,68,2020-06-08 00:00:00+00:00
931,564,46,512,6,2020-06-08 00:00:00+00:00
932,13,0,13,0,2020-06-08 00:00:00+00:00
933,176,0,165,11,2020-06-08 00:00:00+00:00
934,336,24,312,0,2020-06-08 00:00:00+00:00
935,11,1,10,0,2020-06-08 00:00:00+00:00
936,12,1,11,0,2020-06-08 00:00:00+00:00
937,289140,40883,0,248257,2020-06-09 00:00:00+00:00
938,3,0,3,0,2020-06-09 00:00:00+00:00
939,141,9,120,12,2020-06-09 00:00:00+00:00
940,8,1,7,0,2020-06-09 00:00:00+00:00
941,176,1,104,71,2020-06-09 00:00:00+00:00
942,565,48,512,5,2020-06-09 00:00:00+00:00
943,13,0,13,0,2020-06-09 00:00:00+00:00
944,176,0,165,11,2020-06-09 00:00:00+00:00
945,336,24,312,0,2020-06-09 00:00:00+00:00
946,11,1,10,0,2020-06-09 00:00:00+00:00
947,12,1,11,0,2020-06-09 00:00:00+00:00
948,290143,41128,0,249015,2020-06-10 00:00:00+00:00
949,3,0,3,0,2020-06-10 00:00:00+00:00
950,141,9,125,7,2020-06-10 00:00:00+00:00
951,8,1,7,0,2020-06-10 00:00:00+00:00
952,180,1,107,72,2020-06-10 00:00:00+00:00
953,565,48,512,5,2020-06-10 00:00:00+00:00
954,13,0,13,0,2020-06-10 00:00:00+00:00
955,176,0,169,7,2020-06-10 00:00:00+00:00
956,336,24,312,0,2020-06-10 00:00:00+00:00
957,11,1,10,0,2020-06-10 00:00:00+00:00
958,12,1,11,0,2020-06-10 00:00:00+00:00
959,291409,41279,0,250130,2020-06-11 00:00:00+00:00
960,3,0,3,0,2020-06-11 00:00:00+00:00
961,141,9,127,5,2020-06-11 00:00:00+00:00
962,8,1,7,0,2020-06-11 00:00:00+00:00
963,186,1,112,73,2020-06-11 00:00:00+00:00
964,565,48,512,5,2020-06-11 00:00:00+00:00
965,13,0,13,0,2020-06-11 00:00:00+00:00
966,176,0,171,5,2020-06-11 00:00:00+00:00
967,336,24,312,0,2020-06-11 00:00:00+00:00
968,11,1,10,0,2020-06-11 00:00:00+00:00
969,12,1,11,0,2020-06-11 00:00:00+00:00
970,292950,41481,0,251469,2020-06-12 00:00:00+00:00
971,3,0,3,0,2020-06-12 00:00:00+00:00
972,141,9,127,5,2020-06-12 00:00:00+00:00
973,8,1,7,0,2020-06-12 00:00:00+00:00
974,187,1,115,71,2020-06-12 00:00:00+00:00
975,565,48,512,5,2020-06-12 00:00:00+00:00
976,13,0,13,0,2020-06-12 00:00:00+00:00
977,176,0,172,4,2020-06-12 00:00:00+00:00
978,336,24,312,0,2020-06-12 00:00:00+00:00
979,11,1,10,0,2020-06-12 00:00:00+00:00
980,12,1,11,0,2020-06-12 00:00:00+00:00
981,294375,41662,0,252713,2020-06-13 00:00:00+00:00
982,3,0,3,0,2020-06-13 00:00:00+00:00
983,142,9,127,6,2020-06-13 00:00:00+00:00
984,8,1,7,0,2020-06-13 00:00:00+00:00
985,187,1,115,71,2020-06-13 00:00:00+00:00
986,565,48,512,5,2020-06-13 00:00:00+00:00
987,13,0,13,0,2020-06-13 00:00:00+00:00
988,176,0,173,3,2020-06-13 00:00:00+00:00
989,336,24,312,0,2020-06-13 00:00:00+00:00
990,11,1,10,0,2020-06-13 00:00:00+00:00
991,12,1,11,0,2020-06-13 00:00:00+00:00
992,295889,41698,0,254191,2020-06-14 00:00:00+00:00
993,3,0,3,0,2020-06-14 00:00:00+00:00
994,142,9,127,6,2020-06-14 00:00:00+00:00
995,8,1,7,0,2020-06-14 00:00:00+00:00
996,187,1,115,71,2020-06-14 00:00:00+00:00
997,565,48,512,5,2020-06-14 00:00:00+00:00
998,13,0,13,0,2020-06-14 00:00:00+00:00
999,176,0,173,3,2020-06-14 00:00:00+00:00
1000,336,24,312,0,2020-06-14 00:00:00+00:00
1001,11,1,10,0,2020-06-14 00:00:00+00:00
1002,12,1,11,0,2020-06-14 00:00:00+00:00
1003,296857,41736,0,255121,2020-06-15 00:00:00+00:00
1004,3,0,3,0,2020-06-15 00:00:00+00:00
1005,144,9,127,8,2020-06-15 00:00:00+00:00
1006,8,1,7,0,2020-06-15 00:00:00+00:00
1007,187,1,115,71,2020-06-15 00:00:00+00:00
1008,568,48,512,8,2020-06-15 00:00:00+00:00
1009,13,0,13,0,2020-06-15 00:00:00+00:00
1010,176,0,174,2,2020-06-15 00:00:00+00:00
1011,336,24,312,0,2020-06-15 00:00:00+00:00
1012,11,1,10,0,2020-06-15 00:00:00+00:00
1013,12,1,11,0,2020-06-15 00:00:00+00:00
1014,298136,41969,0,256167,2020-06-16 00:00:00+00:00
1015,3,0,3,0,2020-06-16 00:00:00+00:00
