,CN_Confirmed,CN_Deaths,CN_Recovered,CN_Active,Date
2600,75,0,75,0,2020-04-10 00:00:00+00:00
2601,18,0,18,0,2020-04-10 00:00:00+00:00
2602,256,3,246,7,2020-04-10 00:00:00+00:00
2603,783,7,756,20,2020-04-10 00:00:00+00:00
2604,555,7,435,113,2020-04-10 00:00:00+00:00
2605,168,0,134,34,2020-04-10 00:00:00+00:00
2606,560,3,546,11,2020-04-10 00:00:00+00:00
2607,183,3,158,22,2020-04-10 00:00:00+00:00
2608,1,0,1,0,2020-04-10 00:00:00+00:00
2609,76,3,73,0,2020-04-10 00:00:00+00:00
2610,184,2,173,9,2020-04-10 00:00:00+00:00
2611,1267,1,1235,31,2020-04-10 00:00:00+00:00
2612,991,6,984,1,2020-04-10 00:00:00+00:00
2613,588,8,469,111,2020-04-10 00:00:00+00:00
2614,579,6,570,3,2020-04-10 00:00:00+00:00
2615,351,1,311,39,2020-04-10 00:00:00+00:00
2616,139,2,135,2,2020-04-10 00:00:00+00:00
2617,1544,8,1434,102,2020-04-10 00:00:00+00:00
2618,254,2,252,0,2020-04-10 00:00:00+00:00
2619,146,2,144,0,2020-04-10 00:00:00+00:00
2620,168,6,162,0,2020-04-10 00:00:00+00:00
2621,991,6,984,1,2020-04-11 00:00:00+00:00
2622,589,8,474,107,2020-04-11 00:00:00+00:00
2623,579,6,570,3,2020-04-11 00:00:00+00:00
2624,351,1,317,33,2020-04-11 00:00:00+00:00
2625,139,2,135,2,2020-04-11 00:00:00+00:00
2626,1548,8,1437,103,2020-04-11 00:00:00+00:00
2627,254,2,252,0,2020-04-11 00:00:00+00:00
2628,146,2,144,0,2020-04-11 00:00:00+00:00
2629,168,6,162,0,2020-04-11 00:00:00+00:00
2630,98,1,96,1,2020-04-11 00:00:00+00:00
2631,145,2,133,10,2020-04-11 00:00:00+00:00
2632,45,0,10,35,2020-04-11 00:00:00+00:00
2633,75,0,75,0,2020-04-11 00:00:00+00:00
2634,18,0,18,0,2020-04-11 00:00:00+00:00
2635,256,3,248,5,2020-04-11 00:00:00+00:00
2636,784,7,757,20,2020-04-11 00:00:00+00:00
2637,555,7,438,110,2020-04-11 00:00:00+00:00
2638,172,0,135,37,2020-04-11 00:00:00+00:00
2639,327,6,313,8,2020-04-11 00:00:00+00:00
2640,661,13,470,178,2020-04-11 00:00:00+00:00
2641,1276,22,1252,2,2020-04-11 00:00:00+00:00
2642,1000,4,336,660,2020-04-11 00:00:00+00:00
2643,67803,3219,64264,320,2020-04-11 00:00:00+00:00
2644,1019,4,1014,1,2020-04-11 00:00:00+00:00
2645,155,1,79,75,2020-04-11 00:00:00+00:00
2646,652,0,636,16,2020-04-11 00:00:00+00:00
2647,937,1,936,0,2020-04-11 00:00:00+00:00
2648,560,3,547,10,2020-04-11 00:00:00+00:00
2649,183,3,161,19,2020-04-11 00:00:00+00:00
2650,1,0,1,0,2020-04-11 00:00:00+00:00
2651,76,3,73,0,2020-04-11 00:00:00+00:00
2652,184,2,174,8,2020-04-11 00:00:00+00:00
2653,1267,1,1236,30,2020-04-11 00:00:00+00:00
2654,560,3,547,10,2020-04-12 00:00:00+00:00
2655,183,3,161,19,2020-04-12 00:00:00+00:00
2656,1,0,1,0,2020-04-12 00:00:00+00:00
2657,76,3,73,0,2020-04-12 00:00:00+00:00
2658,184,2,174,8,2020-04-12 00:00:00+00:00
2659,1267,1,1238,28,2020-04-12 00:00:00+00:00
2660,99,1,96,2,2020-04-12 00:00:00+00:00
2661,145,2,136,7,2020-04-12 00:00:00+00:00
2662,45,0,13,32,2020-04-12 00:00:00+00:00
2663,75,0,75,0,2020-04-12 00:00:00+00:00
2664,18,0,18,0,2020-04-12 00:00:00+00:00
2665,256,3,248,5,2020-04-12 00:00:00+00:00
2666,784,7,757,20,2020-04-12 00:00:00+00:00
2667,607,7,446,154,2020-04-12 00:00:00+00:00
2668,172,0,135,37,2020-04-12 00:00:00+00:00
2669,991,6,984,1,2020-04-12 00:00:00+00:00
2670,589,8,479,102,2020-04-12 00:00:00+00:00
2671,579,6,570,3,2020-04-12 00:00:00+00:00
2672,352,1,321,30,2020-04-12 00:00:00+00:00
2673,139,2,135,2,2020-04-12 00:00:00+00:00
2674,1552,8,1443,101,2020-04-12 00:00:00+00:00
2675,254,2,252,0,2020-04-12 00:00:00+00:00
2676,146,2,144,0,2020-04-12 00:00:00+00:00
2677,168,6,162,0,2020-04-12 00:00:00+00:00
2678,327,6,313,8,2020-04-12 00:00:00+00:00
2679,684,13,470,201,2020-04-12 00:00:00+00:00
2680,1276,22,1253,1,2020-04-12 00:00:00+00:00
2681,1004,4,360,640,2020-04-12 00:00:00+00:00
2682,67803,3219,64281,303,2020-04-12 00:00:00+00:00
2683,1019,4,1014,1,2020-04-12 00:00:00+00:00
2684,189,1,83,105,2020-04-12 00:00:00+00:00
2685,653,0,638,15,2020-04-12 00:00:00+00:00
2686,937,1,936,0,2020-04-12 00:00:00+00:00
2687,327,6,313,8,2020-04-13 00:00:00+00:00
2688,740,13,470,257,2020-04-13 00:00:00+00:00
2689,1276,22,1253,1,2020-04-13 00:00:00+00:00
2690,1009,4,360,645,2020-04-13 00:00:00+00:00
2691,67803,3221,64338,244,2020-04-13 00:00:00+00:00
2692,1019,4,1014,1,2020-04-13 00:00:00+00:00
2693,190,1,83,106,2020-04-13 00:00:00+00:00
2694,653,0,638,15,2020-04-13 00:00:00+00:00
2695,937,1,936,0,2020-04-13 00:00:00+00:00
2696,100,1,96,3,2020-04-13 00:00:00+00:00
2697,145,2,136,7,2020-04-13 00:00:00+00:00
2698,45,0,13,32,2020-04-13 00:00:00+00:00
2699,75,0,75,0,2020-04-13 00:00:00+00:00
2700,18,0,18,0,2020-04-13 00:00:00+00:00
2701,256,3,248,5,2020-04-13 00:00:00+00:00
2702,784,7,758,19,2020-04-13 00:00:00+00:00
2703,618,7,446,165,2020-04-13 00:00:00+00:00
2704,173,0,135,38,2020-04-13 00:00:00+00:00
2705,560,3,548,9,2020-04-13 00:00:00+00:00
2706,184,3,164,17,2020-04-13 00:00:00+00:00
2707,1,0,1,0,2020-04-13 00:00:00+00:00
2708,76,3,73,0,2020-04-13 00:00:00+00:00
2709,184,2,174,8,2020-04-13 00:00:00+00:00
2710,1267,1,1239,27,2020-04-13 00:00:00+00:00
2711,991,6,984,1,2020-04-13 00:00:00+00:00
2712,589,8,484,97,2020-04-13 00:00:00+00:00
2713,579,6,570,3,2020-04-13 00:00:00+00:00
2714,352,1,325,26,2020-04-13 00:00:00+00:00
2715,139,2,135,2,2020-04-13 00:00:00+00:00
2716,1555,8,1454,93,2020-04-13 00:00:00+00:00
2717,254,2,252,0,2020-04-13 00:00:00+00:00
2718,146,2,144,0,2020-04-13 00:00:00+00:00
2719,168,6,162,0,2020-04-13 00:00:00+00:00
2720,991,6,984,1,2020-04-14 00:00:00+00:00
2721,589,8,491,90,2020-04-14 00:00:00+00:00
2722,579,6,570,3,2020-04-14 00:00:00+00:00
2723,353,1,329,23,2020-04-14 00:00:00+00:00
2724,139,2,136,1,2020-04-14 00:00:00+00:00
2725,1564,8,1458,98,2020-04-14 00:00:00+00:00
2726,254,2,252,0,2020-04-14 00:00:00+00:00
2727,146,2,144,0,2020-04-14 00:00:00+00:00
2728,168,6,162,0,2020-04-14 00:00:00+00:00
2729,100,1,96,3,2020-04-14 00:00:00+00:00
2730,145,2,138,5,2020-04-14 00:00:00+00:00
2731,45,0,13,32,2020-04-14 00:00:00+00:00
2732,75,0,75,0,2020-04-14 00:00:00+00:00
2733,18,0,18,0,2020-04-14 00:00:00+00:00
2734,256,3,248,5,2020-04-14 00:00:00+00:00
2735,784,7,759,18,2020-04-14 00:00:00+00:00
2736,618,7,468,143,2020-04-14 00:00:00+00:00
2737,173,0,135,38,2020-04-14 00:00:00+00:00
2738,327,6,314,7,2020-04-14 00:00:00+00:00
2739,819,13,470,336,2020-04-14 00:00:00+00:00
2740,1276,22,1254,0,2020-04-14 00:00:00+00:00
2741,1012,4,434,574,2020-04-14 00:00:00+00:00
2742,67803,3221,64363,219,2020-04-14 00:00:00+00:00
2743,1019,4,1014,1,2020-04-14 00:00:00+00:00
2744,190,1,91,98,2020-04-14 00:00:00+00:00
2745,653,0,641,12,2020-04-14 00:00:00+00:00
2746,937,1,936,0,2020-04-14 00:00:00+00:00
2747,560,3,548,9,2020-04-14 00:00:00+00:00
2748,185,3,168,14,2020-04-14 00:00:00+00:00
2749,1,0,1,0,2020-04-14 00:00:00+00:00
2750,76,3,73,0,2020-04-14 00:00:00+00:00
2751,184,2,175,7,2020-04-14 00:00:00+00:00
2752,1267,1,1242,24,2020-04-14 00:00:00+00:00
2753,560,3,550,7,2020-04-15 00:00:00+00:00
2754,185,3,171,11,2020-04-15 00:00:00+00:00
2755,1,0,1,0,2020-04-15 00:00:00+00:00
2756,76,3,73,0,2020-04-15 00:00:00+00:00
2757,184,2,176,6,2020-04-15 00:00:00+00:00
2758,1268,1,1244,23,2020-04-15 00:00:00+00:00
2759,102,1,96,5,2020-04-15 00:00:00+00:00
2760,145,2,138,5,2020-04-15 00:00:00+00:00
2761,45,0,16,29,2020-04-15 00:00:00+00:00
2762,75,0,75,0,2020-04-15 00:00:00+00:00
2763,18,0,18,0,2020-04-15 00:00:00+00:00
2764,256,3,251,2,2020-04-15 00:00:00+00:00
2765,784,7,761,16,2020-04-15 00:00:00+00:00
2766,622,7,485,130,2020-04-15 00:00:00+00:00
2767,186,0,135,51,2020-04-15 00:00:00+00:00
2768,991,6,984,1,2020-04-15 00:00:00+00:00
2769,590,8,495,87,2020-04-15 00:00:00+00:00
2770,579,6,570,3,2020-04-15 00:00:00+00:00
2771,353,1,331,21,2020-04-15 00:00:00+00:00
2772,139,2,136,1,2020-04-15 00:00:00+00:00
2773,1566,8,1462,96,2020-04-15 00:00:00+00:00
2774,254,2,252,0,2020-04-15 00:00:00+00:00
2775,146,2,144,0,2020-04-15 00:00:00+00:00
2776,168,6,162,0,2020-04-15 00:00:00+00:00
2777,327,6,314,7,2020-04-15 00:00:00+00:00
2778,841,13,470,358,2020-04-15 00:00:00+00:00
2779,1276,22,1254,0,2020-04-15 00:00:00+00:00
2780,1017,4,459,554,2020-04-15 00:00:00+00:00
2781,67803,3222,64402,179,2020-04-15 00:00:00+00:00
2782,1019,4,1014,1,2020-04-15 00:00:00+00:00
2783,190,1,94,95,2020-04-15 00:00:00+00:00
2784,653,0,642,11,2020-04-15 00:00:00+00:00
2785,937,1,936,0,2020-04-15 00:00:00+00:00
2786,328,6,315,7,2020-04-16 00:00:00+00:00
2787,861,13,471,377,2020-04-16 00:00:00+00:00
2788,1276,22,1254,0,2020-04-16 00:00:00+00:00
2789,1017,4,485,528,2020-04-16 00:00:00+00:00
2790,67803,3222,64435,146,2020-04-16 00:00:00+00:00
2791,1019,4,1014,1,2020-04-16 00:00:00+00:00
2792,193,1,94,98,2020-04-16 00:00:00+00:00
2793,653,0,642,11,2020-04-16 00:00:00+00:00
2794,937,1,936,0,2020-04-16 00:00:00+00:00
2795,102,1,96,5,2020-04-16 00:00:00+00:00
2796,145,2,140,3,2020-04-16 00:00:00+00:00
2797,45,0,16,29,2020-04-16 00:00:00+00:00
2798,75,0,75,0,2020-04-16 00:00:00+00:00
2799,18,0,18,0,2020-04-16 00:00:00+00:00
2800,256,3,251,2,2020-04-16 00:00:00+00:00
2801,784,7,761,16,2020-04-16 00:00:00+00:00
2802,628,7,489,132,2020-04-16 00:00:00+00:00
2803,194,0,135,59,2020-04-16 00:00:00+00:00
2804,560,3,552,5,2020-04-16 00:00:00+00:00
2805,186,3,172,11,2020-04-16 00:00:00+00:00
2806,1,0,1,0,2020-04-16 00:00:00+00:00
2807,76,3,73,0,2020-04-16 00:00:00+00:00
2808,184,2,176,6,2020-04-16 00:00:00+00:00
2809,1268,1,1244,23,2020-04-16 00:00:00+00:00
2810,991,6,984,1,2020-04-16 00:00:00+00:00
2811,593,8,503,82,2020-04-16 00:00:00+00:00
2812,579,6,570,3,2020-04-16 00:00:00+00:00
2813,353,1,333,19,2020-04-16 00:00:00+00:00
2814,139,2,137,0,2020-04-16 00:00:00+00:00
2815,1571,8,1471,92,2020-04-16 00:00:00+00:00
2816,254,2,252,0,2020-04-16 00:00:00+00:00
2817,146,2,144,0,2020-04-16 00:00:00+00:00
2818,168,6,162,0,2020-04-16 00:00:00+00:00
2819,991,6,984,1,2020-04-17 00:00:00+00:00
2820,593,8,509,76,2020-04-17 00:00:00+00:00
2821,579,6,570,3,2020-04-17 00:00:00+00:00
2822,354,1,334,19,2020-04-17 00:00:00+00:00
2823,139,2,137,0,2020-04-17 00:00:00+00:00
2824,1577,8,1475,94,2020-04-17 00:00:00+00:00
2825,254,2,252,0,2020-04-17 00:00:00+00:00
2826,146,2,144,0,2020-04-17 00:00:00+00:00
2827,168,6,162,0,2020-04-17 00:00:00+00:00
2828,102,1,97,4,2020-04-17 00:00:00+00:00
2829,146,2,140,4,2020-04-17 00:00:00+00:00
2830,45,0,16,29,2020-04-17 00:00:00+00:00
2831,75,0,75,0,2020-04-17 00:00:00+00:00
2832,18,0,18,0,2020-04-17 00:00:00+00:00
2833,256,3,252,1,2020-04-17 00:00:00+00:00
2834,787,7,761,19,2020-04-17 00:00:00+00:00
2835,628,7,512,109,2020-04-17 00:00:00+00:00
2836,197,0,135,62,2020-04-17 00:00:00+00:00
2837,328,6,316,6,2020-04-17 00:00:00+00:00
2838,872,13,471,388,2020-04-17 00:00:00+00:00
2839,1276,22,1254,0,2020-04-17 00:00:00+00:00
2840,1021,4,533,484,2020-04-17 00:00:00+00:00
2841,68128,4512,63487,129,2020-04-17 00:00:00+00:00
2842,1019,4,1014,1,2020-04-17 00:00:00+00:00
2843,193,1,103,89,2020-04-17 00:00:00+00:00
2844,653,0,643,10,2020-04-17 00:00:00+00:00
2845,937,1,936,0,2020-04-17 00:00:00+00:00
2846,560,3,552,5,2020-04-17 00:00:00+00:00
2847,189,3,173,13,2020-04-17 00:00:00+00:00
2848,1,0,1,0,2020-04-17 00:00:00+00:00
2849,76,3,73,0,2020-04-17 00:00:00+00:00
2850,184,2,177,5,2020-04-17 00:00:00+00:00
2851,1268,1,1246,21,2020-04-17 00:00:00+00:00
2852,561,3,553,5,2020-04-18 00:00:00+00:00
2853,189,3,173,13,2020-04-18 00:00:00+00:00
2854,1,0,1,0,2020-04-18 00:00:00+00:00
2855,76,3,73,0,2020-04-18 00:00:00+00:00
2856,184,2,177,5,2020-04-18 00:00:00+00:00
2857,1268,1,1246,21,2020-04-18 00:00:00+00:00
2858,102,1,97,4,2020-04-18 00:00:00+00:00
2859,146,2,142,2,2020-04-18 00:00:00+00:00
2860,45,0,17,28,2020-04-18 00:00:00+00:00
2861,75,0,75,0,2020-04-18 00:00:00+00:00
2862,18,0,18,0,2020-04-18 00:00:00+00:00
2863,256,3,252,1,2020-04-18 00:00:00+00:00
2864,787,7,765,15,2020-04-18 00:00:00+00:00
2865,628,7,512,109,2020-04-18 00:00:00+00:00
2866,197,0,135,62,2020-04-18 00:00:00+00:00
2867,991,6,984,1,2020-04-18 00:00:00+00:00
2868,593,8,509,76,2020-04-18 00:00:00+00:00
2869,579,6,570,3,2020-04-18 00:00:00+00:00
2870,355,1,336,18,2020-04-18 00:00:00+00:00
2871,139,2,137,0,2020-04-18 00:00:00+00:00
2872,1579,8,1482,89,2020-04-18 00:00:00+00:00
2873,254,2,252,0,2020-04-18 00:00:00+00:00
2874,146,2,144,0,2020-04-18 00:00:00+00:00
2875,168,6,162,0,2020-04-18 00:00:00+00:00
2876,328,6,316,6,2020-04-18 00:00:00+00:00
2877,892,13,472,407,2020-04-18 00:00:00+00:00
2878,1276,22,1254,0,2020-04-18 00:00:00+00:00
2879,1024,4,568,452,2020-04-18 00:00:00+00:00
2880,68128,4512,63494,122,2020-04-18 00:00:00+00:00
2881,1019,4,1015,0,2020-04-18 00:00:00+00:00
2882,193,1,104,88,2020-04-18 00:00:00+00:00
2883,653,0,643,10,2020-04-18 00:00:00+00:00
2884,937,1,936,0,2020-04-18 00:00:00+00:00
2885,328,6,316,6,2020-04-19 00:00:00+00:00
2886,898,13,472,413,2020-04-19 00:00:00+00:00
2887,1276,22,1254,0,2020-04-19 00:00:00+00:00
2888,1025,4,602,419,2020-04-19 00:00:00+00:00
2889,68128,4512,63507,109,2020-04-19 00:00:00+00:00
2890,1019,4,1015,0,2020-04-19 00:00:00+00:00
2891,193,1,104,88,2020-04-19 00:00:00+00:00
2892,653,0,643,10,2020-04-19 00:00:00+00:00
2893,937,1,936,0,2020-04-19 00:00:00+00:00
2894,104,1,97,6,2020-04-19 00:00:00+00:00
2895,146,2,142,2,2020-04-19 00:00:00+00:00
2896,45,0,20,25,2020-04-19 00:00:00+00:00
2897,75,0,75,0,2020-04-19 00:00:00+00:00
2898,18,0,18,0,2020-04-19 00:00:00+00:00
2899,256,3,252,1,2020-04-19 00:00:00+00:00
2900,787,7,765,15,2020-04-19 00:00:00+00:00
2901,635,7,521,107,2020-04-19 00:00:00+00:00
2902,197,0,135,62,2020-04-19 00:00:00+00:00
2903,561,3,554,4,2020-04-19 00:00:00+00:00
2904,189,3,174,12,2020-04-19 00:00:00+00:00
2905,1,0,1,0,2020-04-19 00:00:00+00:00
2906,76,3,73,0,2020-04-19 00:00:00+00:00
2907,184,2,178,4,2020-04-19 00:00:00+00:00
2908,1268,1,1247,20,2020-04-19 00:00:00+00:00
2909,991,6,984,1,2020-04-19 00:00:00+00:00
2910,593,8,510,75,2020-04-19 00:00:00+00:00
2911,579,6,570,3,2020-04-19 00:00:00+00:00
2912,355,1,339,15,2020-04-19 00:00:00+00:00
2913,139,2,137,0,2020-04-19 00:00:00+00:00
2914,1580,8,1490,82,2020-04-19 00:00:00+00:00
2915,254,2,252,0,2020-04-19 00:00:00+00:00
2916,147,2,145,0,2020-04-19 00:00:00+00:00
2917,168,6,162,0,2020-04-19 00:00:00+00:00
2918,991,6,984,1,2020-04-20 00:00:00+00:00
2919,593,8,514,71,2020-04-20 00:00:00+00:00
2920,579,6,570,3,2020-04-20 00:00:00+00:00
2921,355,1,339,15,2020-04-20 00:00:00+00:00
2922,139,2,137,0,2020-04-20 00:00:00+00:00
2923,1581,8,1494,79,2020-04-20 00:00:00+00:00
2924,254,2,252,0,2020-04-20 00:00:00+00:00
2925,147,2,145,0,2020-04-20 00:00:00+00:00
2926,168,6,162,0,2020-04-20 00:00:00+00:00
2927,104,1,97,6,2020-04-20 00:00:00+00:00
2928,146,2,143,1,2020-04-20 00:00:00+00:00
2929,45,0,22,23,2020-04-20 00:00:00+00:00
2930,75,0,75,0,2020-04-20 00:00:00+00:00
2931,18,0,18,0,2020-04-20 00:00:00+00:00
2932,256,3,252,1,2020-04-20 00:00:00+00:00
2933,787,7,765,15,2020-04-20 00:00:00+00:00
2934,638,7,530,101,2020-04-20 00:00:00+00:00
2935,197,0,135,62,2020-04-20 00:00:00+00:00
2936,328,6,317,5,2020-04-20 00:00:00+00:00
2937,905,13,472,420,2020-04-20 00:00:00+00:00
2938,1276,22,1254,0,2020-04-20 00:00:00+00:00
2939,1025,4,630,391,2020-04-20 00:00:00+00:00
2940,68128,4512,63511,105,2020-04-20 00:00:00+00:00
2941,1019,4,1015,0,2020-04-20 00:00:00+00:00
2942,194,1,104,89,2020-04-20 00:00:00+00:00
2943,653,0,643,10,2020-04-20 00:00:00+00:00
2944,937,1,936,0,2020-04-20 00:00:00+00:00
2945,561,3,554,4,2020-04-20 00:00:00+00:00
2946,189,3,174,12,2020-04-20 00:00:00+00:00
2947,1,0,1,0,2020-04-20 00:00:00+00:00
2948,76,3,73,0,2020-04-20 00:00:00+00:00
2949,184,2,178,4,2020-04-20 00:00:00+00:00
2950,1268,1,1249,18,2020-04-20 00:00:00+00:00
2951,561,3,554,4,2020-04-21 00:00:00+00:00
2952,189,3,176,10,2020-04-21 00:00:00+00:00
2953,1,0,1,0,2020-04-21 00:00:00+00:00
2954,76,3,73,0,2020-04-21 00:00:00+00:00
2955,184,2,178,4,2020-04-21 00:00:00+00:00
2956,1268,1,1251,16,2020-04-21 00:00:00+00:00
2957,106,1,97,8,2020-04-21 00:00:00+00:00
2958,146,2,143,1,2020-04-21 00:00:00+00:00
2959,45,0,24,21,2020-04-21 00:00:00+00:00
2960,75,0,75,0,2020-04-21 00:00:00+00:00
2961,18,0,18,0,2020-04-21 00:00:00+00:00
2962,277,3,253,21,2020-04-21 00:00:00+00:00
2963,787,7,765,15,2020-04-21 00:00:00+00:00
2964,638,7,530,101,2020-04-21 00:00:00+00:00
2965,197,0,140,57,2020-04-21 00:00:00+00:00
2966,991,6,984,1,2020-04-21 00:00:00+00:00
2967,593,8,516,69,2020-04-21 00:00:00+00:00
2968,579,6,570,3,2020-04-21 00:00:00+00:00
2969,355,1,341,13,2020-04-21 00:00:00+00:00
2970,139,2,137,0,2020-04-21 00:00:00+00:00
2971,1582,8,1501,73,2020-04-21 00:00:00+00:00
2972,254,2,252,0,2020-04-21 00:00:00+00:00
2973,147,2,145,0,2020-04-21 00:00:00+00:00
2974,168,6,162,0,2020-04-21 00:00:00+00:00
2975,328,6,317,5,2020-04-21 00:00:00+00:00
2976,913,13,475,425,2020-04-21 00:00:00+00:00
2977,1276,22,1254,0,2020-04-21 00:00:00+00:00
2978,1029,4,650,375,2020-04-21 00:00:00+00:00
2979,68128,4512,63514,102,2020-04-21 00:00:00+00:00
2980,1019,4,1015,0,2020-04-21 00:00:00+00:00
2981,194,1,108,85,2020-04-21 00:00:00+00:00
2982,653,0,644,9,2020-04-21 00:00:00+00:00
2983,937,1,936,0,2020-04-21 00:00:00+00:00
2984,328,6,317,5,2020-04-22 00:00:00+00:00
2985,921,13,479,429,2020-04-22 00:00:00+00:00
2986,1276,22,1254,0,2020-04-22 00:00:00+00:00
2987,1033,4,678,351,2020-04-22 00:00:00+00:00
2988,68128,4512,63519,97,2020-04-22 00:00:00+00:00
2989,1019,4,1015,0,2020-04-22 00:00:00+00:00
2990,194,1,108,85,2020-04-22 00:00:00+00:00
2991,653,0,645,8,2020-04-22 00:00:00+00:00
2992,937,1,936,0,2020-04-22 00:00:00+00:00
2993,106,1,98,7,2020-04-22 00:00:00+00:00
2994,146,2,143,1,2020-04-22 00:00:00+00:00
2995,45,0,26,19,2020-04-22 00:00:00+00:00
2996,75,0,75,0,2020-04-22 00:00:00+00:00
2997,18,0,18,0,2020-04-22 00:00:00+00:00
2998,279,3,253,23,2020-04-22 00:00:00+00:00
2999,787,7,766,14,2020-04-22 00:00:00+00:00
3000,639,7,534,98,2020-04-22 00:00:00+00:00
3001,197,0,140,57,2020-04-22 00:00:00+00:00
3002,561,3,556,2,2020-04-22 00:00:00+00:00
3003,189,3,176,10,2020-04-22 00:00:00+00:00
3004,1,0,1,0,2020-04-22 00:00:00+00:00
3005,76,3,73,0,2020-04-22 00:00:00+00:00
3006,184,2,178,4,2020-04-22 00:00:00+00:00
3007,1268,1,1252,15,2020-04-22 00:00:00+00:00
3008,991,6,984,1,2020-04-22 00:00:00+00:00
3009,593,8,518,67,2020-04-22 00:00:00+00:00
3010,579,6,570,3,2020-04-22 00:00:00+00:00
3011,355,1,342,12,2020-04-22 00:00:00+00:00
3012,139,2,137,0,2020-04-22 00:00:00+00:00
3013,1582,8,1511,63,2020-04-22 00:00:00+00:00
3014,254,2,252,0,2020-04-22 00:00:00+00:00
3015,147,2,145,0,2020-04-22 00:00:00+00:00
3016,168,6,162,0,2020-04-22 00:00:00+00:00
3017,991,6,984,1,2020-04-23 00:00:00+00:00
3018,593,8,524,61,2020-04-23 00:00:00+00:00
3019,579,6,573,0,2020-04-23 00:00:00+00:00
3020,355,1,346,8,2020-04-23 00:00:00+00:00
3021,139,2,137,0,2020-04-23 00:00:00+00:00
3022,1585,8,1528,49,2020-04-23 00:00:00+00:00
3023,254,2,252,0,2020-04-23 00:00:00+00:00
3024,147,2,145,0,2020-04-23 00:00:00+00:00
3025,168,6,162,0,2020-04-23 00:00:00+00:00
3026,108,1,99,8,2020-04-23 00:00:00+00:00
3027,146,2,143,1,2020-04-23 00:00:00+00:00
3028,45,0,27,18,2020-04-23 00:00:00+00:00
3029,75,0,75,0,2020-04-23 00:00:00+00:00
3030,18,0,18,0,2020-04-23 00:00:00+00:00
3031,279,3,253,23,2020-04-23 00:00:00+00:00
3032,787,7,766,14,2020-04-23 00:00:00+00:00
3033,641,7,533,101,2020-04-23 00:00:00+00:00
3034,197,0,142,55,2020-04-23 00:00:00+00:00
3035,328,6,317,5,2020-04-23 00:00:00+00:00
3036,928,13,485,430,2020-04-23 00:00:00+00:00
3037,1276,22,1254,0,2020-04-23 00:00:00+00:00
3038,1035,4,699,332,2020-04-23 00:00:00+00:00
3039,68128,4512,63569,47,2020-04-23 00:00:00+00:00
3040,1019,4,1015,0,2020-04-23 00:00:00+00:00
3041,194,1,108,85,2020-04-23 00:00:00+00:00
3042,653,0,646,7,2020-04-23 00:00:00+00:00
3043,937,1,936,0,2020-04-23 00:00:00+00:00
3044,561,3,558,0,2020-04-23 00:00:00+00:00
3045,189,3,179,7,2020-04-23 00:00:00+00:00
3046,1,0,1,0,2020-04-23 00:00:00+00:00
3047,76,3,73,0,2020-04-23 00:00:00+00:00
3048,184,2,180,2,2020-04-23 00:00:00+00:00
3049,1268,1,1256,11,2020-04-23 00:00:00+00:00
3050,561,3,558,0,2020-04-24 00:00:00+00:00
3051,190,3,181,6,2020-04-24 00:00:00+00:00
3052,1,0,1,0,2020-04-24 00:00:00+00:00
3053,76,3,73,0,2020-04-24 00:00:00+00:00
3054,185,2,180,3,2020-04-24 00:00:00+00:00
3055,1268,1,1256,11,2020-04-24 00:00:00+00:00
3056,109,1,99,9,2020-04-24 00:00:00+00:00
3057,146,2,143,1,2020-04-24 00:00:00+00:00
3058,45,0,27,18,2020-04-24 00:00:00+00:00
3059,75,0,75,0,2020-04-24 00:00:00+00:00
3060,18,0,18,0,2020-04-24 00:00:00+00:00
3061,286,3,253,30,2020-04-24 00:00:00+00:00
3062,787,7,767,13,2020-04-24 00:00:00+00:00
3063,641,7,558,76,2020-04-24 00:00:00+00:00
3064,197,0,149,48,2020-04-24 00:00:00+00:00
3065,991,6,985,0,2020-04-24 00:00:00+00:00
3066,593,8,525,60,2020-04-24 00:00:00+00:00
3067,579,6,573,0,2020-04-24 00:00:00+00:00
3068,355,1,349,5,2020-04-24 00:00:00+00:00
3069,139,2,137,0,2020-04-24 00:00:00+00:00
3070,1585,8,1534,43,2020-04-24 00:00:00+00:00
3071,254,2,252,0,2020-04-24 00:00:00+00:00
3072,147,2,145,0,2020-04-24 00:00:00+00:00
3073,168,6,162,0,2020-04-24 00:00:00+00:00
3074,328,6,318,4,2020-04-24 00:00:00+00:00
3075,930,13,508,409,2020-04-24 00:00:00+00:00
3076,1276,22,1254,0,2020-04-24 00:00:00+00:00
3077,1035,4,725,306,2020-04-24 00:00:00+00:00
3078,68128,4512,63593,23,2020-04-24 00:00:00+00:00
3079,1019,4,1015,0,2020-04-24 00:00:00+00:00
3080,197,1,114,82,2020-04-24 00:00:00+00:00
3081,653,0,646,7,2020-04-24 00:00:00+00:00
3082,937,1,936,0,2020-04-24 00:00:00+00:00
3083,328,6,318,4,2020-04-25 00:00:00+00:00
3084,935,13,511,411,2020-04-25 00:00:00+00:00
3085,1276,22,1254,0,2020-04-25 00:00:00+00:00
3086,1037,4,753,280,2020-04-25 00:00:00+00:00
3087,68128,4512,63604,12,2020-04-25 00:00:00+00:00
3088,1019,4,1015,0,2020-04-25 00:00:00+00:00
3089,198,1,121,76,2020-04-25 00:00:00+00:00
3090,653,0,646,7,2020-04-25 00:00:00+00:00
3091,937,1,936,0,2020-04-25 00:00:00+00:00
