,CN_Confirmed,CN_Deaths,CN_Recovered,CN_Active,Date
1238,296,1,243,52,2020-02-29 00:00:00+00:00
1239,91,2,82,7,2020-02-29 00:00:00+00:00
1240,1349,7,983,359,2020-02-29 00:00:00+00:00
1241,252,2,176,74,2020-02-29 00:00:00+00:00
1242,146,2,112,32,2020-02-29 00:00:00+00:00
1243,168,5,148,15,2020-02-29 00:00:00+00:00
1244,93,1,75,17,2020-02-29 00:00:00+00:00
1245,121,1,96,24,2020-02-29 00:00:00+00:00
1246,10,0,8,2,2020-02-29 00:00:00+00:00
1247,73,0,69,4,2020-02-29 00:00:00+00:00
1248,18,0,18,0,2020-02-29 00:00:00+00:00
1249,245,1,207,37,2020-02-29 00:00:00+00:00
1250,756,6,421,329,2020-02-29 00:00:00+00:00
1251,337,3,287,47,2020-02-29 00:00:00+00:00
1252,133,0,114,19,2020-02-29 00:00:00+00:00
1253,318,6,282,30,2020-02-29 00:00:00+00:00
1254,480,13,301,166,2020-02-29 00:00:00+00:00
1255,1272,21,1170,81,2020-02-29 00:00:00+00:00
1256,95,2,33,60,2020-02-29 00:00:00+00:00
1257,66337,2727,28993,34617,2020-02-29 00:00:00+00:00
1258,1018,4,846,168,2020-02-29 00:00:00+00:00
1259,75,0,49,26,2020-02-29 00:00:00+00:00
1260,631,0,523,108,2020-02-29 00:00:00+00:00
1261,935,1,811,123,2020-02-29 00:00:00+00:00
1262,538,3,351,184,2020-02-29 00:00:00+00:00
1263,136,3,109,24,2020-02-29 00:00:00+00:00
1264,1,0,1,0,2020-02-29 00:00:00+00:00
1265,76,3,62,11,2020-02-29 00:00:00+00:00
1266,174,2,157,15,2020-02-29 00:00:00+00:00
1267,1205,1,1016,188,2020-02-29 00:00:00+00:00
1268,538,3,365,170,2020-03-01 00:00:00+00:00
1269,136,3,111,22,2020-03-01 00:00:00+00:00
1270,1,0,1,0,2020-03-01 00:00:00+00:00
1271,76,3,64,9,2020-03-01 00:00:00+00:00
1272,174,2,163,9,2020-03-01 00:00:00+00:00
1273,1205,1,1046,158,2020-03-01 00:00:00+00:00
1274,93,1,78,14,2020-03-01 00:00:00+00:00
1275,122,1,103,18,2020-03-01 00:00:00+00:00
1276,10,0,8,2,2020-03-01 00:00:00+00:00
1277,73,0,69,4,2020-03-01 00:00:00+00:00
1278,18,0,18,0,2020-03-01 00:00:00+00:00
1279,245,1,208,36,2020-03-01 00:00:00+00:00
1280,758,6,443,309,2020-03-01 00:00:00+00:00
1281,337,3,290,44,2020-03-01 00:00:00+00:00
1282,133,0,116,17,2020-03-01 00:00:00+00:00
1283,990,6,873,111,2020-03-01 00:00:00+00:00
1284,413,8,276,129,2020-03-01 00:00:00+00:00
1285,576,6,450,120,2020-03-01 00:00:00+00:00
1286,296,1,247,48,2020-03-01 00:00:00+00:00
1287,91,2,84,5,2020-03-01 00:00:00+00:00
1288,1349,7,1016,326,2020-03-01 00:00:00+00:00
1289,252,2,181,69,2020-03-01 00:00:00+00:00
1290,146,2,112,32,2020-03-01 00:00:00+00:00
1291,168,5,149,14,2020-03-01 00:00:00+00:00
1292,318,6,294,18,2020-03-01 00:00:00+00:00
1293,480,13,342,125,2020-03-01 00:00:00+00:00
1294,1272,22,1198,52,2020-03-01 00:00:00+00:00
1295,96,2,36,58,2020-03-01 00:00:00+00:00
1296,66907,2761,31536,32610,2020-03-01 00:00:00+00:00
1297,1018,4,866,148,2020-03-01 00:00:00+00:00
1298,75,0,52,23,2020-03-01 00:00:00+00:00
1299,631,0,536,95,2020-03-01 00:00:00+00:00
1300,935,1,831,103,2020-03-01 00:00:00+00:00
1301,318,6,296,16,2020-03-02 00:00:00+00:00
1302,480,13,356,111,2020-03-02 00:00:00+00:00
1303,1272,22,1205,45,2020-03-02 00:00:00+00:00
1304,100,2,36,62,2020-03-02 00:00:00+00:00
1305,67103,2803,33934,30366,2020-03-02 00:00:00+00:00
1306,1018,4,887,127,2020-03-02 00:00:00+00:00
1307,75,0,54,21,2020-03-02 00:00:00+00:00
1308,631,0,543,88,2020-03-02 00:00:00+00:00
1309,935,1,850,84,2020-03-02 00:00:00+00:00
1310,93,1,83,9,2020-03-02 00:00:00+00:00
1311,122,1,103,18,2020-03-02 00:00:00+00:00
1312,10,0,8,2,2020-03-02 00:00:00+00:00
1313,74,0,69,5,2020-03-02 00:00:00+00:00
1314,18,0,18,0,2020-03-02 00:00:00+00:00
1315,245,1,216,28,2020-03-02 00:00:00+00:00
1316,758,6,460,292,2020-03-02 00:00:00+00:00
1317,337,3,292,42,2020-03-02 00:00:00+00:00
1318,133,0,119,14,2020-03-02 00:00:00+00:00
1319,538,3,386,149,2020-03-02 00:00:00+00:00
1320,136,3,111,22,2020-03-02 00:00:00+00:00
1321,1,0,1,0,2020-03-02 00:00:00+00:00
1322,76,3,66,7,2020-03-02 00:00:00+00:00
1323,174,2,168,4,2020-03-02 00:00:00+00:00
1324,1206,1,1069,136,2020-03-02 00:00:00+00:00
1325,990,6,917,67,2020-03-02 00:00:00+00:00
1326,414,8,282,124,2020-03-02 00:00:00+00:00
1327,576,6,469,101,2020-03-02 00:00:00+00:00
1328,296,1,255,40,2020-03-02 00:00:00+00:00
1329,91,2,85,4,2020-03-02 00:00:00+00:00
1330,1350,7,1059,284,2020-03-02 00:00:00+00:00
1331,252,2,192,58,2020-03-02 00:00:00+00:00
1332,146,2,114,30,2020-03-02 00:00:00+00:00
1333,168,5,151,12,2020-03-02 00:00:00+00:00
1334,990,6,936,48,2020-03-03 00:00:00+00:00
1335,414,8,288,118,2020-03-03 00:00:00+00:00
1336,576,6,490,80,2020-03-03 00:00:00+00:00
1337,296,1,260,35,2020-03-03 00:00:00+00:00
1338,91,2,86,3,2020-03-03 00:00:00+00:00
1339,1350,7,1101,242,2020-03-03 00:00:00+00:00
1340,252,2,202,48,2020-03-03 00:00:00+00:00
1341,146,2,114,30,2020-03-03 00:00:00+00:00
1342,168,5,155,8,2020-03-03 00:00:00+00:00
1343,93,1,83,9,2020-03-03 00:00:00+00:00
1344,125,1,106,18,2020-03-03 00:00:00+00:00
1345,10,0,9,1,2020-03-03 00:00:00+00:00
1346,74,0,69,5,2020-03-03 00:00:00+00:00
1347,18,0,18,0,2020-03-03 00:00:00+00:00
1348,245,1,216,28,2020-03-03 00:00:00+00:00
1349,758,6,511,241,2020-03-03 00:00:00+00:00
1350,338,3,294,41,2020-03-03 00:00:00+00:00
1351,133,0,124,9,2020-03-03 00:00:00+00:00
1352,318,6,300,12,2020-03-03 00:00:00+00:00
1353,480,13,366,101,2020-03-03 00:00:00+00:00
1354,1272,22,1231,19,2020-03-03 00:00:00+00:00
1355,100,2,37,61,2020-03-03 00:00:00+00:00
1356,67217,2835,36208,28174,2020-03-03 00:00:00+00:00
1357,1018,4,906,108,2020-03-03 00:00:00+00:00
1358,75,1,59,15,2020-03-03 00:00:00+00:00
1359,631,0,562,69,2020-03-03 00:00:00+00:00
1360,935,1,870,64,2020-03-03 00:00:00+00:00
1361,538,3,394,141,2020-03-03 00:00:00+00:00
1362,136,3,124,9,2020-03-03 00:00:00+00:00
1363,1,0,1,0,2020-03-03 00:00:00+00:00
1364,76,3,68,5,2020-03-03 00:00:00+00:00
1365,174,2,169,3,2020-03-03 00:00:00+00:00
1366,1213,1,1093,119,2020-03-03 00:00:00+00:00
1367,538,3,406,129,2020-03-04 00:00:00+00:00
1368,136,3,124,9,2020-03-04 00:00:00+00:00
1369,1,0,1,0,2020-03-04 00:00:00+00:00
1370,76,3,69,4,2020-03-04 00:00:00+00:00
1371,174,2,169,3,2020-03-04 00:00:00+00:00
1372,1213,1,1114,98,2020-03-04 00:00:00+00:00
1373,93,1,86,6,2020-03-04 00:00:00+00:00
1374,125,1,106,18,2020-03-04 00:00:00+00:00
1375,10,0,9,1,2020-03-04 00:00:00+00:00
1376,75,0,69,6,2020-03-04 00:00:00+00:00
1377,18,0,18,0,2020-03-04 00:00:00+00:00
1378,245,1,223,21,2020-03-04 00:00:00+00:00
1379,758,6,516,236,2020-03-04 00:00:00+00:00
1380,338,3,298,37,2020-03-04 00:00:00+00:00
1381,133,0,124,9,2020-03-04 00:00:00+00:00
1382,990,6,956,28,2020-03-04 00:00:00+00:00
1383,418,8,297,113,2020-03-04 00:00:00+00:00
1384,576,6,502,68,2020-03-04 00:00:00+00:00
1385,296,1,270,25,2020-03-04 00:00:00+00:00
1386,91,2,87,2,2020-03-04 00:00:00+00:00
1387,1350,7,1133,210,2020-03-04 00:00:00+00:00
1388,252,2,210,40,2020-03-04 00:00:00+00:00
1389,146,2,114,30,2020-03-04 00:00:00+00:00
1390,168,5,158,5,2020-03-04 00:00:00+00:00
1391,318,6,301,11,2020-03-04 00:00:00+00:00
1392,480,13,373,94,2020-03-04 00:00:00+00:00
1393,1272,22,1234,16,2020-03-04 00:00:00+00:00
1394,105,2,37,66,2020-03-04 00:00:00+00:00
1395,67332,2871,38557,25904,2020-03-04 00:00:00+00:00
1396,1018,4,916,98,2020-03-04 00:00:00+00:00
1397,75,1,63,11,2020-03-04 00:00:00+00:00
1398,631,0,577,54,2020-03-04 00:00:00+00:00
1399,935,1,884,50,2020-03-04 00:00:00+00:00
1400,318,6,304,8,2020-03-05 00:00:00+00:00
1401,481,13,379,89,2020-03-05 00:00:00+00:00
1402,1272,22,1239,11,2020-03-05 00:00:00+00:00
1403,105,2,43,60,2020-03-05 00:00:00+00:00
1404,67466,2902,40592,23972,2020-03-05 00:00:00+00:00
1405,1018,4,938,76,2020-03-05 00:00:00+00:00
1406,75,1,65,9,2020-03-05 00:00:00+00:00
1407,631,0,583,48,2020-03-05 00:00:00+00:00
1408,935,1,901,33,2020-03-05 00:00:00+00:00
1409,93,1,88,4,2020-03-05 00:00:00+00:00
1410,125,1,106,18,2020-03-05 00:00:00+00:00
1411,10,0,9,1,2020-03-05 00:00:00+00:00
1412,75,0,69,6,2020-03-05 00:00:00+00:00
1413,18,0,18,0,2020-03-05 00:00:00+00:00
1414,245,1,224,20,2020-03-05 00:00:00+00:00
1415,758,6,578,174,2020-03-05 00:00:00+00:00
1416,339,3,303,33,2020-03-05 00:00:00+00:00
1417,133,0,126,7,2020-03-05 00:00:00+00:00
1418,539,3,425,111,2020-03-05 00:00:00+00:00
1419,136,3,128,5,2020-03-05 00:00:00+00:00
1420,1,0,1,0,2020-03-05 00:00:00+00:00
1421,76,3,70,3,2020-03-05 00:00:00+00:00
1422,174,2,169,3,2020-03-05 00:00:00+00:00
1423,1215,1,1124,90,2020-03-05 00:00:00+00:00
1424,990,6,970,14,2020-03-05 00:00:00+00:00
1425,418,8,297,113,2020-03-05 00:00:00+00:00
1426,576,6,512,58,2020-03-05 00:00:00+00:00
1427,296,1,277,18,2020-03-05 00:00:00+00:00
1428,102,2,87,13,2020-03-05 00:00:00+00:00
1429,1351,7,1181,163,2020-03-05 00:00:00+00:00
1430,252,2,214,36,2020-03-05 00:00:00+00:00
1431,146,2,114,30,2020-03-05 00:00:00+00:00
1432,168,6,158,4,2020-03-05 00:00:00+00:00
1433,990,6,979,5,2020-03-06 00:00:00+00:00
1434,422,8,299,115,2020-03-06 00:00:00+00:00
1435,576,6,513,57,2020-03-06 00:00:00+00:00
1436,296,1,284,11,2020-03-06 00:00:00+00:00
1437,119,2,87,30,2020-03-06 00:00:00+00:00
1438,1352,7,1216,129,2020-03-06 00:00:00+00:00
1439,252,2,217,33,2020-03-06 00:00:00+00:00
1440,146,2,114,30,2020-03-06 00:00:00+00:00
1441,168,6,158,4,2020-03-06 00:00:00+00:00
1442,93,1,90,2,2020-03-06 00:00:00+00:00
1443,125,1,106,18,2020-03-06 00:00:00+00:00
1444,10,0,10,0,2020-03-06 00:00:00+00:00
1445,75,0,71,4,2020-03-06 00:00:00+00:00
1446,18,0,18,0,2020-03-06 00:00:00+00:00
1447,245,1,226,18,2020-03-06 00:00:00+00:00
1448,758,6,618,134,2020-03-06 00:00:00+00:00
1449,342,3,306,33,2020-03-06 00:00:00+00:00
1450,133,0,126,7,2020-03-06 00:00:00+00:00
1451,318,6,305,7,2020-03-06 00:00:00+00:00
1452,481,13,396,72,2020-03-06 00:00:00+00:00
1453,1272,22,1244,6,2020-03-06 00:00:00+00:00
1454,107,2,46,59,2020-03-06 00:00:00+00:00
1455,67592,2931,42033,22628,2020-03-06 00:00:00+00:00
1456,1018,4,955,59,2020-03-06 00:00:00+00:00
1457,75,1,65,9,2020-03-06 00:00:00+00:00
1458,631,0,594,37,2020-03-06 00:00:00+00:00
1459,935,1,909,25,2020-03-06 00:00:00+00:00
1460,539,3,442,94,2020-03-06 00:00:00+00:00
1461,136,3,128,5,2020-03-06 00:00:00+00:00
1462,1,0,1,0,2020-03-06 00:00:00+00:00
1463,76,3,71,2,2020-03-06 00:00:00+00:00
1464,174,2,170,2,2020-03-06 00:00:00+00:00
1465,1215,1,1147,67,2020-03-06 00:00:00+00:00
1466,539,3,454,82,2020-03-07 00:00:00+00:00
1467,136,3,128,5,2020-03-07 00:00:00+00:00
1468,1,0,1,0,2020-03-07 00:00:00+00:00
1469,76,3,72,1,2020-03-07 00:00:00+00:00
1470,174,2,170,2,2020-03-07 00:00:00+00:00
1471,1215,1,1154,60,2020-03-07 00:00:00+00:00
1472,93,1,90,2,2020-03-07 00:00:00+00:00
1473,125,1,107,17,2020-03-07 00:00:00+00:00
1474,10,0,10,0,2020-03-07 00:00:00+00:00
1475,75,0,71,4,2020-03-07 00:00:00+00:00
1476,18,0,18,0,2020-03-07 00:00:00+00:00
1477,245,1,226,18,2020-03-07 00:00:00+00:00
1478,758,6,627,125,2020-03-07 00:00:00+00:00
1479,342,3,313,26,2020-03-07 00:00:00+00:00
1480,133,0,126,7,2020-03-07 00:00:00+00:00
1481,990,6,979,5,2020-03-07 00:00:00+00:00
1482,426,8,303,115,2020-03-07 00:00:00+00:00
1483,576,6,526,44,2020-03-07 00:00:00+00:00
1484,296,1,295,0,2020-03-07 00:00:00+00:00
1485,120,2,87,31,2020-03-07 00:00:00+00:00
1486,1352,7,1237,108,2020-03-07 00:00:00+00:00
1487,252,2,218,32,2020-03-07 00:00:00+00:00
1488,146,2,115,29,2020-03-07 00:00:00+00:00
1489,168,6,158,4,2020-03-07 00:00:00+00:00
1490,318,6,307,5,2020-03-07 00:00:00+00:00
1491,481,13,403,65,2020-03-07 00:00:00+00:00
1492,1272,22,1244,6,2020-03-07 00:00:00+00:00
1493,108,2,51,55,2020-03-07 00:00:00+00:00
1494,67666,2959,43500,21207,2020-03-07 00:00:00+00:00
1495,1018,4,960,54,2020-03-07 00:00:00+00:00
1496,75,1,67,7,2020-03-07 00:00:00+00:00
1497,631,0,606,25,2020-03-07 00:00:00+00:00
1498,935,1,916,18,2020-03-07 00:00:00+00:00
1499,318,6,307,5,2020-03-08 00:00:00+00:00
1500,481,13,412,56,2020-03-08 00:00:00+00:00
1501,1272,22,1247,3,2020-03-08 00:00:00+00:00
1502,114,3,58,53,2020-03-08 00:00:00+00:00
1503,67707,2986,45235,19486,2020-03-08 00:00:00+00:00
1504,1018,4,968,46,2020-03-08 00:00:00+00:00
1505,75,1,70,4,2020-03-08 00:00:00+00:00
1506,631,0,612,19,2020-03-08 00:00:00+00:00
1507,935,1,919,15,2020-03-08 00:00:00+00:00
1508,93,1,90,2,2020-03-08 00:00:00+00:00
1509,125,1,109,15,2020-03-08 00:00:00+00:00
1510,10,0,10,0,2020-03-08 00:00:00+00:00
1511,75,0,71,4,2020-03-08 00:00:00+00:00
1512,18,0,18,0,2020-03-08 00:00:00+00:00
1513,245,1,227,17,2020-03-08 00:00:00+00:00
1514,758,6,642,110,2020-03-08 00:00:00+00:00
1515,342,3,314,25,2020-03-08 00:00:00+00:00
1516,133,0,126,7,2020-03-08 00:00:00+00:00
1517,539,3,464,72,2020-03-08 00:00:00+00:00
1518,136,3,128,5,2020-03-08 00:00:00+00:00
1519,1,0,1,0,2020-03-08 00:00:00+00:00
1520,76,3,73,0,2020-03-08 00:00:00+00:00
1521,174,2,170,2,2020-03-08 00:00:00+00:00
1522,1215,1,1161,53,2020-03-08 00:00:00+00:00
1523,990,6,984,0,2020-03-08 00:00:00+00:00
1524,428,8,308,112,2020-03-08 00:00:00+00:00
1525,576,6,527,43,2020-03-08 00:00:00+00:00
1526,296,1,295,0,2020-03-08 00:00:00+00:00
1527,124,2,87,35,2020-03-08 00:00:00+00:00
1528,1352,7,1256,89,2020-03-08 00:00:00+00:00
1529,252,2,223,27,2020-03-08 00:00:00+00:00
1530,146,2,117,27,2020-03-08 00:00:00+00:00
1531,168,6,159,3,2020-03-08 00:00:00+00:00
1532,990,6,984,0,2020-03-09 00:00:00+00:00
1533,428,8,315,105,2020-03-09 00:00:00+00:00
1534,576,6,542,28,2020-03-09 00:00:00+00:00
1535,296,1,295,0,2020-03-09 00:00:00+00:00
1536,124,2,88,34,2020-03-09 00:00:00+00:00
1537,1352,8,1260,84,2020-03-09 00:00:00+00:00
1538,252,2,230,20,2020-03-09 00:00:00+00:00
1539,146,2,123,21,2020-03-09 00:00:00+00:00
1540,168,6,159,3,2020-03-09 00:00:00+00:00
1541,93,1,91,1,2020-03-09 00:00:00+00:00
1542,125,1,109,15,2020-03-09 00:00:00+00:00
1543,10,0,10,0,2020-03-09 00:00:00+00:00
1544,75,0,71,4,2020-03-09 00:00:00+00:00
1545,18,0,18,0,2020-03-09 00:00:00+00:00
1546,245,1,227,17,2020-03-09 00:00:00+00:00
1547,758,6,700,52,2020-03-09 00:00:00+00:00
1548,342,3,315,24,2020-03-09 00:00:00+00:00
1549,133,0,127,6,2020-03-09 00:00:00+00:00
1550,318,6,307,5,2020-03-09 00:00:00+00:00
1551,481,13,430,38,2020-03-09 00:00:00+00:00
1552,1272,22,1247,3,2020-03-09 00:00:00+00:00
1553,115,3,59,53,2020-03-09 00:00:00+00:00
1554,67743,3008,46488,18247,2020-03-09 00:00:00+00:00
1555,1018,4,979,35,2020-03-09 00:00:00+00:00
1556,75,1,70,4,2020-03-09 00:00:00+00:00
1557,631,0,621,10,2020-03-09 00:00:00+00:00
1558,935,1,923,11,2020-03-09 00:00:00+00:00
1559,539,3,466,70,2020-03-09 00:00:00+00:00
1560,136,3,130,3,2020-03-09 00:00:00+00:00
1561,1,0,1,0,2020-03-09 00:00:00+00:00
1562,76,3,73,0,2020-03-09 00:00:00+00:00
1563,174,2,170,2,2020-03-09 00:00:00+00:00
1564,1215,1,1176,38,2020-03-09 00:00:00+00:00
1565,539,3,478,58,2020-03-10 00:00:00+00:00
1566,136,3,131,2,2020-03-10 00:00:00+00:00
1567,1,0,1,0,2020-03-10 00:00:00+00:00
1568,76,3,73,0,2020-03-10 00:00:00+00:00
1569,174,2,170,2,2020-03-10 00:00:00+00:00
1570,1215,1,1191,23,2020-03-10 00:00:00+00:00
1571,93,1,91,1,2020-03-10 00:00:00+00:00
1572,125,1,111,13,2020-03-10 00:00:00+00:00
1573,10,0,10,0,2020-03-10 00:00:00+00:00
1574,75,0,71,4,2020-03-10 00:00:00+00:00
1575,18,0,18,0,2020-03-10 00:00:00+00:00
1576,245,1,227,17,2020-03-10 00:00:00+00:00
1577,758,6,719,33,2020-03-10 00:00:00+00:00
1578,344,3,319,22,2020-03-10 00:00:00+00:00
1579,133,0,131,2,2020-03-10 00:00:00+00:00
1580,990,6,984,0,2020-03-10 00:00:00+00:00
1581,429,8,320,101,2020-03-10 00:00:00+00:00
1582,576,6,547,23,2020-03-10 00:00:00+00:00
1583,296,1,295,0,2020-03-10 00:00:00+00:00
1584,125,2,88,35,2020-03-10 00:00:00+00:00
1585,1353,8,1274,71,2020-03-10 00:00:00+00:00
1586,252,2,234,16,2020-03-10 00:00:00+00:00
1587,146,2,129,15,2020-03-10 00:00:00+00:00
1588,168,6,159,3,2020-03-10 00:00:00+00:00
1589,318,6,307,5,2020-03-10 00:00:00+00:00
1590,481,13,434,34,2020-03-10 00:00:00+00:00
1591,1272,22,1247,3,2020-03-10 00:00:00+00:00
1592,120,3,65,52,2020-03-10 00:00:00+00:00
1593,67760,3024,47743,16993,2020-03-10 00:00:00+00:00
1594,1018,4,990,24,2020-03-10 00:00:00+00:00
1595,75,1,70,4,2020-03-10 00:00:00+00:00
1596,631,0,627,4,2020-03-10 00:00:00+00:00
1597,935,1,927,7,2020-03-10 00:00:00+00:00
1598,318,6,307,5,2020-03-11 00:00:00+00:00
1599,482,13,436,33,2020-03-11 00:00:00+00:00
1600,1273,22,1249,2,2020-03-11 00:00:00+00:00
1601,126,3,65,58,2020-03-11 00:00:00+00:00
1602,67773,3046,49134,15593,2020-03-11 00:00:00+00:00
1603,1018,4,995,19,2020-03-11 00:00:00+00:00
1604,75,1,71,3,2020-03-11 00:00:00+00:00
1605,631,0,627,4,2020-03-11 00:00:00+00:00
1606,935,1,932,2,2020-03-11 00:00:00+00:00
1607,93,1,91,1,2020-03-11 00:00:00+00:00
1608,125,1,111,13,2020-03-11 00:00:00+00:00
1609,10,0,10,0,2020-03-11 00:00:00+00:00
1610,75,0,72,3,2020-03-11 00:00:00+00:00
1611,18,0,18,0,2020-03-11 00:00:00+00:00
1612,245,1,232,12,2020-03-11 00:00:00+00:00
1613,760,6,726,28,2020-03-11 00:00:00+00:00
1614,344,3,320,21,2020-03-11 00:00:00+00:00
1615,133,0,131,2,2020-03-11 00:00:00+00:00
1616,539,3,488,48,2020-03-11 00:00:00+00:00
1617,136,3,131,2,2020-03-11 00:00:00+00:00
1618,1,0,1,0,2020-03-11 00:00:00+00:00
1619,76,3,73,0,2020-03-11 00:00:00+00:00
1620,174,2,170,2,2020-03-11 00:00:00+00:00
1621,1215,1,1195,19,2020-03-11 00:00:00+00:00
1622,990,6,984,0,2020-03-11 00:00:00+00:00
1623,435,8,326,101,2020-03-11 00:00:00+00:00
1624,576,6,554,16,2020-03-11 00:00:00+00:00
1625,296,1,295,0,2020-03-11 00:00:00+00:00
1626,127,2,88,37,2020-03-11 00:00:00+00:00
1627,1356,8,1282,66,2020-03-11 00:00:00+00:00
1628,252,2,238,12,2020-03-11 00:00:00+00:00
1629,146,2,133,11,2020-03-11 00:00:00+00:00
1630,168,6,159,3,2020-03-11 00:00:00+00:00
1631,990,6,984,0,2020-03-12 00:00:00+00:00
1632,435,8,334,93,2020-03-12 00:00:00+00:00
1633,576,6,564,6,2020-03-12 00:00:00+00:00
1634,296,1,295,0,2020-03-12 00:00:00+00:00
1635,127,2,88,37,2020-03-12 00:00:00+00:00
1636,1356,8,1289,59,2020-03-12 00:00:00+00:00
1637,252,2,241,9,2020-03-12 00:00:00+00:00
1638,146,2,137,7,2020-03-12 00:00:00+00:00
1639,168,6,160,2,2020-03-12 00:00:00+00:00
1640,93,1,91,1,2020-03-12 00:00:00+00:00
1641,125,1,112,12,2020-03-12 00:00:00+00:00
1642,10,0,10,0,2020-03-12 00:00:00+00:00
1643,75,0,72,3,2020-03-12 00:00:00+00:00
1644,18,0,18,0,2020-03-12 00:00:00+00:00
1645,245,2,232,11,2020-03-12 00:00:00+00:00
1646,760,6,734,20,2020-03-12 00:00:00+00:00
1647,344,3,321,20,2020-03-12 00:00:00+00:00
1648,133,0,132,1,2020-03-12 00:00:00+00:00
1649,318,6,308,4,2020-03-12 00:00:00+00:00
1650,482,13,441,28,2020-03-12 00:00:00+00:00
1651,1273,22,1249,2,2020-03-12 00:00:00+00:00
1652,129,3,67,59,2020-03-12 00:00:00+00:00
1653,67781,3056,50318,14407,2020-03-12 00:00:00+00:00
1654,1018,4,999,15,2020-03-12 00:00:00+00:00
1655,75,1,71,3,2020-03-12 00:00:00+00:00
1656,631,0,629,2,2020-03-12 00:00:00+00:00
1657,935,1,934,0,2020-03-12 00:00:00+00:00
1658,539,3,498,38,2020-03-12 00:00:00+00:00
1659,136,3,132,1,2020-03-12 00:00:00+00:00
1660,1,0,1,0,2020-03-12 00:00:00+00:00
1661,76,3,73,0,2020-03-12 00:00:00+00:00
1662,174,2,170,2,2020-03-12 00:00:00+00:00
1663,1215,1,1197,17,2020-03-12 00:00:00+00:00
1664,539,3,503,33,2020-03-13 00:00:00+00:00
1665,136,3,132,1,2020-03-13 00:00:00+00:00
1666,1,0,1,0,2020-03-13 00:00:00+00:00
1667,76,3,73,0,2020-03-13 00:00:00+00:00
1668,174,2,170,2,2020-03-13 00:00:00+00:00
1669,1215,1,1197,17,2020-03-13 00:00:00+00:00
1670,93,1,91,1,2020-03-13 00:00:00+00:00
1671,125,1,112,12,2020-03-13 00:00:00+00:00
1672,10,0,10,0,2020-03-13 00:00:00+00:00
1673,75,0,72,3,2020-03-13 00:00:00+00:00
1674,18,0,18,0,2020-03-13 00:00:00+00:00
1675,245,2,232,11,2020-03-13 00:00:00+00:00
1676,760,7,739,14,2020-03-13 00:00:00+00:00
1677,346,3,324,19,2020-03-13 00:00:00+00:00
1678,133,0,133,0,2020-03-13 00:00:00+00:00
1679,990,6,984,0,2020-03-13 00:00:00+00:00
1680,436,8,342,86,2020-03-13 00:00:00+00:00
1681,576,6,566,4,2020-03-13 00:00:00+00:00
1682,296,1,295,0,2020-03-13 00:00:00+00:00
1683,127,2,88,37,2020-03-13 00:00:00+00:00
1684,1356,8,1296,52,2020-03-13 00:00:00+00:00
1685,252,2,243,7,2020-03-13 00:00:00+00:00
1686,146,2,140,4,2020-03-13 00:00:00+00:00
1687,168,6,160,2,2020-03-13 00:00:00+00:00
1688,318,6,310,2,2020-03-13 00:00:00+00:00
1689,482,13,446,23,2020-03-13 00:00:00+00:00
1690,1273,22,1249,2,2020-03-13 00:00:00+00:00
1691,134,4,77,53,2020-03-13 00:00:00+00:00
1692,67786,3062,51553,13171,2020-03-13 00:00:00+00:00
1693,1018,4,1005,9,2020-03-13 00:00:00+00:00
1694,75,1,71,3,2020-03-13 00:00:00+00:00
1695,631,0,630,1,2020-03-13 00:00:00+00:00
1696,935,1,934,0,2020-03-13 00:00:00+00:00
1697,318,6,310,2,2020-03-14 00:00:00+00:00
1698,482,13,447,22,2020-03-14 00:00:00+00:00
1699,1273,22,1250,1,2020-03-14 00:00:00+00:00
1700,140,4,78,58,2020-03-14 00:00:00+00:00
1701,67790,3075,52960,11755,2020-03-14 00:00:00+00:00
1702,1018,4,1014,0,2020-03-14 00:00:00+00:00
1703,75,1,71,3,2020-03-14 00:00:00+00:00
1704,631,0,630,1,2020-03-14 00:00:00+00:00
1705,935,1,934,0,2020-03-14 00:00:00+00:00
1706,93,1,91,1,2020-03-14 00:00:00+00:00
1707,125,1,113,11,2020-03-14 00:00:00+00:00
1708,10,0,10,0,2020-03-14 00:00:00+00:00
1709,75,0,73,2,2020-03-14 00:00:00+00:00
1710,18,0,18,0,2020-03-14 00:00:00+00:00
1711,245,2,232,11,2020-03-14 00:00:00+00:00
1712,760,7,741,12,2020-03-14 00:00:00+00:00
1713,353,3,324,26,2020-03-14 00:00:00+00:00
1714,133,0,133,0,2020-03-14 00:00:00+00:00
1715,539,3,511,25,2020-03-14 00:00:00+00:00
1716,136,3,132,1,2020-03-14 00:00:00+00:00
1717,1,0,1,0,2020-03-14 00:00:00+00:00
1718,76,3,73,0,2020-03-14 00:00:00+00:00
1719,174,2,172,0,2020-03-14 00:00:00+00:00
1720,1227,1,1211,15,2020-03-14 00:00:00+00:00
1721,990,6,984,0,2020-03-14 00:00:00+00:00
1722,437,8,349,80,2020-03-14 00:00:00+00:00
1723,576,6,569,1,2020-03-14 00:00:00+00:00
1724,296,1,295,0,2020-03-14 00:00:00+00:00
1725,129,2,89,38,2020-03-14 00:00:00+00:00
1726,1356,8,1299,49,2020-03-14 00:00:00+00:00
1727,252,2,243,7,2020-03-14 00:00:00+00:00
1728,146,2,143,1,2020-03-14 00:00:00+00:00
1729,168,6,160,2,2020-03-14 00:00:00+00:00
